Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
13:23 (+1),RB 61058,Wensickendorf (ab 13:02),Berlin-Karow
13:53 (+1),RB 61018,Groß Schönebeck (ab 13:12),Berlin-Karow
14:23 (+3),RB 61060,Wensickendorf (ab 14:02),Berlin-Karow
15:23 (+2),RB 61062,Wensickendorf (ab 15:02),Berlin-Karow
15:53 (+4),RB 61022,Groß Schönebeck (ab 15:12),Berlin-Karow
16:23 (+2),RB 61064,Wensickendorf (ab 16:02),Berlin-Karow
16:53 (+2),RB 61024,Groß Schönebeck (ab 16:12),Berlin-Karow
17:53 (+3),RB 61026,Groß Schönebeck (ab 17:12),Berlin-Karow
18:53 (+1),RB 61028,Groß Schönebeck (ab 18:12),Berlin-Karow
19:53 (+2),RB 61030,Groß Schönebeck (ab 19:12),Berlin-Karow
21:53,RB 61034,Groß Schönebeck (ab 21:12),Berlin-Karow
