Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:22,00:22,RE 3360,Eberswalde Hbf (an 01:04),
00:22,00:22,RE 3366,Bernau(b Berlin) (an 00:44),
00:29,00:29,ICE 1500,Halle(Saale)Hbf (an 23:13),
00:40,00:40,RE 3,Ulm Hbf (an 23:40),
00:40,00:40,RE 3363,Berlin Südkreuz (an 00:47),
00:45 (+2),00:47,ICE 947,Berlin Südkreuz (an 00:29),2
00:48,00:48,RE 3165,Berlin-Spandau (an 00:58),
00:52,00:52,RB 21967,Naumburg(Saale)Hbf (an 12:50),
01:00 (+17),01:17,RJ 2579,Praha hl.n. (an 05:25),4
01:00 (+17),01:17,RJ 479,Praha hl.n. (an 05:25),4
01:52,01:52,RB 21969,Flughafen BER (an 02:14),
02:57,02:57,RB 10,Frankfurt(Main)Hbf (an 20:04),
02:57,02:57,RE 62090,Nauen (an 03:35),7
03:07,03:07,RB 21803,Berlin Südkreuz (an 03:14),
03:37,03:37,RB 21805,Berlin Südkreuz (an 03:44),
04:18,04:18,RE 3340,Schwedt(Oder) (an 05:50),5
04:22,04:22,RB 21809,Berlin Südkreuz (an 04:29),
04:22,04:22,RE 62001,Wismar (an 07:27),7
04:28 (+2),04:30,ICE 646,Düsseldorf Hbf (an 09:11),4
04:34 (+15),04:49,ICE 277,Zürich HB (an 13:00),7
04:37,04:37,RB 21811,Berlin Südkreuz (an 04:44),
04:45,04:45,EC 41,Warszawa Wschodnia (an 11:15),
04:45,04:45,RB 92540,Elsterwerda (an 06:29),
04:45,04:45,RE 62040,Elsterwerda (an 06:29),2
04:45,04:45,RE 62052,Elsterwerda (an 06:29),
04:46,04:46,RE 4350,Rostock Hbf (an 07:23),6
04:46,04:46,RE 5,Emmerich (an 23:20),
04:52,04:52,RB 21813,Berlin Südkreuz (an 04:59),
04:54,04:54,RE 3145,Stendal Hbf (an 06:13),5
04:54,04:54,RE 4,Hagen Hbf (an 23:25),
05:09,05:09,RE 3144,Falkenberg(Elster) (an 06:44),2
05:09 (+54),06:03,RJ 2578,Hamburg-Harburg (an 07:41),5
05:09 (+54),06:03,RJ 478,Hamburg-Harburg (an 07:41),5
05:14,05:14,RE 4351,Berlin Südkreuz (an 05:23),4
05:22,05:22,RB 21817,Berlin Südkreuz (an 05:29),
05:22,05:22,RE 3302,Stralsund Hbf (an 08:45),5
05:25 (+1),05:26,RE 62003,Wittenberge (an 06:56),7
05:27 (+1),05:28,ICE 593,München Hbf (an 13:15),4
05:29 (+1),05:30,ICE 608,Hamburg Hbf (an 07:25),6
05:32,05:32,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),2
05:35 (+3),05:38,ICE 946,Düsseldorf Hbf (an 10:08),7
05:35 (+3),05:38,ICE 956,Köln Hbf (an 10:22),7
05:36 (+2),05:38,ICE 1501,München Hbf (an 09:41),4
05:43,05:43,RE 62000,Elsterwerda (an 07:15),2
05:46 (+1),05:47,RE 3504,Grimmen (an 08:29),6
05:46,05:46,RE 5,Emmerich (an 23:16),
05:54,05:54,RE 3167,Stendal Hbf (an 07:13),7
06:07,06:07,RB 18500,Lübbenau(Spreewald) (an 07:16),1
06:07,06:07,RE 3164,Jüterbog (an 06:54),2
06:12 (+1),06:13,RJ 251,Villach Hbf (an 18:27),3
06:12 (+1),06:13,RJX 251,Villach Hbf (an 18:27),3
06:14 (+1),06:15,ICE 240,Amsterdam Centraal (an 11:59),6
06:15,06:15,RE 3503,Berlin Südkreuz (an 06:23),4
06:21 (+4),06:25,RE 62005,Wismar (an 09:37),7
06:22,06:22,RB 21825,Berlin Südkreuz (an 06:29),
06:23 (+1),06:24,RE 3342,Schwedt(Oder) (an 07:55),6
06:29 (+1),06:30,ICE 503,München Hbf (an 11:07),3
06:31 (+2),06:33,ICE 279,Interlaken Ost (an 15:59),7
06:35,06:35,EC 43,Warszawa Wschodnia (an 13:15),
06:36 (+1),06:37,ICE 1003,München Hbf (an 10:45),4
06:40,06:40,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),2 A - D
06:44,06:44,RE 62002,Elsterwerda (an 08:31),2 D - G
06:46 (+1),06:47,RE 4352,Rostock Hbf (an 09:23),5
06:47 (+2),06:49,ICE 644,Dortmund Hbf (an 10:12),6
06:54 (+2),06:56,RE 3147,Berlin-Spandau (an 07:04),
07:04 (+1),07:05,ICE 654,Köln Hbf (an 12:17),7
07:06 (+1),07:07,ICE 750,Frankfurt(Main)Hbf (an 10:56),4
07:07,07:07,RB 18502,Lübbenau(Spreewald) (an 08:14),1
07:07,07:07,RE 20,Cottbus Hbf (an 22:48),
07:09 (+2),07:11,RE 3146,Berlin Südkreuz (an 07:15),
07:14 (+3),07:17,RE 4353,Berlin Südkreuz (an 07:23),4
07:18 (+1),07:19,RE 62007,Wittenberge (an 08:56),5
07:22,07:22,IC 60409,Berlin Gesundbrunnen (an 07:36),5
07:22,07:22,NJ 409,Berlin Gesundbrunnen (an 07:36),5
07:22,07:22,RE 21833,Berlin Südkreuz (an 07:29),
07:22 (+1),07:23,RE 3304,Stralsund Hbf (an 10:44),6
07:27 (+14),07:41,ICE 2585,München Hbf (an 15:14),4
07:27 (+14),07:41,ICE 595,München Hbf (an 15:14),4
07:28,07:28,RJ 387,Praha hl.n. (an 11:25),
07:32,07:32,RE 3343,Berlin Südkreuz (an 07:39),
07:36 (+8),07:44,ICE 1503,München Hbf (an 11:43),4
07:37 (+1),07:38,ICE 606,München Hbf (an 10:49),6
07:43 (+1),07:44,RE 62004,Elsterwerda (an 09:14),2
07:46 (+1),07:47,RE 3506,Grimmen (an 10:29),6
07:47 (+13),08:00,ICE 944,Düsseldorf Hbf (an 12:08),7
07:47 (+13),08:00,ICE 954,Köln Hbf (an 12:22),7
07:52 (+1),07:53,RE 3169,Stendal Hbf (an 09:13),6
08:00,08:00,ICE 1131,Saarbrücken Hbf (an 14:17),7
08:07,08:07,RB 18504,Lübbenau(Spreewald) (an 09:15),1
08:07 (+6),08:13,RE 3166,Berlin Südkreuz (an 08:13),
08:10,08:10,ICE 698,Berlin Gesundbrunnen (an 08:14),8
08:16 (+3),08:19,ICE 148,Amsterdam Centraal (an 14:01),7
08:16 (+1),08:17,ICE 851,Berlin Südkreuz (an 08:21),2
