Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:15,00:15,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:39),3
00:42,00:42,RE 3363,Berlin Hbf (ab 00:40),2
00:55,00:55,RB 21967,Eisenach Hbf (ab 11:13),1
04:49,04:49,RE 3369,Eberswalde Hbf (ab 04:03),2
05:04,05:04,RB 56801,Berlin Südkreuz (ab 05:00),3
05:09,05:09,RE 62003,Baruth(Mark) (ab 04:19),4
05:11,05:11,RE 3144,Rathenow (ab 04:09),2
05:14,05:14,RE 3302,Jüterbog (ab 04:22),3
05:16,05:16,RE 4351,Neustrelitz Hbf (ab 03:49),2
05:34,05:34,RE 3341,Schwedt(Oder) (ab 04:04),1
05:39,05:39,RE 3504,Berlin Südkreuz (ab 05:34),3
05:45,05:45,RE 62000,Elstal (ab 05:07),1
05:47,05:47,RE 3167,Jüterbog (ab 05:02),3
05:49,05:49,RB 18501,Cottbus Hbf (ab 04:24),4
06:00,06:00,RB 18500,Berlin Hbf (ab 05:58),1
06:09,06:09,RE 3164,Stendal Hbf (ab 04:48),2
06:11,06:11,RE 62005,Elsterwerda (ab 04:29),4
06:15,06:15,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),3
06:16,06:16,RB 62051,Wustermark (ab 05:39),1
06:17,06:17,RE 3503,Neubrandenburg (ab 04:27),2
06:35,06:35,RB 21822,Flughafen BER (ab 06:16),
06:39,06:39,RE 4352,Berlin Südkreuz (ab 06:34),3
06:41 (+1),06:42,RB 62052,Rangsdorf (ab 06:21),
06:42,06:42,RE 3301,Pasewalk (ab 04:44),2
06:46 (+3),06:49,RE 3147,Herzberg(Elster) (ab 05:25),3
06:47,06:47,RE 62002,Elstal (ab 06:07),1
06:49,06:49,RB 18503,Cottbus Hbf (ab 05:23),4
07:03,07:03,RB 18502,Berlin Hbf (ab 07:00),1
07:04,07:04,RE 21826,Flughafen BER (ab 06:46),4
07:09,07:09,RE 62007,Elsterwerda (ab 05:29),4
07:11,07:11,RE 3146,Stendal Hbf (ab 05:48),2
07:14,07:14,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),3
07:16,07:16,RB 62053,Wustermark (ab 06:39),1
07:16,07:16,RE 4353,Rostock Hbf (ab 04:34),2
07:19,07:19,RE 21828,Flughafen BER (ab 07:01),
07:34,07:34,RE 3343,Schwedt(Oder) (ab 06:04),1
07:35,07:35,RE 21830,Flughafen BER (ab 07:16),
07:39,07:39,RE 3506,Berlin Südkreuz (ab 07:34),3
07:42,07:42,RB 62054,Rangsdorf (ab 07:23),
07:45,07:45,RE 62004,Elstal (ab 07:07),1
07:48,07:48,RE 3169,Jüterbog (ab 07:02),3
07:49,07:49,RB 18505,Cottbus Hbf (ab 06:12),4
08:03,08:03,RB 18504,Berlin Hbf (ab 08:00),1
08:09,08:09,RE 3166,Stendal Hbf (ab 06:47),2
08:11,08:11,RE 62009,Elsterwerda (ab 06:40),4
08:15,08:15,RE 3344,Lutherstadt Wittenberg Hbf (ab 06:53),3
08:16,08:16,RB 62055,Wustermark (ab 07:39),1
08:18,08:18,RE 3505,Stralsund Hbf (ab 05:02),2
08:35,08:35,RE 21838,Flughafen BER (ab 08:16),4
08:39,08:39,RE 4354,Berlin Südkreuz (ab 08:34),3
08:41,08:41,RB 62056,Rangsdorf (ab 08:21),4
