Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
04:47,RB 18301,Eberswalde Hbf (ab 04:08),Berlin-Lichtenberg
05:12 Ausfall,RB 18300,Schönefeld(bei Berlin) (ab 04:51),Berlin-Lichtenberg
05:36 (+1),RB 5151,Berlin Ostkreuz (ab 05:33),Berlin-Lichtenberg
06:24,RB 5152,Küstrin-Kietz (ab 05:11),Berlin-Lichtenberg
06:32,RB 61144,Werneuchen (ab 06:02),Berlin-Lichtenberg
06:58,RB 61104,Templin Stadt (ab 05:32),Berlin-Lichtenberg
07:24 (+4),RB 5154,Küstrin-Kietz (ab 06:11),Berlin-Lichtenberg
07:32,RB 61146,Werneuchen (ab 07:02),Berlin-Lichtenberg
08:24 (+3),RB 5156,Küstrin-Kietz (ab 07:08),Berlin-Lichtenberg
08:32,RB 61148,Werneuchen (ab 08:02),Berlin-Lichtenberg
08:58,RB 61108,Templin Stadt (ab 07:32),Berlin-Lichtenberg
09:24,RB 5158,Küstrin-Kietz (ab 08:11),Berlin-Lichtenberg
09:32,RB 61150,Werneuchen (ab 09:02),Berlin-Lichtenberg
09:58,RB 61110,Templin Stadt (ab 08:32),Berlin-Lichtenberg
10:24 (+2),RB 5160,Küstrin-Kietz (ab 09:18),Berlin-Lichtenberg
10:32,RB 61152,Werneuchen (ab 10:02),Berlin-Lichtenberg
10:58 Ausfall,RB 61112,Templin Stadt (ab 09:32),Berlin-Lichtenberg
11:24,RB 5162,Küstrin-Kietz (ab 10:11),Berlin-Lichtenberg
11:33,RB 61154,Werneuchen (ab 11:02),Berlin-Lichtenberg
11:58 (+6),RB 61114,Templin Stadt (ab 10:32),Berlin-Lichtenberg
12:24 (+1),RB 5164,Küstrin-Kietz (ab 11:18),Berlin-Lichtenberg
12:32,RB 61156,Werneuchen (ab 12:02),Berlin-Lichtenberg
12:53,RB 61117,Berlin Ostkreuz (ab 12:50),Berlin-Lichtenberg
12:58 (+3),RB 61116,Templin Stadt (ab 11:32),Berlin-Lichtenberg
13:24 (+5),RB 5166,Küstrin-Kietz (ab 12:11),Berlin-Lichtenberg
13:32,RB 61158,Werneuchen (ab 13:02),Berlin-Lichtenberg
13:58 (+4),RB 61118,Templin Stadt (ab 12:32),Berlin-Lichtenberg
14:24,RB 5168,Küstrin-Kietz (ab 13:18),Berlin-Lichtenberg
14:32,RB 61160,Werneuchen (ab 14:02),Berlin-Lichtenberg
14:58 (+9),RB 61120,Templin Stadt (ab 13:32),Berlin-Lichtenberg
15:24 (+3),RB 5170,Küstrin-Kietz (ab 14:11),Berlin-Lichtenberg
15:32,RB 61162,Werneuchen (ab 15:02),Berlin-Lichtenberg
15:58 (+3),RB 61122,Templin Stadt (ab 14:32),Berlin-Lichtenberg
16:24,RB 5172,Küstrin-Kietz (ab 15:18),Berlin-Lichtenberg
16:58 (+7),RB 61124,Templin Stadt (ab 15:32),Berlin-Lichtenberg
17:24 (+5),RB 5174,Küstrin-Kietz (ab 16:11),Berlin-Lichtenberg
17:58 (+39),RB 61126,Templin Stadt (ab 16:32),Berlin-Lichtenberg
18:24 (+8),RB 5176,Küstrin-Kietz (ab 17:18),Berlin-Lichtenberg
18:53,RB 61129,Berlin Ostkreuz (ab 18:50),Berlin-Lichtenberg
18:58 (+13),RB 61128,Templin Stadt (ab 17:32),Berlin-Lichtenberg
19:24 (+14),RB 5178,Küstrin-Kietz (ab 18:11),Berlin-Lichtenberg
19:58,RB 61130,Templin Stadt (ab 18:32),Berlin-Lichtenberg
20:24 (+13),RB 5180,Küstrin-Kietz (ab 19:18),Berlin-Lichtenberg
20:58 (+21),RB 61132,Templin Stadt (ab 19:32),Berlin-Lichtenberg
21:39 (+20),RB 18232,Schönefeld(bei Berlin) (ab 21:18),Berlin-Lichtenberg
21:58,IRE 5836,Wroclaw Glowny (ab 17:25),Berlin-Lichtenberg
21:58 (+1),RB 61134,Templin Stadt (ab 20:32),Berlin-Lichtenberg
22:12,RB 18334,Schönefeld(bei Berlin) (ab 21:49),Berlin-Lichtenberg
