Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
00:27,RB 61041,Klosterfelde (an 00:51),Berlin-Karow
05:27,RB 61003,Klosterfelde (an 05:51),Berlin-Karow
05:57,RB 61045,Wensickendorf (an 06:16),Berlin-Karow
06:57 Ausfall,RB 61077,Wensickendorf (an 07:16),Berlin-Karow
07:27 (+1),RB 61007,Klosterfelde (an 07:51),Berlin-Karow
07:57 Ausfall,RB 61049,Wensickendorf (an 08:16),Berlin-Karow
08:27 (+4),RB 61009,Groß Schönebeck (an 09:07),Berlin-Karow
08:57,RB 61051,Schmachtenhagen (an 09:24),Berlin-Karow
11:57,RB 61057,Schmachtenhagen (an 12:24),Berlin-Karow
12:27,RB 61017,Groß Schönebeck (an 13:07),Berlin-Karow
12:57,RB 61059,Schmachtenhagen (an 13:24),Berlin-Karow
13:27 (+1),RB 61019,Klosterfelde (an 13:51),Berlin-Karow
13:57 (+1),RB 61061,Schmachtenhagen (an 14:24),Berlin-Karow
14:27,RB 61021,Groß Schönebeck (an 15:07),Berlin-Karow
14:57,RB 61063,Schmachtenhagen (an 15:24),Berlin-Karow
15:27,RB 61023,Klosterfelde (an 15:51),Berlin-Karow
15:57,RB 61065,Wensickendorf (an 16:16),Berlin-Karow
16:27 (+1),RB 61025,Groß Schönebeck (an 17:07),Berlin-Karow
16:57 (+1),RB 61079,Wensickendorf (an 17:16),Berlin-Karow
17:27 (+2),RB 61027,Klosterfelde (an 17:51),Berlin-Karow
17:57,RB 61069,Wensickendorf (an 18:16),Berlin-Karow
18:27 (+2),RB 61029,Groß Schönebeck (an 19:07),Berlin-Karow
18:57,RB 61071,Wensickendorf (an 19:16),Berlin-Karow
19:27,RB 61031,Klosterfelde (an 19:51),Berlin-Karow
19:57,RB 61073,Wensickendorf (an 20:16),Berlin-Karow
20:57,RB 61075,Wensickendorf (an 21:16),Berlin-Karow
21:27 (+1),RB 61035,Klosterfelde (an 21:51),Berlin-Karow
