Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
05:27 (+1),RB 61003,Klosterfelde (an 05:51),Berlin-Karow
05:57 (+1),RB 61045,Wensickendorf (an 06:16),Berlin-Karow
06:57,RB 61077,Wensickendorf (an 07:16),Berlin-Karow
07:27 Ausfall,RB 61007,Klosterfelde (an 07:51),Berlin-Karow
07:57,RB 61049,Wensickendorf (an 08:16),Berlin-Karow
08:57 (+1),RB 61051,Schmachtenhagen (an 09:24),Berlin-Karow
09:27 (+4),RB 61011,Klosterfelde (an 09:51),Berlin-Karow
09:57 (+2),RB 61053,Schmachtenhagen (an 10:24),Berlin-Karow
10:27 (+2),RB 61013,Groß Schönebeck (an 11:07),Berlin-Karow
10:57 (+1),RB 61055,Schmachtenhagen (an 11:24),Berlin-Karow
11:27 (+1),RB 61015,Klosterfelde (an 11:51),Berlin-Karow
11:57 (+18),RB 61057,Schmachtenhagen (an 12:24),Berlin-Karow
12:27 (+5),RB 61017,Groß Schönebeck (an 13:07),Berlin-Karow
12:57 (+4),RB 61059,Schmachtenhagen (an 13:24),Berlin-Karow
13:27 (+2),RB 61019,Klosterfelde (an 13:51),Berlin-Karow
14:27,RB 61021,Groß Schönebeck (an 15:07),Berlin-Karow
15:27,RB 61023,Klosterfelde (an 15:51),Berlin-Karow
15:57 (+5),RB 61065,Wensickendorf (an 16:16),Berlin-Karow
16:27 (+3),RB 61025,Groß Schönebeck (an 17:07),Berlin-Karow
16:57,RB 61079,Wensickendorf (an 17:16),Berlin-Karow
