Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:09 (+24),ICE 901,Berlin Ostbahnhof (an 00:23),2
00:23,RB 21962,Berlin-Charlottenburg (an 00:26),4
00:28 (+12),ICE 947,Berlin Ostbahnhof (an 00:41),2
00:46,RE 3140,Cottbus Hbf (an 03:00),2
00:57,RE 7,Hagen Hbf (an 05:37),
01:11,RB 21968,Berlin-Charlottenburg (an 01:13),4
01:16,RE 1,Bremen Hbf (an 23:05),
01:25 (+45),ICE 1707,Berlin Ostbahnhof (an 01:40),2
01:37,RB 21969,Naumburg(Saale)Hbf (an 14:13),2
02:28 (+35),ICE 274,Berlin Ostbahnhof (an 02:44),2
04:04,RE 73751,Frankfurt(Oder) (an 05:29),
04:21,RE 3705,Lübben(Spreewald) (an 04:50),
04:24,RE 73801,Frankfurt(Oder) (an 05:36),
04:29,ICE 646,Köln Hbf (an 09:33),4
04:35 (+1),ICE 277,Chur (an 14:22),4
04:39,RE 3702,Lübben(Spreewald) (an 05:56),
04:39,RE 91399,Lübbenau(Spreewald) (an 06:03),
04:39,RE 91510,Lübbenau(Spreewald) (an 06:03),
04:39,RE 92402,Lübben(Spreewald) (an 05:56),
04:42,RE 2,Mainz Hbf (an 22:08),
04:42,RE 3101,Hennigsdorf(b Berlin) (an 05:23),4
05:19,RE 3102,Cottbus Hbf (an 06:56),2
05:21,RE 3707,Dessau Hbf (an 06:53),3
05:33 (+2),ICE 946,Köln Hbf (an 10:35),3
05:39,RB 91518,Lübbenau(Spreewald) (an 07:03),
05:39,RE 3704,Lübbenau(Spreewald) (an 07:03),
05:39,RE 95117,Lübbenau(Spreewald) (an 07:03),
05:44,RE 3103,Hennigsdorf(b Berlin) (an 06:23),3
05:52,RE 94713,Frankfurt(Oder) (an 07:18),1
06:19,RE 3104,Cottbus Hbf (an 07:57),2
06:21,RB 93009,Dessau Hbf (an 07:53),3
06:21,RE 93009,Berlin-Wannsee (an 06:34),
06:36 (+1),ICE 279,Interlaken Ost (an 15:59),3
06:39 (+1),RE 3706,Senftenberg (an 08:41),2
06:44,ICE 1272,Berlin Ostbahnhof (an 07:02),2
06:44,RE 3105,Hennigsdorf(b Berlin) (an 07:23),4
06:52,RE 94715,Frankfurt(Oder) (an 08:20),1
07:19,RE 3106,Cottbus Hbf (an 08:56),2
07:21 (+19),RE 3711,Dessau Hbf (an 08:53),4
07:39 (+1),RE 3708,Senftenberg (an 09:41),2
07:44 (+6),RE 3107,Hennigsdorf(b Berlin) (an 08:23),4
07:47,ICE 649,Berlin Ostbahnhof (an 08:03),2
07:52,RE 94717,Frankfurt(Oder) (an 09:18),1
07:58,RB 18146,Berlin-Wannsee (an 08:10),3
08:04,RB 18145,Berlin Ostbahnhof (an 08:21),1
08:13 (+8),ICE 851,Berlin Ostbahnhof (an 08:28),2
08:19,RE 3108,Cottbus Hbf (an 09:55),1
08:21 (+1),RE 3713,Dessau Hbf (an 09:53),3
08:21,RE 7,Münster(Westf)Hbf (an 23:22),
08:39 (+2),RE 3710,Senftenberg (an 10:41),2
08:44,RE 3109,Hennigsdorf(b Berlin) (an 09:23),4
08:52,RE 94719,Frankfurt(Oder) (an 10:18),1
08:58,RB 18148,Berlin-Wannsee (an 09:10),3
09:04,RB 18147,Berlin Ostbahnhof (an 09:21),1
09:19,RE 3110,Cottbus Hbf (an 10:55),2
09:21,RE 3715,Dessau Hbf (an 10:53),3
09:39 (+12),RE 3712,Senftenberg (an 11:41),2
09:44,RE 3111,Hennigsdorf(b Berlin) (an 10:23),4
09:52,RE 94721,Frankfurt(Oder) (an 11:18),1
09:58,RB 18150,Berlin-Wannsee (an 10:10),3
10:04,RB 18149,Berlin Ostbahnhof (an 10:21),1
10:19,RE 3112,Cottbus Hbf (an 11:55),3
10:21 (+1),RE 3717,Dessau Hbf (an 11:53),4
10:39 (+11),RE 3714,Senftenberg (an 12:41),2
10:45 (+25),RE 3113,Hennigsdorf(b Berlin) (an 11:23),4
10:52,RE 94723,Frankfurt(Oder) (an 12:18),
11:19,RE 3114,Cottbus Hbf (an 12:55),2
11:21 (+8),RE 3719,Dessau Hbf (an 12:53),3
11:39 (+1),RE 3716,Senftenberg (an 13:41),2
11:44,RE 3115,Hennigsdorf(b Berlin) (an 12:23),4
11:52,RE 94725,Frankfurt(Oder) (an 13:18),1
12:19,RE 3116,Cottbus Hbf (an 13:55),2
12:21 (+20),RE 3721,Dessau Hbf (an 13:53),3
12:39,RE 3718,Senftenberg (an 14:41),2
12:44,RE 3117,Hennigsdorf(b Berlin) (an 13:25),4
12:47 (+4),IC 2035,Berlin Ostbahnhof (an 13:06),2
12:52,RE 94727,Frankfurt(Oder) (an 14:18),
13:19,RE 3118,Cottbus Hbf (an 14:55),2
13:21 (+2),RE 3723,Dessau Hbf (an 14:53),3
13:39 (+4),RE 3720,Senftenberg (an 15:41),2
13:44,RE 3119,Hennigsdorf(b Berlin) (an 14:23),4
13:52,RE 94729,Frankfurt(Oder) (an 15:18),
14:19 (+1),RE 3120,Cottbus Hbf (an 15:55),2
14:21 (+10),RE 3725,Dessau Hbf (an 15:53),3
14:39 (+4),RE 3722,Senftenberg (an 16:41),2
14:45 (+1),RE 3121,Hennigsdorf(b Berlin) (an 15:23),4
14:52,RE 94731,Frankfurt(Oder) (an 16:18),1
14:58,RB 18160,Berlin-Wannsee (an 15:10),3
15:04,RB 18159,Berlin Ostbahnhof (an 15:21),1
15:12,IC 2034,Norddeich (an 22:14),3
15:19 (+12),RE 3122,Cottbus Hbf (an 16:55),2
15:21 (+22),RE 3727,Dessau Hbf (an 16:53),3
15:39 (+7),RE 3724,Senftenberg (an 17:41),2
15:44,RE 3123,Hennigsdorf(b Berlin) (an 16:23),4
15:52 (+1),RE 94733,Frankfurt(Oder) (an 17:18),1
15:58 (+1),RB 18162,Berlin-Wannsee (an 16:10),3
16:04,RB 18161,Berlin Ostbahnhof (an 16:21),1
16:19 (+2),RE 3124,Cottbus Hbf (an 17:55),2
16:21,RE 3729,Dessau Hbf (an 17:53),4
16:39 (+8),RE 3726,Senftenberg (an 18:41),2
16:44 (+3),RE 3125,Hennigsdorf(b Berlin) (an 17:23),4
16:52,RE 94735,Frankfurt(Oder) (an 18:18),
16:58,RB 18164,Berlin-Wannsee (an 17:10),3
17:04,RB 18163,Berlin Ostbahnhof (an 17:21),1
17:19 (+2),RE 3126,Cottbus Hbf (an 18:55),2
17:21 (+4),RE 3731,Dessau Hbf (an 18:53),4
17:39 (+2),RE 3728,Senftenberg (an 19:41),2
17:41,IC 2232,Magdeburg Hbf (an 19:20),
17:44,RE 3127,Hennigsdorf(b Berlin) (an 18:23),4
17:52,RE 94737,Frankfurt(Oder) (an 19:18),
17:58,RB 18166,Berlin-Wannsee (an 18:10),3
18:04,RB 18165,Berlin Ostbahnhof (an 18:21),1
18:19,RE 3128,Cottbus Hbf (an 19:55),2
18:21 (+2),RE 3733,Dessau Hbf (an 19:53),3
18:39 (+9),RE 3730,Senftenberg (an 20:41),2
18:44 (+2),IC 2431,Cottbus Hbf (an 20:21),3
18:44 (+2),RE 3129,Hennigsdorf(b Berlin) (an 19:23),4
18:52,RB 94739,Frankfurt(Oder) (an 20:18),
18:52,RE 94739,Frankfurt(Oder) (an 20:18),
18:58 Ausfall,ICE 1549,Berlin Ostbahnhof (an 19:13),2
19:19,RE 3130,Cottbus Hbf (an 20:55),2
19:21,RE 3735,Dessau Hbf (an 20:53),3
19:39,RE 3732,Senftenberg (an 21:41),2
19:44,RE 3131,Hennigsdorf(b Berlin) (an 20:23),4
19:52,RE 94741,Frankfurt(Oder) (an 21:18),
20:02,ICE 540,Hannover Hbf (an 22:28),4
20:08,RE 73823,Fürstenwalde(Spree) (an 21:05),2
20:19,RE 3132,Cottbus Hbf (an 21:55),2
20:21,RE 3737,Dessau Hbf (an 21:53),3
20:35,ICE 2941,Kassel-Wilhelmshöhe (an 23:13),3
20:35,ICE 679,Kassel-Wilhelmshöhe (an 23:13),3
20:35 (+11),ICE 794,Berlin Ostbahnhof (an 20:49),2
20:39,RE 3734,Lübbenau(Spreewald) (an 22:04),2
20:44,RE 3133,Hennigsdorf(b Berlin) (an 21:23),3
20:52,RE 94743,Berlin Ostbahnhof (an 21:09),
21:00 (+3),ICE 1055,Berlin Ostbahnhof (an 21:15),1
21:08,RE 73825,Berlin Ostbahnhof (an 21:25),
21:15,ICE 643,Berlin Ostbahnhof (an 21:29),2
21:21,RE 3739,Dessau Hbf (an 22:53),3
21:22,RE 3134,Cottbus Hbf (an 23:14),2
21:35 (+3),ICE 278,Berlin Ostbahnhof (an 21:51),2
21:44,RE 3135,Hennigsdorf(b Berlin) (an 22:25),4
21:52,ICE 840,Hannover Hbf (an 00:06),3
21:52,RE 94745,Berlin Ostbahnhof (an 22:09),
22:24,RE 3741,Bad Belzig (an 23:19),4
22:27,ICE 945,Berlin Ostbahnhof (an 22:39),2
22:35,ICE 792,Berlin Ostbahnhof (an 22:49),2
22:39,RE 3738,Berlin Ostbahnhof (an 22:56),
22:52,RE 92748,Berlin Ostbahnhof (an 23:09),
22:52,RE 94747,Berlin Ostbahnhof (an 23:09),
23:21,RE 3743,Berlin-Wannsee (an 23:34),
23:29 (+25),ICE 276,Berlin Ostbahnhof (an 23:44),2
23:34 (+1),ICE 273,Zürich HB (an 10:00),3
23:34,ICE 645,Berlin Ostbahnhof (an 23:49),1
23:39,RE 3740,Berlin Ostbahnhof (an 23:56),2
23:46 (+13),RE 3138,Cottbus Hbf (an 01:40),2
23:47 (+8),ICE 1540,Köln Hbf (an 06:12),3
23:49,RE 62036,Baruth(Mark) (an 01:15),2
