Abfahrt,Zugnr.,nach (Ankunft),Abfahrtsbhf.
05:03,RE 3302,Stralsund Hbf (an 08:45),Berlin-Lichterfelde Ost
05:37,RE 3167,Stendal Hbf (an 07:13),Berlin-Lichterfelde Ost
06:05,RE 3342,Schwedt(Oder) (an 07:55),Berlin-Lichterfelde Ost
06:37,RB 3639,Berlin Gesundbrunnen (an 23:34),Berlin-Lichterfelde Ost
06:37,RE 3147,Berlin-Spandau (an 07:04),Berlin-Lichterfelde Ost
07:03,RE 3304,Stralsund Hbf (an 10:44),Berlin-Lichterfelde Ost
07:37,RE 3169,Stendal Hbf (an 09:30),Berlin-Lichterfelde Ost
07:51,RE 3343,Luckenwalde (an 08:27),Berlin-Lichterfelde Ost
08:05,RE 3344,Schwedt(Oder) (an 09:55),Berlin-Lichterfelde Ost
08:05,RE 4353,Schwedt(Oder) (an 09:55),Berlin-Lichterfelde Ost
08:37,RE 3149,Berlin-Spandau (an 09:04),Berlin-Lichterfelde Ost
08:54,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),Berlin-Lichterfelde Ost
09:03,RE 3306,Stralsund Hbf (an 12:44),Berlin-Lichterfelde Ost
09:37,RE 3171,Stendal Hbf (an 11:30),Berlin-Lichterfelde Ost
10:05,RE 3346,Schwedt(Oder) (an 11:55),Berlin-Lichterfelde Ost
10:37,RE 3151,Berlin-Spandau (an 11:04),Berlin-Lichterfelde Ost
10:54,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),Berlin-Lichterfelde Ost
11:03,RE 3308,Stralsund Hbf (an 14:44),Berlin-Lichterfelde Ost
12:06,RE 3348,Schwedt(Oder) (an 13:55),Berlin-Lichterfelde Ost
12:37,RE 3153,Berlin-Spandau (an 13:04),Berlin-Lichterfelde Ost
12:54,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),Berlin-Lichterfelde Ost
13:03,RE 3310,Stralsund Hbf (an 16:44),Berlin-Lichterfelde Ost
13:37,RE 3175,Stendal Hbf (an 15:30),Berlin-Lichterfelde Ost
14:05,RE 3350,Schwedt(Oder) (an 15:55),Berlin-Lichterfelde Ost
14:37,RE 3155,Berlin-Spandau (an 15:04),Berlin-Lichterfelde Ost
14:54,RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),Berlin-Lichterfelde Ost
15:03,RE 3312,Stralsund Hbf (an 18:44),Berlin-Lichterfelde Ost
15:37,RE 3177,Stendal Hbf (an 17:30),Berlin-Lichterfelde Ost
15:51,RE 3351,Lutherstadt Wittenberg Hbf (an 17:06),Berlin-Lichterfelde Ost
16:05,RE 3352,Schwedt(Oder) (an 17:55),Berlin-Lichterfelde Ost
16:19,RE 3174,Jüterbog (an 16:55),Berlin-Lichterfelde Ost
16:37,RE 3157,Rathenow (an 17:54),Berlin-Lichterfelde Ost
16:54,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),Berlin-Lichterfelde Ost
17:03,RE 3314,Stralsund Hbf (an 20:44),Berlin-Lichterfelde Ost
17:22,RE 3156,Falkenberg(Elster) (an 18:49),Berlin-Lichterfelde Ost
17:37,RE 3179,Stendal Hbf (an 19:30),Berlin-Lichterfelde Ost
17:51,RE 3353,Lutherstadt Wittenberg Hbf (an 19:06),Berlin-Lichterfelde Ost
18:05,RE 3354,Angermünde (an 19:23),Berlin-Lichterfelde Ost
18:20,RE 3176,Jüterbog (an 18:54),Berlin-Lichterfelde Ost
18:37,RE 3159,Berlin-Spandau (an 19:04),Berlin-Lichterfelde Ost
18:54,RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),Berlin-Lichterfelde Ost
19:03,RE 3316,Stralsund Hbf (an 22:49),Berlin-Lichterfelde Ost
19:22,RE 3158,Falkenberg(Elster) (an 20:44),Berlin-Lichterfelde Ost
19:37,RE 3181,Stendal Hbf (an 21:13),Berlin-Lichterfelde Ost
19:51,RE 3355,Luckenwalde (an 20:27),Berlin-Lichterfelde Ost
20:05,RE 3356,Schwedt(Oder) (an 21:55),Berlin-Lichterfelde Ost
20:20,RE 3178,Jüterbog (an 20:54),Berlin-Lichterfelde Ost
20:37,RE 3161,Rathenow (an 21:52),Berlin-Lichterfelde Ost
20:53,RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),Berlin-Lichterfelde Ost
21:03,RE 3318,Pasewalk (an 23:19),Berlin-Lichterfelde Ost
21:22,RE 3160,Ludwigsfelde (an 21:30),Berlin-Lichterfelde Ost
21:38,RE 3183,Stendal Hbf (an 23:13),Berlin-Lichterfelde Ost
21:48,RE 3357,Luckenwalde (an 22:21),Berlin-Lichterfelde Ost
22:05,RE 3358,Schwedt(Oder) (an 23:56),Berlin-Lichterfelde Ost
22:48,RE 26119,Berlin-Spandau (an 23:18),Berlin-Lichterfelde Ost
22:48,RE 3185,Schorndorf (an 21:39),Berlin-Lichterfelde Ost
