Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:00 (+24),00:24,ICE 809,Hamburg-Altona (ab 21:36),4
00:07,00:07,ICE 2877,Berlin Hbf (ab 00:05),
00:10,00:10,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:52),
00:11 (+60),01:11,ICE 594,München Hbf (ab 14:45),6
00:13,00:13,RB 21964,Berlin Ostkreuz (ab 00:12),8
00:15 (+2),00:17,ICE 1500,München Hbf (ab 20:21),7
00:25 Ausfall,--:--,ICE 947,Düsseldorf Hbf (ab 19:50),5
00:29,00:29,RB 21966,Flughafen BER (ab 00:16),8
00:43,00:43,RB 21968,Flughafen BER (ab 00:31),8
00:46 (+6),00:52,ICE 276,Brig (ab 13:45),6
00:47,00:47,RE 3,Uelzen (ab 06:26),
00:47,00:47,RE 3363,Berlin Hbf (ab 00:40),
00:59,00:59,RB 21967,Berlin Hbf (ab 00:52),3
01:34,01:34,RB 21800,Flughafen BER (ab 01:22),8
01:34,01:34,RJ 479,Hamburg-Altona (ab 22:35),6
01:59,01:59,RB 21969,Berlin Hbf (ab 01:52),3
02:34,02:34,RB 21802,Flughafen BER (ab 02:22),7
03:14,03:14,RB 21803,Berlin Hbf (ab 03:07),3
03:44,03:44,RB 21805,Berlin Hbf (ab 03:37),3
04:29,04:29,RB 21809,Berlin Hbf (ab 04:22),3
04:52,04:52,RE 8,Würzburg Hbf (ab 14:37),
04:55,04:55,RJ 478,Praha hl.n. (ab 00:05),7
04:59,04:59,RB 21813,Eberswalde Hbf (ab 04:03),3
05:04,05:04,RE 62003,Baruth(Mark) (ab 04:19),8
05:08,05:08,RE 3302,Jüterbog (ab 04:22),6
05:15,05:15,RE 3144,Rathenow (ab 04:09),4
05:29,05:29,RB 21817,Neustrelitz Hbf (ab 03:49),3
05:29,05:29,RE 3504,Flughafen BER (ab 05:16),8
05:32 (+2),05:34,ICE 279,Berlin Gesundbrunnen (ab 05:17),5
05:39,05:39,RE 3341,Schwedt(Oder) (ab 04:04),
05:40,05:40,ICE 1501,Berlin Gesundbrunnen (ab 05:26),5
05:42,05:42,RE 3167,Jüterbog (ab 05:02),
05:43,05:43,RE 18501,Cottbus Hbf (ab 04:24),
05:47 (+65),06:52,ICE 1541,Köln Hbf (ab 22:43),
05:47 (+125),07:52,ICE 2817,Braunschweig Hbf (ab 03:15),
05:49,05:49,RE 62000,Wittenberge (ab 04:05),3
05:56 (+1),05:57,ICE 701,Berlin Hbf (ab 05:52),5
06:05,06:05,RE 62005,Elsterwerda (ab 04:29),8
06:09,06:09,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),
06:13,06:13,RE 4,Aachen Hbf (ab 03:48),
06:14,06:14,RB 18500,Berlin Hbf (ab 06:07),3
06:24,06:24,ICE 2840,München Hbf (ab 23:03),
06:24,06:24,ICE 904,München Hbf (ab 23:12),6
06:29,06:29,RB 21822,Flughafen BER (ab 06:16),8
06:29,06:29,RE 4352,Flughafen BER (ab 06:16),8
06:33,06:33,ICE 503,Berlin Gesundbrunnen (ab 06:16),5
06:40,06:40,ICE 1003,Berlin Gesundbrunnen (ab 06:26),5
06:41,06:41,RE 3147,Falkenberg(Elster) (ab 05:14),6
06:43,06:43,RB 18503,Cottbus Hbf (ab 05:23),8
06:47,06:47,RE 3301,Pasewalk (ab 04:44),4
06:51,06:51,RE 62002,Wittenberge (ab 05:05),3
06:58,06:58,RE 21826,Flughafen BER (ab 06:46),8
07:04,07:04,RE 62007,Elsterwerda (ab 05:29),8
07:08,07:08,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),6
07:13,07:13,IC 60409,Zürich HB (ab 19:59),7
07:13,07:13,NJ 409,Zürich HB (ab 19:59),7
07:14,07:14,RB 18502,Berlin Hbf (ab 07:07),3
07:15,07:15,RE 3146,Stendal Hbf (ab 05:48),4
07:22 (+3),07:25,ICE 606,Erfurt Hbf (ab 05:25),6
07:29,07:29,RE 3506,Flughafen BER (ab 07:16),8
07:32,07:32,ICE 371,Berlin Hbf (ab 07:27),5
07:33 (+10),07:43,EN 40476,Budapest-Nyugati (ab 19:30),7
07:33 (+10),07:43,NJ 456,Graz Hbf (ab 19:21),7
07:35,07:35,RJ 387,Hamburg-Altona (ab 05:18),3
07:39,07:39,RE 3343,Schwedt(Oder) (ab 06:04),4
07:40 (+2),07:42,ICE 1503,Berlin Gesundbrunnen (ab 07:26),5
