Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
04:31,04:31,RB 18201,Berlin Ostkreuz (an 04:44),
04:55,04:55,RB 18300,Eberswalde Hbf (an 05:27),3
05:02,05:02,RB 61101,Templin Stadt (an 06:18),3
05:49,05:49,RB 61102,Berlin Ostkreuz (an 06:01),4
06:02,06:02,RB 61103,Templin Stadt (an 07:18),3
06:49,06:49,RB 61104,Berlin Ostkreuz (an 07:01),4
06:55,06:55,RB 18304,Eberswalde Hbf (an 07:27),3
07:02,07:02,RB 61105,Templin Stadt (an 08:18),3
07:07,07:07,RB 18307,Blankenfelde(Teltow-Fläming) (an 07:51),4
07:31,07:31,RB 18207,Ludwigsfelde (an 08:24),4
07:32,07:32,RB 18204,Oranienburg (an 07:52),3
07:49,07:49,RB 61106,Berlin Ostkreuz (an 08:01),4
07:55,07:55,RB 18306,Eberswalde Hbf (an 08:27),3
08:02,08:02,RB 61107,Templin Stadt (an 09:18),3
08:07,08:07,RB 18309,Blankenfelde(Teltow-Fläming) (an 08:51),4
08:32,08:32,RB 18206,Oranienburg (an 08:52),3
08:49,08:49,RB 61108,Berlin Ostkreuz (an 09:01),4
08:55,08:55,RB 18308,Eberswalde Hbf (an 09:27),3
09:02,09:02,RB 61109,Templin Stadt (an 10:18),3
09:07,09:07,RB 18311,Blankenfelde(Teltow-Fläming) (an 09:51),4
09:49,09:49,RB 61110,Berlin Ostkreuz (an 10:01),4
10:02,10:02,RB 61111,Templin Stadt (an 11:18),3
10:07,10:07,RB 18313,Blankenfelde(Teltow-Fläming) (an 10:51),4
10:31,10:31,RB 18213,Ludwigsfelde (an 11:24),4
10:32,10:32,RB 18210,Oranienburg (an 10:52),3
10:49,10:49,RB 61112,Berlin Ostkreuz (an 11:01),4
10:55,10:55,RB 18312,Eberswalde Hbf (an 11:27),3
11:02,11:02,RB 61113,Templin Stadt (an 12:18),3
11:07,11:07,RB 18315,Blankenfelde(Teltow-Fläming) (an 11:51),4
11:31,11:31,RB 18215,Ludwigsfelde (an 12:24),4
11:32,11:32,RB 18212,Oranienburg (an 11:52),3
11:49,11:49,RB 61114,Berlin Ostkreuz (an 12:01),4
11:55,11:55,RB 18314,Eberswalde Hbf (an 12:27),3
12:02,12:02,RB 61115,Templin Stadt (an 13:18),3
12:07,12:07,RB 18317,Blankenfelde(Teltow-Fläming) (an 12:51),4
12:31,12:31,RB 18217,Ludwigsfelde (an 13:24),4
12:32,12:32,RB 18214,Oranienburg (an 12:52),3
12:49,12:49,RB 61116,Berlin Ostkreuz (an 13:01),4
12:55,12:55,RB 18316,Eberswalde Hbf (an 13:27),3
13:07,13:07,RB 18319,Blankenfelde(Teltow-Fläming) (an 13:51),4
13:31,13:31,RB 18219,Ludwigsfelde (an 14:24),4
13:49,13:49,RB 61118,Berlin Ostkreuz (an 14:01),4
13:55,13:55,RB 18318,Eberswalde Hbf (an 14:27),3
14:07,14:07,RB 18321,Flughafen BER (an 14:40),
14:31,14:31,RB 18221,Flughafen BER (an 15:05),
14:32,14:32,RB 18218,Oranienburg (an 14:52),3
14:55,14:55,RB 18320,Eberswalde Hbf (an 15:27),3
15:07,15:07,RB 18323,Blankenfelde(Teltow-Fläming) (an 15:51),4
15:31,15:31,RB 18223,Ludwigsfelde (an 16:24),4
15:32,15:32,RB 18220,Oranienburg (an 15:52),3
15:49,15:49,RB 61122,Berlin Ostkreuz (an 16:01),4
15:55,15:55,RB 18322,Eberswalde Hbf (an 16:27),3
16:07,16:07,RB 18325,Blankenfelde(Teltow-Fläming) (an 16:51),4
16:31,16:31,RB 18225,Ludwigsfelde (an 17:24),4
16:32,16:32,RB 18222,Oranienburg (an 16:52),3
16:49,16:49,RB 61124,Berlin Ostkreuz (an 17:01),4
16:55,16:55,RB 18324,Eberswalde Hbf (an 17:27),3
17:07,17:07,RB 18327,Blankenfelde(Teltow-Fläming) (an 17:51),4
17:32,17:32,RB 18224,Oranienburg (an 17:52),3
17:55,17:55,RB 18326,Eberswalde Hbf (an 18:27),3
18:55,18:55,RB 18328,Eberswalde Hbf (an 19:27),3
19:07,19:07,RB 18331,Blankenfelde(Teltow-Fläming) (an 19:51),4
19:31,19:31,RB 18231,Ludwigsfelde (an 20:24),4
19:32,19:32,RB 18228,Oranienburg (an 19:52),3
19:49,19:49,RB 61130,Berlin Ostkreuz (an 20:01),4
19:55,19:55,RB 18330,Eberswalde Hbf (an 20:27),3
20:07,20:07,RB 18333,Blankenfelde(Teltow-Fläming) (an 20:51),4
20:31,20:31,RB 18233,Ludwigsfelde (an 21:24),4
20:31,20:31,RB 32,Flughafen BER (an 21:05),
20:32,20:32,RB 18230,Oranienburg (an 20:52),3
20:55,20:55,RB 18332,Eberswalde Hbf (an 21:27),3
21:02,21:02,RB 61133,Templin Stadt (an 22:18),3
21:07,21:07,RB 18335,Blankenfelde(Teltow-Fläming) (an 21:51),4
21:31,21:31,RB 18235,Ludwigsfelde (an 22:24),
21:32,21:32,RB 18232,Oranienburg (an 21:52),3
21:55,21:55,RB 18334,Eberswalde Hbf (an 22:27),
22:02,22:02,RB 61135,Löwenberg(Mark) (an 22:38),
22:07,22:07,RB 18337,Flughafen BER (an 22:40),
22:55,22:55,RB 18336,Eberswalde Hbf (an 23:29),
23:02,23:02,RB 61137,Löwenberg(Mark) (an 23:39),
