Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:20,00:20,RE 3745,Senftenberg (ab 22:26),
00:22 (+4),00:26,RE 3319,Stralsund Hbf (ab 21:10),6
00:26 (+4),00:30,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:39),10
01:00 (+7),01:07,RE 3742,Brück(Mark) (ab 00:09),
01:11,01:11,RB 56816,Schwerin Hbf (ab 22:14),
01:11 (+30),01:41,RE 56816,Oranienburg (ab 00:46),6
01:30 (+6),01:36,ICE 1500,München Hbf (ab 20:21),8
04:22 (+30),04:52,RE 3340,Berlin Hbf (ab 04:18),9
04:37,04:37,RE 3369,Eberswalde Hbf (ab 04:03),6
04:51 (+1),04:52,RE 4350,Berlin Hbf (ab 04:46),9
05:03,05:03,RE 4351,Neustrelitz Hbf (ab 03:49),6
05:06,05:06,RE 3707,Lübbenau(Spreewald) (ab 03:53),
05:14,05:14,RB 56801,Berlin Südkreuz (ab 05:00),
05:14,05:14,RE 56801,Berlin Südkreuz (ab 05:00),9
05:22 (+2),05:24,RE 3341,Schwedt(Oder) (ab 04:04),6
05:27,05:27,RE 3302,Jüterbog (ab 04:22),9
05:34,05:34,RE 3601,Neuruppin West (ab 04:24),6
05:40 (+4),05:44,RB 18240,Werder(Havel) (ab 04:37),5
05:46,05:46,RE 3377,Angermünde (ab 04:55),9
05:51,05:51,RE 3504,Berlin Südkreuz (ab 05:34),10
06:03 (+1),06:04,RE 3503,Neubrandenburg (ab 04:27),6
06:22,06:22,RE 3,Hannover Hbf (ab 14:13),
06:22,06:22,RE 3301,Pasewalk (ab 04:44),6
06:28,06:28,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),10
06:34,06:34,RE 3603,Wittstock(Dosse) (ab 04:50),
06:34,06:34,RE 3605,Wittstock(Dosse) (ab 04:50),7
06:35,06:35,NEB 61080,Klosterfelde (ab 06:02),
06:35,06:35,RB 61080,Klosterfelde (ab 06:02),9
06:37 (+12),06:49,ICE 904,München Hbf (ab 23:12),10
06:40,06:40,RB 18242,Werder(Havel) (ab 05:37),5
06:51,06:51,RE 4352,Berlin Südkreuz (ab 06:34),10
06:57,06:57,RE 3331,Angermünde (ab 06:01),8
07:03,07:03,RE 4353,Rostock Hbf (ab 04:34),6
07:03,07:03,RE 5,München Ost (ab 00:02),
07:21,07:21,RE 3343,Schwedt(Oder) (ab 06:04),6
07:28,07:28,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),9
07:34,07:34,RE 3607,Perleberg (ab 05:03),6
07:34,07:34,RE 6,Lunden (ab 23:47),
