Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:06,00:06,RE 73794,Berlin Ostbahnhof (an 23:43),4
04:49,04:49,RE 73756,Brandenburg Hbf (an 05:33),4
05:06,05:06,RE 3604,Wittenberge (an 07:53),4
05:06,05:06,RE 6,Wittenberge (an 07:53),
05:13,05:13,RE 73716,Magdeburg Hbf (an 06:50),4
05:33,05:33,RE 73758,Brandenburg Hbf (an 06:19),4
06:02,06:02,RE 3606,Wittenberge (an 08:54),2
06:12,06:12,RE 73718,Magdeburg Hbf (an 07:50),4
06:22,06:22,RB 18245,Potsdam Hbf (an 07:23),
06:34,06:34,RE 73760,Brandenburg Hbf (an 07:19),1
06:50,06:50,RE 73804,Brandenburg Hbf (an 07:33),1
07:03,07:03,RE 3608,Wittenberge (an 09:54),2
07:10,07:10,RE 73720,Magdeburg Hbf (an 08:50),4
07:22,07:22,RB 18247,Potsdam Hbf (an 08:23),
07:34,07:34,RE 73762,Brandenburg Hbf (an 08:23),1
07:39,07:39,IC 2432,Hannover Hbf (an 10:25),4
07:50,07:50,RE 73806,Brandenburg Hbf (an 08:33),1
08:02,08:02,RE 3610,Wittenberge (an 10:54),2
08:12,08:12,RE 73722,Magdeburg Hbf (an 09:50),4
08:22,08:22,RB 18249,Potsdam Hbf (an 09:23),
08:34,08:34,RE 73764,Brandenburg Hbf (an 09:19),1
08:50,08:50,RE 73808,Brandenburg Hbf (an 09:33),1
09:03,09:03,RE 3612,Wittenberge (an 11:54),
09:12,09:12,RE 73724,Magdeburg Hbf (an 10:50),4
09:22,09:22,RB 18251,Potsdam Hbf (an 10:23),
09:34,09:34,RE 73766,Brandenburg Hbf (an 10:19),1
09:50,09:50,RB 73810,Brandenburg Hbf (an 10:33),1
09:50,09:50,RE 73810,Potsdam Hbf (an 10:05),
10:02,10:02,RE 3614,Wittenberge (an 12:54),2
10:09,10:09,RB 18610,Nauen (an 10:49),3
10:12,10:12,RE 73726,Magdeburg Hbf (an 11:50),4
10:22,10:22,RB 18253,Potsdam Hbf (an 11:23),3
10:34,10:34,RE 73768,Brandenburg Hbf (an 11:19),3
11:03,11:03,RE 3616,Wittenberge (an 13:54),
11:10,11:10,RB 18612,Falkensee (an 11:32),
11:12,11:12,RE 73728,Magdeburg Hbf (an 12:50),4
11:16,11:16,RE 3719,Dessau Hbf (an 12:53),2
11:17 (+6),11:23,ICE 1546,Aachen Hbf (an 17:09),3
11:22,11:22,RB 18255,Potsdam Hbf (an 12:23),1
11:34,11:34,RE 73770,Brandenburg Hbf (an 12:19),4
12:02,12:02,RE 3618,Wittenberge (an 14:54),2
12:12,12:12,RE 73730,Magdeburg Hbf (an 13:50),
12:22,12:22,RB 18257,Potsdam Hbf (an 13:23),
12:34,12:34,RE 73772,Brandenburg Hbf (an 13:19),
13:03,13:03,RE 3620,Wittenberge (an 15:54),2
13:12,13:12,RE 73732,Magdeburg Hbf (an 14:50),
13:18 (+1),13:19,ICE 1050,Aachen Hbf (an 19:10),3
13:22,13:22,RB 18259,Potsdam Hbf (an 14:23),
13:34,13:34,RE 73774,Brandenburg Hbf (an 14:19),
14:02,14:02,RE 3622,Wittenberge (an 16:54),2
14:10,14:10,RB 18618,Nauen (an 14:49),3
14:12,14:12,RE 73734,Magdeburg Hbf (an 15:50),4
14:22,14:22,RB 18261,Potsdam Hbf (an 15:23),3
14:34,14:34,RE 73776,Brandenburg Hbf (an 15:19),
14:48,14:48,RE 73812,Brandenburg Hbf (an 15:33),1
15:03,15:03,RE 3624,Wittenberge (an 17:54),2
15:08,15:08,RB 18620,Nauen (an 15:49),1
15:11,15:11,RE 73736,Magdeburg Hbf (an 16:50),4
15:17 (+11),15:28,ICE 1544,Aachen Hbf (an 20:52),3
15:22,15:22,RB 18263,Potsdam Hbf (an 16:23),4
15:34,15:34,RE 73778,Brandenburg Hbf (an 16:23),
15:41,15:41,IC 2034,Hannover Hbf (an 18:23),3
15:51,15:51,RE 73814,Brandenburg Hbf (an 16:33),
16:02 (+9),16:11,RE 3626,Wittenberge (an 18:54),
16:10,16:10,RB 18622,Nauen (an 16:49),3
16:10,16:10,RE 73738,Magdeburg Hbf (an 17:50),
16:22,16:22,RB 18265,Potsdam Hbf (an 17:23),3
16:34,16:34,RE 73780,Brandenburg Hbf (an 17:19),
16:48,16:48,RE 73816,Brandenburg Hbf (an 17:33),
17:03 (+5),17:08,RE 3628,Wittenberge (an 19:54),
17:10,17:10,RE 73740,Magdeburg Hbf (an 18:50),
17:17 (+3),17:20,ICE 1542,Köln Hbf (an 22:17),3
17:22,17:22,RB 18267,Potsdam Hbf (an 18:23),
17:34,17:34,RE 73782,Brandenburg Hbf (an 18:19),4
17:50,17:50,RE 73818,Brandenburg Hbf (an 18:34),2
18:02,18:02,RB 3630,Wittenberge (an 20:54),2
18:02,18:02,RE 3630,Wittenberge (an 20:54),
18:12,18:12,RE 1,Verden(Aller) (an 23:41),
18:12,18:12,RE 73742,Magdeburg Hbf (an 19:50),4
18:22,18:22,RB 18269,Potsdam Hbf (an 19:23),
18:34,18:34,RE 73784,Brandenburg Hbf (an 19:19),
18:51,18:51,RE 73820,Brandenburg Hbf (an 19:33),
19:03,19:03,RB 3632,Wittenberge (an 21:54),2
19:03,19:03,RE 3632,Wittenberge (an 21:54),
19:12,19:12,RE 73744,Magdeburg Hbf (an 20:50),
19:22,19:22,RB 18271,Potsdam Hbf (an 20:23),
19:28 (+15),19:43,ICE 999,Kassel-Wilhelmshöhe (an 22:13),
19:34,19:34,RE 26768,Brandenburg Hbf (an 20:19),
19:34,19:34,RE 73786,Brandenburg Hbf (an 20:19),
20:02,20:02,RB 3634,Wittenberge (an 22:54),2
20:02,20:02,RE 3634,Wittenberge (an 22:54),
20:12,20:12,RE 73746,Magdeburg Hbf (an 21:50),
20:22,20:22,RB 18273,Potsdam Hbf (an 21:23),
20:34,20:34,RE 73788,Brandenburg Hbf (an 21:21),
21:12,21:12,RE 73748,Magdeburg Hbf (an 22:50),4
21:22,21:22,RB 18275,Potsdam Hbf (an 22:23),
22:06,22:06,RE 73790,Magdeburg Hbf (an 23:55),4
23:06,23:06,RE 73792,Magdeburg Hbf (an 00:48),4
