Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
06:58,RB 61104,Templin Stadt (ab 05:32),Berlin-Lichtenberg
09:58 Ausfall,RB 61110,Templin Stadt (ab 08:32),Berlin-Lichtenberg
10:58 (+1),RB 61112,Templin Stadt (ab 09:32),Berlin-Lichtenberg
11:24 (+1),RB 5162,Küstrin-Kietz (ab 10:11),Berlin-Lichtenberg
11:33 (+5),RB 61154,Werneuchen (ab 11:02),Berlin-Lichtenberg
11:58 (+2),RB 61114,Templin Stadt (ab 10:32),Berlin-Lichtenberg
12:24 (+1),RB 5164,Küstrin-Kietz (ab 11:18),Berlin-Lichtenberg
12:32,RB 61156,Werneuchen (ab 12:02),Berlin-Lichtenberg
12:58,RB 61116,Templin Stadt (ab 11:32),Berlin-Lichtenberg
13:24,RB 5166,Küstrin-Kietz (ab 12:11),Berlin-Lichtenberg
13:32,RB 61158,Werneuchen (ab 13:02),Berlin-Lichtenberg
13:58,RB 61118,Templin Stadt (ab 12:32),Berlin-Lichtenberg
14:24 (+2),RB 5168,Küstrin-Kietz (ab 13:18),Berlin-Lichtenberg
14:32,RB 61160,Werneuchen (ab 14:02),Berlin-Lichtenberg
14:58 (+9),RB 61120,Templin Stadt (ab 13:32),Berlin-Lichtenberg
15:24 (+9),RB 5170,Küstrin-Kietz (ab 14:11),Berlin-Lichtenberg
15:32,RB 61162,Werneuchen (ab 15:02),Berlin-Lichtenberg
15:58 (+5),RB 61122,Templin Stadt (ab 14:32),Berlin-Lichtenberg
16:24 (+3),RB 5172,Küstrin-Kietz (ab 15:18),Berlin-Lichtenberg
16:32 (+1),RB 61164,Werneuchen (ab 16:02),Berlin-Lichtenberg
16:58,RB 61124,Templin Stadt (ab 15:32),Berlin-Lichtenberg
17:32,RB 61166,Werneuchen (ab 17:02),Berlin-Lichtenberg
17:58,RB 61126,Templin Stadt (ab 16:32),Berlin-Lichtenberg
18:58,RB 61128,Templin Stadt (ab 17:32),Berlin-Lichtenberg
19:58,RB 61130,Templin Stadt (ab 18:32),Berlin-Lichtenberg
20:58,RB 61132,Templin Stadt (ab 19:32),Berlin-Lichtenberg
21:39,RB 18232,Schönefeld(bei Berlin) (ab 21:18),Berlin-Lichtenberg
21:58,RB 61134,Templin Stadt (ab 20:32),Berlin-Lichtenberg
