Abfahrt,Zugnr.,nach (Ankunft),Gleis
09:35 (+1),ICE 597,München Hbf (an 17:16),5
09:37,RJ 173,Praha hl.n. (an 13:25),3
09:38,RB 62058,Berlin-Spandau (an 09:59),
09:42 (+1),ICE 1505,München Hbf (an 13:43),5
09:44,RE 3171,Stendal Hbf (an 11:30),6
09:45,RB 18509,Berlin Hbf (an 09:53),8
09:45,RE 18509,Berlin Hbf (an 09:53),
09:46,RE 3345,Luckenwalde (an 10:27),4
09:49 (+2),ICE 1044,Bremen Hbf (an 12:45),7
09:51,RE 62008,Baruth(Mark) (an 10:36),3
09:55 (+3),FLX 1234,Hamburg Hbf (an 12:34),6
10:00,ICE 804,Berlin Hbf (an 10:05),6
10:00 (+1),ICE 91,Nürnberg Hbf (an 13:30),5
10:00,RB 21850,Berlin Hbf (an 10:08),
10:04 (+1),FLX 1337,Basel Bad Bf (an 17:11),4
10:07,RE 62013,Elstal (an 10:49),8
10:10 (+3),RB 18508,Lübbenau(Spreewald) (an 11:15),3
10:12 (+1),RE 3346,Schwedt(Oder) (an 11:55),6
10:15 (+5),RE 3168,Jüterbog (an 10:54),5
10:16,RB 21852,Berlin Hbf (an 10:24),8
10:24 (+1),ICE 2810,Berlin Gesundbrunnen (an 10:43),7
10:31,RB 21854,Berlin Hbf (an 10:39),
10:34 (+1),RE 4356,Rostock Hbf (an 13:21),5
10:35 (+4),ICE 507,München Hbf (an 15:08),4
10:36 (+1),IC 2175,Dresden Hbf (an 12:28),3
10:38,RB 62060,Berlin-Spandau (an 10:59),
10:42 (+2),ICE 1007,München Hbf (an 14:45),5
10:43,RE 3151,Rathenow (an 11:54),6
10:45,RB 18511,Berlin Hbf (an 10:53),8
10:45,RE 18511,Berlin Hbf (an 10:53),
10:48 (+43),ICE 934,Ostseebad Binz (an 14:29),6
10:49,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),4
10:54 (+1),RE 62010,Elsterwerda (an 12:31),3
11:00,RB 21858,Berlin Hbf (an 11:08),
11:06,RE 62015,Elstal (an 11:53),8
11:10,RB 18510,Lübbenau(Spreewald) (an 12:15),3
11:10 (+10),RE 3308,Stralsund Hbf (an 14:44),6
11:13 (+1),ICE 839,Frankfurt(Main)Hbf (an 14:56),5
11:15,RB 21860,Berlin Hbf (an 11:23),
11:17,ICE 1102,Berlin Gesundbrunnen (an 11:31),7
11:17,RE 3150,Falkenberg(Elster) (an 12:44),4
11:24 (+3),ICE 602,Hamburg-Altona (an 14:24),6
11:26 (+2),IC 2270,Rostock Hbf (an 13:37),7
11:31,RB 21862,Berlin Hbf (an 11:39),8
11:31,RB 21865,Flughafen BER (an 11:45),3
11:34 (+1),RE 3510,Stralsund Hbf (an 14:51),4
11:35 (+1),ICE 599,München Hbf (an 19:12),5
11:37,RJ 175,Sturovo (an 21:24),
11:39,RB 62062,Berlin-Spandau (an 11:59),
11:42 (+7),ICE 1507,München Hbf (an 15:43),5
11:45,RB 18513,Berlin Hbf (an 11:53),8
11:45,RE 18513,Berlin Hbf (an 11:53),8
11:45 (+2),RE 3173,Stendal Hbf (an 13:30),6
11:46,RB 21867,Flughafen BER (an 12:00),3
11:46,RE 3347,Luckenwalde (an 12:27),4
11:51,ICE 1162,Berlin Gesundbrunnen (an 12:06),7
11:51 (+1),RE 62012,Baruth(Mark) (an 12:36),3
11:58 (+1),ICE 707,München Hbf (an 16:42),4
12:00,ICE 802,Berlin Gesundbrunnen (an 12:16),6
12:02,RB 21866,Berlin Hbf (an 12:09),8
12:04 (+2),FLX 1239,Stuttgart Hbf (an 17:42),5
12:07,RE 62017,Elstal (an 12:49),8
12:12 (+1),RE 3348,Schwedt(Oder) (an 13:55),6
12:15,RB 21868,Berlin Hbf (an 12:23),
12:15,RE 3170,Jüterbog (an 12:54),5
12:17,ICE 1602,Berlin Gesundbrunnen (an 12:31),6
12:22,DRF 1324,Köln Hbf (an 17:43),7
12:22 (+1),FLX 1324,Köln Hbf (an 17:43),7
12:24,ICE 694,Berlin Gesundbrunnen (an 12:43),6
12:31,RB 21870,Berlin Hbf (an 12:39),
12:34,RE 4358,Rostock Hbf (an 15:21),4
12:35 (+14),ICE 509,München Hbf (an 17:09),5
12:36 (+1),IC 2177,Dresden Hbf (an 14:28),3
12:38,RB 62064,Berlin-Spandau (an 12:59),
12:42 (+13),ICE 1009,München Hbf (an 16:45),5
12:43 (+1),RE 3153,Rathenow (an 13:54),6
12:45,RB 18515,Berlin Hbf (an 12:53),
12:45,RE 18515,Berlin Hbf (an 12:53),8
12:48 (+3),ICE 932,Ostseebad Binz (an 16:41),6
12:49 (+8),RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),4
12:54,RE 62014,Elsterwerda (an 14:31),3
13:00,RB 21874,Berlin Hbf (an 13:08),
13:06,RE 62019,Elstal (an 13:55),8
13:10,RB 18514,Lübbenau(Spreewald) (an 14:15),
13:10 (+1),RE 3310,Stralsund Hbf (an 16:44),6
13:13 (+1),ICE 931,Frankfurt(Main)Hbf (an 16:56),5
13:15,RB 21876,Berlin Hbf (an 13:23),
13:17,ICE 1100,Berlin Gesundbrunnen (an 13:31),7
13:17,RE 3152,Falkenberg(Elster) (an 14:44),4
13:24,ICE 2838,Salzwedel (an 15:01),
13:24,ICE 2922,Salzwedel (an 15:01),
13:24 (+1),ICE 600,Hamburg-Altona (an 16:24),6
13:26 (+10),IC 2178,Rostock Hbf (an 15:35),7
13:31,RB 21878,Berlin Hbf (an 13:39),
13:34 (+4),ICE 2833,München Hbf (an 21:15),5
13:34 (+4),ICE 691,München Hbf (an 21:15),5
13:34 (+3),RE 3512,Stralsund Hbf (an 16:51),4
13:38,RB 62066,Berlin-Spandau (an 13:59),
13:40,RJ 383,Praha hl.n. (an 17:25),
13:42 (+4),ICE 1509,München Hbf (an 17:43),5
13:44 (+3),RE 3175,Stendal Hbf (an 15:30),6
13:45,RB 18517,Berlin Hbf (an 13:53),
13:45,RE 18517,Berlin Hbf (an 13:53),8
13:46,RE 3349,Luckenwalde (an 14:27),4
13:49,ICE 1042,Bremen Hbf (an 16:45),7
13:51 (+1),RE 62016,Baruth(Mark) (an 14:36),3
13:55,FLX 1238,Hamburg Hbf (an 16:34),7
14:00 (+1),ICE 1205,Innsbruck Hbf (an 21:18),5
14:00,ICE 800,Berlin Hbf (an 14:05),6
14:00,RB 21882,Berlin Hbf (an 14:08),
14:04 (+3),FLX 1341,Karlsruhe Hbf (an 19:27),4
14:07,RE 62021,Elstal (an 14:49),8
14:10,RB 18516,Lübbenau(Spreewald) (an 15:15),3
14:12 (+32),RE 3350,Schwedt(Oder) (an 15:55),6
14:15,RB 21884,Berlin Hbf (an 14:22),
14:15,RE 3172,Jüterbog (an 14:54),5
14:17 (+12),ICE 1600,Berlin Gesundbrunnen (an 14:31),7
14:23,RB 62067,Dahlewitz (an 14:34),5
14:24,ICE 692,Berlin Gesundbrunnen (an 14:43),6
14:31,RB 21886,Berlin Hbf (an 14:39),
14:34 (+2),RE 4360,Rostock Hbf (an 17:21),4
14:35 (+1),ICE 601,München Hbf (an 19:08),5
14:36 (+1),IC 2179,Dresden Hbf (an 16:28),3
14:38,RB 62068,Berlin-Spandau (an 14:59),
14:42 (+3),ICE 1101,München Hbf (an 18:43),5
14:43,RE 3155,Rathenow (an 15:54),6
14:45,RB 18519,Berlin Hbf (an 14:53),
14:45,RE 18519,Berlin Hbf (an 14:53),8
14:48 (+129),ICE 930,Stralsund Hbf (an 17:45),6
14:49 (+23),RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),4
14:51,RB 62018,Elsterwerda (an 16:31),3
15:00,RB 21890,Berlin Hbf (an 15:08),
15:06,RE 62023,Elstal (an 15:55),8
15:10 (+7),RB 18518,Lübbenau(Spreewald) (an 16:15),3
15:10 (+1),RE 3312,Stralsund Hbf (an 18:44),6
15:13 (+10),ICE 933,Frankfurt(Main)Hbf (an 18:56),5
15:15,RE 21892,Berlin Hbf (an 15:23),8
15:17 (+4),ICE 1008,Berlin Gesundbrunnen (an 15:31),7
15:17 (+3),RE 3154,Falkenberg(Elster) (an 16:45),4
15:24 (+1),ICE 508,Hamburg-Altona (an 18:24),6
15:26 (+1),IC 2176,Rostock Hbf (an 17:37),7
15:31,RE 21894,Berlin Hbf (an 15:39),8
15:34,RE 3514,Stralsund Hbf (an 18:51),4
15:35 (+1),ICE 693,München Hbf (an 23:15),5
15:37 (+1),RJ 177,Wien Hbf (an 23:49),3
15:38,RB 62070,Berlin-Spandau (an 15:59),
15:42 (+21),ICE 1601,München Hbf (an 19:43),5
15:44,RE 3177,Stendal Hbf (an 17:30),6
15:45,RB 18521,Berlin Hbf (an 15:53),8
15:45,RE 18521,Berlin Hbf (an 15:53),8
15:46,RE 3351,Luckenwalde (an 16:27),4
15:50 Ausfall,ICE 1139,Frankfurt(M) Flughafen Fernbf (an 20:18),7
15:51,RE 62020,Baruth(Mark) (an 16:36),3
15:58 (+1),ICE 801,München Hbf (an 20:42),4
16:00 (+52),ICE 1204,Berlin Gesundbrunnen (an 16:13),6
16:00,RB 21898,Berlin Hbf (an 16:08),
16:04 (+13),FLX 1243,Stuttgart Hbf (an 21:45),5
16:07,RE 62025,Elstal (an 16:49),8
16:10 (+1),RB 18520,Lübbenau(Spreewald) (an 17:15),3
16:12 (+1),RE 3352,Schwedt(Oder) (an 17:55),6
16:15,RB 21900,Berlin Hbf (an 16:23),
16:15 (+4),RE 3174,Jüterbog (an 16:55),5
16:17,ICE 1508,Berlin Gesundbrunnen (an 16:31),7
16:20 (+7),ICE 1163,Stuttgart Hbf (an 21:08),4
16:24 (+22),ICE 2824,Berlin Gesundbrunnen (an 16:43),6
16:24 (+21),ICE 690,Berlin Gesundbrunnen (an 16:43),6
16:31,RB 21902,Berlin Hbf (an 16:39),
16:34 (+1),RE 4362,Rostock Hbf (an 19:21),4
16:35 (+5),ICE 603,München Hbf (an 21:10),5
16:36,IC 2271,Dresden Hbf (an 18:28),3
16:38 (+2),RB 62072,Wustermark (an 17:18),8
16:42 (+3),ICE 1103,München Hbf (an 20:46),5
16:43 (+2),RE 3157,Rathenow (an 17:54),6
16:46 (+2),RB 18523,Berlin Hbf (an 16:54),8
16:46,RE 18523,Berlin Hbf (an 16:54),8
16:48 (+39),ICE 838,Stralsund Hbf (an 19:46),6
16:49,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),4
16:54,RE 62022,Elsterwerda (an 18:31),3
17:00,RB 21906,Berlin Hbf (an 17:08),
17:06,RE 62027,Elstal (an 17:47),8
17:10,RB 18522,Cottbus Hbf (an 18:48),3
17:10 (+1),RE 3314,Stralsund Hbf (an 20:44),6
17:13,ICE 935,Saarbrücken Hbf (an 23:29),5
17:15,RB 21908,Berlin Hbf (an 17:23),
17:17,ICE 1006,Berlin Gesundbrunnen (an 17:31),7
17:17,RE 3156,Falkenberg(Elster) (an 18:49),4
17:24 (+11),ICE 506,Hamburg Hbf (an 20:11),6
17:26 (+1),IC 2174,Rostock Hbf (an 19:37),7
17:31,RB 21910,Berlin Hbf (an 17:39),
17:33 (+1),ICE 695,Stuttgart Hbf (an 23:11),5
17:36 (+2),RE 3516,Stralsund Hbf (an 20:51),4
17:37,RJ 385,Praha hl.n. (an 21:25),3
17:38,RB 62074,Berlin-Spandau (an 17:59),
17:39,DRF 1325,Leipzig Hbf (an 18:49),7
17:39 (+16),FLX 1325,Leipzig Hbf (an 18:49),5
17:42 (+6),ICE 1603,München Hbf (an 21:43),5
17:45,RB 18525,Berlin Hbf (an 17:53),8
17:45,RE 18525,Berlin Hbf (an 17:53),8
17:45,RE 26117,Stendal Hbf (an 19:30),
17:45 (+3),RE 3179,Stendal Hbf (an 19:30),6
17:46 (+4),RE 3353,Luckenwalde (an 18:27),4
17:49,ICE 1040,Oldenburg(Oldb)Hbf (an 21:18),7
17:51,RE 62024,Baruth(Mark) (an 18:35),3
17:55,FLX 1242,Hamburg Hbf (an 20:34),8
17:58,ICE 803,München Hbf (an 22:42),4
18:00 (+5),ICE 706,Berlin Gesundbrunnen (an 18:13),6
18:00,RB 21914,Berlin Hbf (an 18:08),
18:01 (+1),RE 21917,Flughafen BER (an 18:14),3
18:04,ICE 1709,Jena-Göschwitz (an 20:50),5
18:07,RE 62029,Elstal (an 18:49),8
18:10,RB 18524,Lübbenau(Spreewald) (an 19:14),3
18:12,RE 3354,Schwedt(Oder) (an 19:55),6
18:15,RB 21916,Berlin Hbf (an 18:22),
18:15,RE 3176,Jüterbog (an 18:54),5
18:17,ICE 1506,Berlin Gesundbrunnen (an 18:31),7
18:24 (+19),ICE 2822,Berlin Gesundbrunnen (an 18:43),6
18:24 (+21),ICE 598,Berlin Gesundbrunnen (an 18:43),6
18:31,RE 21918,Berlin Hbf (an 18:39),8
18:31,RE 21921,Flughafen BER (an 18:45),3
18:34 (+1),RE 4364,Rostock Hbf (an 21:21),4
18:35 (+1),ICE 605,München Hbf (an 23:10),5
18:36 (+1),IC 2273,Dresden Hbf (an 20:28),3
18:38,RB 62076,Berlin-Spandau (an 18:59),
18:42 (+2),ICE 1105,München Hbf (an 22:45),5
18:43,RE 3159,Rathenow (an 19:49),6
18:45,RB 18527,Berlin Hbf (an 18:53),8
18:45,RE 18527,Berlin Hbf (an 18:53),8
18:46,RE 21923,Flughafen BER (an 19:00),3
18:49 (+4),RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),4
18:54,RE 62026,Elsterwerda (an 20:31),3
18:58 (+6),ICE 9591,Berlin Gesundbrunnen (an 19:13),6
19:00,RE 21922,Berlin Hbf (an 19:08),8
19:01,RE 21925,Flughafen BER (an 19:14),3
19:06,RE 62031,Elstal (an 19:53),8
19:10,RB 18526,Cottbus Hbf (an 20:48),3
19:10,RE 3316,Stralsund Hbf (an 22:49),6
19:13,ICE 937,Darmstadt Hbf (an 23:20),5
19:15,RE 21924,Berlin Hbf (an 19:23),8
19:17,ICE 1004,Berlin Gesundbrunnen (an 19:31),7
19:17,RE 3158,Falkenberg(Elster) (an 20:44),4
19:24,ICE 504,Hamburg-Altona (an 22:24),6
19:26 (+3),IC 2172,Rostock Hbf (an 21:37),7
19:31,RB 21926,Berlin Hbf (an 19:39),8
19:31,RE 21929,Flughafen BER (an 19:45),3
19:34,RE 3518,Stralsund Hbf (an 22:51),4
19:35,ICE 2819,Bad Hersfeld (an 08:40),5
19:35,ICE 697,Frankfurt(Main)Hbf (an 23:48),5
19:37,RJ 179,Praha hl.n. (an 23:31),3
19:38,RB 62078,Berlin-Spandau (an 19:59),
19:42 (+7),ICE 1605,München Hbf (an 23:43),5
19:44,RE 3181,Stendal Hbf (an 21:13),6
19:45,RB 18529,Berlin Hbf (an 19:53),8
19:45,RE 18529,Berlin Hbf (an 19:53),8
19:46,RE 21931,Flughafen BER (an 20:00),3
19:46,RE 3355,Luckenwalde (an 20:27),4
19:51,RE 62028,Baruth(Mark) (an 20:35),3
19:55 (+1),FLX 1344,Berlin Hbf (an 20:00),7
19:59,ICE 805,Nürnberg Hbf (an 23:07),4
20:00,ICE 90,Berlin Gesundbrunnen (an 20:16),6
20:00,RB 21930,Berlin Hbf (an 20:08),8
20:01,RE 21933,Flughafen BER (an 20:14),3
20:03 (+9),FLX 1247,Leipzig Hbf (an 21:12),5
20:07,RE 62033,Elstal (an 20:49),8
20:10,RB 18528,Cottbus Hbf (an 21:48),3
20:12,RE 3356,Schwedt(Oder) (an 21:55),6
20:15,RB 21932,Berlin Hbf (an 20:23),8
20:15,RE 3178,Jüterbog (an 20:54),5
20:17,ICE 1504,Berlin Gesundbrunnen (an 20:31),7
20:24,ICE 596,Berlin Gesundbrunnen (an 20:43),7
20:25,NJ 457,Graz Hbf (an 09:19),3
20:31,RB 21934,Berlin Hbf (an 20:39),8
20:31,RE 21937,Flughafen BER (an 20:45),3
20:34,RE 4366,Rostock Hbf (an 23:21),4
20:35 (+6),ICE 607,Nürnberg Hbf (an 23:53),5
20:36,IC 2275,Dresden Hbf (an 22:28),3
20:38,RB 62080,Berlin-Spandau (an 20:59),
20:42 (+4),ICE 1107,München Hbf (an 00:46),5
20:43,RE 3161,Rathenow (an 21:52),6
20:45,RB 18531,Berlin Hbf (an 20:53),8
20:45,RE 18531,Berlin Hbf (an 20:53),8
20:46,RB 21939,Flughafen BER (an 21:00),3
20:48,ICE 834,Berlin Gesundbrunnen (an 21:03),6
20:48,RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),4
20:54,RE 62030,Elsterwerda (an 22:31),3
20:59 (+1),IC 60408,Zürich HB (an 09:05),4
20:59 (+1),NJ 408,Zürich HB (an 09:05),4
21:00,RB 21938,Berlin Hbf (an 21:08),8
21:01,RB 18530,Cottbus Hbf (an 22:48),3
21:01,RE 20,Cottbus Hbf (an 20:48),
21:06,RE 62035,Elstal (an 21:53),8
21:10,RE 3318,Stralsund Hbf (an 00:45),6
21:15,RB 21940,Berlin Hbf (an 21:23),
21:17,ICE 1002,Berlin Gesundbrunnen (an 21:31),7
21:24,ICE 502,Hamburg-Altona (an 00:38),6
21:31,RB 21942,Berlin Hbf (an 21:39),
21:34,RE 3520,Neubrandenburg (an 23:29),4
21:35 (+1),ICE 699,München Hbf (an 07:27),5
21:37,DRF 1329,Dresden Hbf (an 23:08),3
21:37 (+30),FLX 1329,Dresden Hbf (an 23:06),3
21:38,RB 62082,Berlin-Spandau (an 21:59),
21:43,RE 3357,Jüterbog (an 22:30),4
21:44,RE 3183,Stendal Hbf (an 23:13),6
21:46,RB 21944,Berlin Hbf (an 21:54),
21:51,RE 62032,Baruth(Mark) (an 22:35),3
21:55 (+1),FLX 1246,Berlin Hbf (an 22:00),7
22:00,ICE 702,Berlin Gesundbrunnen (an 22:14),6
22:00,RB 21946,Berlin Hbf (an 22:08),
22:07,RE 62037,Elstal (an 22:49),8
22:12,RE 3358,Schwedt(Oder) (an 23:56),6
22:15,RB 21948,Berlin Hbf (an 22:23),
22:17,ICE 1502,Berlin Hbf (an 22:22),6
22:24 (+21),ICE 594,Berlin Gesundbrunnen (an 22:43),6
22:31,RB 21950,Berlin Hbf (an 22:39),
22:35 (+18),ICE 609,Erfurt Hbf (an 00:33),5
22:35,RE 4368,Rostock Hbf (an 01:21),6
22:35,RE 5,Stralsund Hbf (an 06:51),
22:38,RB 62084,Wustermark (an 23:18),6
22:45,RB 21952,Berlin Hbf (an 22:53),
22:47 (+4),ICE 832,Berlin Hbf (an 22:54),6
22:49,RE 3317,Lutherstadt Wittenberg Hbf (an 00:08),4
22:55,RE 3185,Stendal Hbf (an 00:18),6
23:00,RB 21954,Berlin Hbf (an 23:08),
23:06,RE 62039,Wustermark (an 23:54),8
23:15,RB 21956,Berlin Hbf (an 23:23),
23:24 (+4),ICE 500,Berlin Hbf (an 23:29),7
23:37 (+1),ICE 1000,Berlin Gesundbrunnen (an 23:54),8
23:37 (+2),ICE 905,München Hbf (an 07:15),3
23:44,RE 3359,Jüterbog (an 00:35),4
23:45,RB 21960,Berlin Hbf (an 23:53),
23:51,RE 62036,Baruth(Mark) (an 00:35),3
