Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
00:03 (+7),RE 3521,Burg Stargard(Meckl) (ab 22:38),Berlin Gesundbrunnen
00:40 (+13),ICE 1018,München Hbf (ab 19:47),Berlin Gesundbrunnen
04:31,RE 3302,Berlin Hbf (ab 04:21),Berlin Gesundbrunnen
04:37,RE 3369,Eberswalde Hbf (ab 04:03),Berlin Gesundbrunnen
05:03,RE 4351,Neustrelitz Hbf (ab 03:49),Berlin Gesundbrunnen
05:22,RE 3301,Angermünde (ab 04:27),Berlin Gesundbrunnen
05:36,RE 3340,Jüterbog (ab 04:32),Berlin Gesundbrunnen
05:40,RB 18600,Berlin-Lichtenberg (ab 05:29),Berlin Gesundbrunnen
05:41 (+4),RB 18240,Potsdam Hbf (ab 04:36),Berlin Gesundbrunnen
05:48,RE 3377,Angermünde (ab 04:55),Berlin Gesundbrunnen
06:03,RE 3503,Burg Stargard(Meckl) (ab 04:35),Berlin Gesundbrunnen
06:12,RB 18601,Nauen (ab 05:31),Berlin Gesundbrunnen
06:21,RE 3341,Schwedt(Oder) (ab 05:06),Berlin Gesundbrunnen
06:34,RB 61080,Klosterfelde (ab 06:02),Berlin Gesundbrunnen
06:37,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:07),Berlin Gesundbrunnen
06:44,RB 18242,Potsdam Hbf (ab 05:35),Berlin Gesundbrunnen
06:44,RB 18602,Ludwigsfelde (ab 05:39),Berlin Gesundbrunnen
06:56,RE 3331,Pasewalk (ab 05:17),Berlin Gesundbrunnen
07:03,RE 4353,Rostock Hbf (ab 04:34),Berlin Gesundbrunnen
07:12,RB 18603,Nauen (ab 06:27),Berlin Gesundbrunnen
07:22,RE 3303,Stralsund Hbf (ab 04:16),Berlin Gesundbrunnen
07:23,RE 3106,Nauen (ab 06:37),Berlin Gesundbrunnen
07:28 (+20),IC 2074,Berlin-Lichtenberg (ab 06:48),Berlin Gesundbrunnen Bhf
07:33 (+2),IC 2274,Dresden Hbf (ab 05:30),Berlin Gesundbrunnen
07:33 (+2),IC 2274,Dresden Hbf (ab 05:30),Berlin Gesundbrunnen Bhf
07:35 (+1),RE 3342,Jüterbog (ab 06:33),Berlin Gesundbrunnen
07:40 (+2),RB 18604,Ludwigsfelde (ab 06:39),Berlin Gesundbrunnen
07:41,RB 18244,Potsdam Hbf (ab 06:35),Berlin Gesundbrunnen
07:44,RB 61082,Wandlitzsee (ab 07:18),Berlin Gesundbrunnen
07:48,ICE 505,Hamburg-Altona (ab 05:36),Berlin Gesundbrunnen
07:49 (+17),IC 60409,Zürich HB (ab 19:59),Berlin Gesundbrunnen
07:49,NJ 409,Zürich HB (ab 19:59),Berlin Gesundbrunnen
07:49,RE 3335,Angermünde (ab 07:01),Berlin Gesundbrunnen
07:56 (+10),IC 494,Wien Hbf (ab 19:13),Berlin Gesundbrunnen Bhf
07:56 (+10),IC 494,Wien Hbf (ab 19:13),Berlin Gesundbrunnen
07:59,ICE 1606,Erfurt Hbf (ab 05:27),Berlin Gesundbrunnen
08:03 (+1),RE 3505,Burg Stargard(Meckl) (ab 06:38),Berlin Gesundbrunnen
08:12 (+1),RB 18605,Nauen (ab 07:22),Berlin Gesundbrunnen
08:17,IC 2173,Rostock Hbf (ab 06:21),Berlin Gesundbrunnen Bhf
08:17,IC 2173,Rostock Hbf (ab 06:21),Berlin Gesundbrunnen
08:17,IC 2173,Sigmundsherberg (ab 15:09),Berlin Gesundbrunnen Bhf
08:17,IC 2173,Sigmundsherberg (ab 15:09),Berlin Gesundbrunnen
08:21 (+1),RE 3343,Schwedt(Oder) (ab 07:06),Berlin Gesundbrunnen
08:37,EN 40476,Budapest-Nyugati (ab 19:30),Berlin Gesundbrunnen
08:37,NJ 456,Graz Hbf (ab 19:20),Berlin Gesundbrunnen
08:38 (+5),RE 3306,Halle(Saale)Hbf (ab 05:51),Berlin Gesundbrunnen
08:41 (+3),RB 18246,Potsdam Hbf (ab 07:36),Berlin Gesundbrunnen
08:45,RB 18606,Ludwigsfelde (ab 07:40),Berlin Gesundbrunnen
09:04,RE 4355,Rostock Hbf (ab 06:34),Berlin Gesundbrunnen
09:08 (+3),ICE 1636,Eisenach Hbf (ab 06:38),Berlin Gesundbrunnen
09:08 (+3),RE 51636,Berlin Südkreuz (ab 08:55),Berlin Gesundbrunnen
09:12,RB 18607,Nauen (ab 08:27),Berlin Gesundbrunnen
09:21,RE 3110,Nauen (ab 08:37),Berlin Gesundbrunnen
09:22 (+16),RE 3305,Stralsund Hbf (ab 06:16),Berlin Gesundbrunnen
09:33 Ausfall,IC 2272,Chemnitz Hbf (ab 06:16),Berlin Gesundbrunnen
09:35 (+3),RE 3344,Jüterbog (ab 08:33),Berlin Gesundbrunnen
09:39 (+2),RB 18248,Potsdam Hbf (ab 08:36),Berlin Gesundbrunnen
09:40,RB 18608,Ludwigsfelde (ab 08:32),Berlin Gesundbrunnen
09:54,ICE 1714,Jena-Göschwitz (ab 06:41),Berlin Gesundbrunnen
10:04 (+1),RE 3507,Burg Stargard(Meckl) (ab 08:38),Berlin Gesundbrunnen
10:12,RB 14,Rehna (ab 06:04),Berlin Gesundbrunnen
10:12 (+1),RB 18609,Nauen (ab 09:22),Berlin Gesundbrunnen
10:17,IC 2175,Rostock Hbf (ab 08:21),Berlin Gesundbrunnen
10:21,RE 3345,Schwedt(Oder) (ab 09:06),Berlin Gesundbrunnen
10:37 (+4),RE 3308,Lutherstadt Wittenberg Hbf (ab 09:00),Berlin Gesundbrunnen
10:41,RB 18250,Potsdam Hbf (ab 09:35),Berlin Gesundbrunnen
10:43,RB 18610,Ludwigsfelde (ab 09:39),Berlin Gesundbrunnen
10:46 (+22),ICE 839,Stralsund Hbf (ab 08:04),Berlin Gesundbrunnen
10:46 (+22),RE 50839,Prenzlau (ab 09:42),Berlin Gesundbrunnen
11:04 (+1),RE 4357,Rostock Hbf (ab 08:47),Berlin Gesundbrunnen
