Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:07,00:07,RE 73794,Brandenburg Hbf (an 00:56),4
02:00,02:00,RE 73752,Brandenburg Hbf (an 02:51),
03:17,03:17,RE 73754,Burg(Magdeburg) (an 04:43),3
04:49,04:49,RE 73756,Brandenburg Hbf (an 05:33),
05:13,05:13,RE 73716,Burg(Magdeburg) (an 06:32),4
05:33,05:33,RE 73758,Brandenburg Hbf (an 06:19),4
06:12,06:12,RE 73718,Burg(Magdeburg) (an 07:32),
06:34,06:34,RE 73760,Brandenburg Hbf (an 07:19),
06:52,06:52,IC 2432,Norddeich Mole (an 14:20),4
07:03,07:03,RE 3608,Wittenberge (an 09:54),
07:10,07:10,RE 73720,Burg(Magdeburg) (an 08:32),4
07:22,07:22,RB 18247,Potsdam Hbf (an 08:23),
07:26,07:26,ICE 795,Karlsruhe Hbf (an 13:07),4
07:34,07:34,RE 73762,Brandenburg Hbf (an 08:23),1
08:02 (+2),08:04,RE 3610,Wittenberge (an 10:54),2
08:12,08:12,RE 73722,Burg(Magdeburg) (an 09:32),
08:34,08:34,RE 73764,Brandenburg Hbf (an 09:19),
09:03 (+4),09:07,RE 3612,Wittenberge (an 11:54),2
09:12,09:12,RE 73724,Burg(Magdeburg) (an 10:32),
09:34,09:34,RE 73766,Brandenburg Hbf (an 10:19),
10:02 Ausfall,--:--,RE 3614,Wittenberge (an 12:54),2
10:12,10:12,RE 73726,Burg(Magdeburg) (an 11:32),
10:22,10:22,RB 18253,Potsdam Hbf (an 11:23),
10:34,10:34,RE 73768,Brandenburg Hbf (an 11:19),
11:03 (+2),11:05,RE 3616,Wittenberge (an 13:54),3
11:10,11:10,RB 18612,Nauen (an 11:49),1
11:12 (+1),11:13,RE 73728,Burg(Magdeburg) (an 12:32),4
11:14 (+10),11:24,ICE 1546,Essen Hbf (an 15:13),
11:22,11:22,RB 18255,Potsdam Hbf (an 12:23),1
11:28,11:28,ICE 799,Karlsruhe Hbf (an 17:05),3
11:34,11:34,RE 73770,Brandenburg Hbf (an 12:19),
12:02 (+1),12:03,RE 3618,Wittenberge (an 14:54),2
12:12,12:12,RE 73730,Burg(Magdeburg) (an 13:32),4
12:20,12:20,RE 3721,Dessau Hbf (an 13:53),2
12:22,12:22,RB 18257,Potsdam Hbf (an 13:23),3
12:34,12:34,RE 73772,Brandenburg Hbf (an 13:19),3
13:03,13:03,RE 3620,Wittenberge (an 15:54),
13:12,13:12,RE 73732,Burg(Magdeburg) (an 14:32),4
13:14,13:14,ICE 1050,Münster(Westf)Hbf (an 16:31),2
13:16 (+1),13:17,RE 3723,Dessau Hbf (an 14:53),3
13:22,13:22,RB 18259,Potsdam Hbf (an 14:23),1
13:28,13:28,ICE 993,Frankfurt(M) Flughafen Fernbahnhof (an 17:52),
13:34,13:34,RE 73774,Brandenburg Hbf (an 14:19),3
14:02,14:02,RE 3622,Wittenberge (an 16:54),
14:12,14:12,RE 73734,Burg(Magdeburg) (an 15:32),4
14:22,14:22,RB 18261,Potsdam Hbf (an 15:23),3
14:30,14:30,IC 2034,Norddeich (an 22:14),3
14:34,14:34,RE 73776,Brandenburg Hbf (an 15:19),1
15:03,15:03,RE 3624,Wittenberge (an 17:54),
15:11,15:11,RE 73736,Burg(Magdeburg) (an 16:32),4
15:16 Ausfall,--:--,ICE 1544,Köln Hbf (an 21:19),2
15:22,15:22,RB 18263,Potsdam Hbf (an 16:23),4
15:27,15:27,ICE 995,Stuttgart Hbf (an 21:29),3
15:34,15:34,RE 73778,Brandenburg Hbf (an 16:23),4
16:02 (+1),16:03,RE 3626,Wittenberge (an 18:54),2
16:10,16:10,RE 73738,Burg(Magdeburg) (an 17:32),1
16:22,16:22,RB 18265,Potsdam Hbf (an 17:23),3
16:34,16:34,RE 73780,Brandenburg Hbf (an 17:19),1
17:03 (+1),17:04,RE 3628,Wittenberge (an 19:54),3
17:10,17:10,RE 73740,Burg(Magdeburg) (an 18:32),4
17:16,17:16,ICE 1542,Essen Hbf (an 21:13),2
17:22,17:22,RB 18267,Potsdam Hbf (an 18:23),4
17:28 (+35),18:03,ICE 997,Hanau Hbf (an 21:25),
17:34,17:34,RE 73782,Brandenburg Hbf (an 18:19),4
18:02 (+7),18:09,RE 3630,Wittenberge (an 20:54),
18:12,18:12,RE 73742,Burg(Magdeburg) (an 19:32),4
18:20,18:20,RE 3733,Dessau Hbf (an 19:53),2
18:22,18:22,RB 18269,Potsdam Hbf (an 19:23),3
18:34,18:34,RE 73784,Brandenburg Hbf (an 19:19),3
19:03,19:03,RE 3632,Wittenberge (an 21:54),
19:12,19:12,RE 73744,Burg(Magdeburg) (an 20:32),4
19:20,19:20,RE 3735,Dessau Hbf (an 20:53),2
19:22,19:22,RB 18271,Potsdam Hbf (an 20:26),
19:28,19:28,ICE 999,Kassel-Wilhelmshöhe (an 22:13),
19:34,19:34,RE 26768,Brandenburg Hbf (an 20:19),
19:34,19:34,RE 73786,Brandenburg Hbf (an 20:19),1
20:02 (+3),20:05,RB 3634,Wittenberge (an 22:54),2
20:02,20:02,RE 3634,Wittenberge (an 22:54),
20:12,20:12,RE 73746,Burg(Magdeburg) (an 21:32),4
20:20,20:20,RE 3737,Dessau Hbf (an 21:53),2
20:22,20:22,RB 18273,Potsdam Hbf (an 21:23),
20:34,20:34,RE 73788,Brandenburg Hbf (an 21:21),1
21:12,21:12,RE 73748,Burg(Magdeburg) (an 22:32),4
