Ankunft,Zugnr.,von (Abfahrt),Gleis
12:19,FLX 1324,Leipzig Hbf (ab 11:04),7
12:20 (+1),RJ 178,Praha hl.n. (ab 08:31),8
12:21,RB 62063,Wustermark (ab 11:39),5
12:22 (+1),ICE 694,Stuttgart Hbf (ab 06:49),6
12:23,RE 3509,Stralsund Hbf (ab 09:02),4
12:29 (+2),RB 21873,Berlin Hbf (ab 12:22),
12:33 (+13),ICE 509,Hamburg-Altona (ab 09:34),5
12:34 (+1),IC 2177,Rostock Hbf (ab 10:21),3
12:40 (+10),ICE 1009,Berlin Gesundbrunnen (ab 12:26),5
12:41 (+1),RE 3153,Falkenberg(Elster) (ab 11:18),6
12:43,RB 18515,Lübbenau(Spreewald) (ab 11:44),
12:43 (+2),RE 18515,Lübbenau(Spreewald) (ab 11:44),8
12:44,RB 21875,Berlin Hbf (ab 12:37),
12:46 (+3),ICE 932,Saarbrücken Hbf (ab 06:28),6
12:47 (+4),RE 3307,Stralsund Hbf (ab 09:10),4
12:51,RE 62014,Elstal (ab 12:05),3
12:59,RB 21877,Berlin Hbf (ab 12:52),
13:04,RE 62019,Elsterwerda (ab 11:29),8
13:08,RB 18514,Berlin Hbf (ab 13:00),
13:08 (+1),RE 3310,Luckenwalde (ab 12:35),6
13:10 (+1),ICE 931,Stralsund Hbf (ab 10:07),5
13:15,ICE 1100,München Hbf (ab 09:19),7
13:15 (+1),RE 3152,Rathenow (ab 12:02),4
13:21,RB 62065,Wustermark (ab 12:39),5
13:22,ICE 600,München Hbf (ab 08:49),6
13:23 (+6),RE 4359,Rostock Hbf (ab 10:37),4
13:24 (+10),IC 2178,Dresden Hbf (ab 11:35),7
13:26,RB 21881,Berlin Hbf (ab 13:19),
13:32 (+4),ICE 2833,Berlin Gesundbrunnen (ab 13:17),5
13:32 (+4),ICE 691,Berlin Gesundbrunnen (ab 13:17),5
13:39,RE 3349,Schwedt(Oder) (ab 12:04),4
13:40 (+3),ICE 1509,Saalfelden (ab 09:26),5
13:42 (+3),RE 3175,Jüterbog (ab 13:02),6
13:43,RB 18517,Lübbenau(Spreewald) (ab 12:44),
13:43,RE 18517,Lübbenau(Spreewald) (ab 12:44),8
13:44,RB 21883,Berlin Hbf (ab 13:37),
13:49 (+1),RE 62016,Elstal (ab 13:07),3
13:53,DRF 1238,Stuttgart Hbf (ab 08:14),7
13:53,FLX 1238,Stuttgart Hbf (ab 08:14),7
13:58 (+1),ICE 1205,Berlin Hbf (ab 13:54),5
13:58,ICE 800,München Hbf (ab 09:12),6
13:59,RB 21885,Berlin Hbf (ab 13:52),
14:02 (+2),FLX 1341,Berlin Hbf (ab 13:57),4
14:05,RE 62021,Baruth(Mark) (ab 13:20),8
14:08,RB 18516,Berlin Hbf (ab 14:00),3
14:09 (+1),ICE 1043,Bremen Hbf (ab 11:15),4
14:09 (+33),RE 3350,Lutherstadt Wittenberg Hbf (ab 12:52),6
14:13 (+1),RE 3172,Stendal Hbf (ab 12:31),5
14:15 (+13),ICE 1600,München Hbf (ab 10:22),7
14:21,RB 62067,Wustermark (ab 13:39),5
14:21 (+3),RJ 382,Praha hl.n. (ab 10:31),8
14:22 (+1),ICE 692,München Hbf (ab 06:42),6
14:23,RE 3511,Stralsund Hbf (ab 11:02),4
14:29,RB 21889,Berlin Hbf (ab 14:22),
14:33 (+1),ICE 601,Hamburg-Altona (ab 11:34),5
14:34,IC 2179,Rostock Hbf (ab 12:22),3
14:40 (+1),ICE 1101,Berlin Gesundbrunnen (ab 14:26),5
14:41 (+5),RE 3155,Falkenberg(Elster) (ab 13:18),6
14:43,RB 18519,Lübbenau(Spreewald) (ab 13:44),
14:43,RE 18519,Lübbenau(Spreewald) (ab 13:44),8
14:46 (+129),ICE 930,Frankfurt(Main)Hbf (ab 11:02),6
14:47 (+23),RE 3309,Stralsund Hbf (ab 11:10),4
14:51,RB 62018,Elstal (ab 14:07),3
15:04,RE 62023,Elsterwerda (ab 13:29),8
15:08 (+7),RB 18518,Berlin Hbf (ab 15:00),3
15:08,RE 3312,Luckenwalde (ab 14:35),6
15:10 (+10),ICE 933,Ostseebad Binz (ab 11:24),5
15:13 (+1),RE 21892,Flughafen BER (ab 15:01),8
15:15 (+4),ICE 1008,München Hbf (ab 11:18),7
15:15 (+3),RE 3154,Rathenow (ab 14:02),4
15:21,RB 62069,Wustermark (ab 14:39),5
15:22,ICE 508,München Hbf (ab 10:48),6
15:23 (+4),RE 4361,Rostock Hbf (ab 12:37),4
15:24 (+1),IC 2176,Dresden Hbf (ab 13:35),7
15:29,RE 21894,Flughafen BER (ab 15:16),8
15:32,ICE 693,Berlin Gesundbrunnen (ab 15:17),5
15:35,RJ 177,Berlin Hbf (ab 15:28),3
15:39 (+5),RE 3351,Schwedt(Oder) (ab 14:04),4
15:40 (+20),ICE 1601,Berlin Gesundbrunnen (ab 15:26),5
15:42,RE 3177,Jüterbog (ab 15:02),6
15:43,RB 18521,Lübbenau(Spreewald) (ab 14:45),8
15:43,RE 18521,Lübbenau(Spreewald) (ab 14:45),8
15:49 (+3),RE 62020,Elstal (ab 15:07),3
15:56,ICE 801,Berlin Hbf (ab 15:51),4
15:58 (+52),ICE 1204,Innsbruck Hbf (ab 08:42),6
16:02 (+12),FLX 1243,Hamburg Hbf (ab 13:19),5
16:05,RE 62025,Baruth(Mark) (ab 15:21),8
16:08 (+2),RB 18520,Berlin Hbf (ab 16:00),3
16:09 (+1),RE 3352,Lutherstadt Wittenberg Hbf (ab 14:52),6
16:13 (+4),RE 3174,Stendal Hbf (ab 14:32),5
16:15,ICE 1508,München Hbf (ab 12:21),7
16:17 (+8),ICE 1163,Berlin Gesundbrunnen (ab 16:01),4
16:20,RJ 176,Praha hl.n. (ab 12:31),8
16:21,RB 62071,Wustermark (ab 15:39),5
16:22 (+22),ICE 2824,München Hbf (ab 07:12),6
16:22 (+22),ICE 690,München Hbf (ab 08:45),6
16:24,RE 3513,Stralsund Hbf (ab 13:02),4
16:29,RB 21905,Berlin Hbf (ab 16:21),
16:33 (+4),ICE 603,Hamburg-Altona (ab 13:34),5
16:34,IC 2271,Rostock Hbf (ab 14:20),3
16:40 (+2),ICE 1103,Berlin Gesundbrunnen (ab 16:26),5
16:41 (+2),RE 3157,Falkenberg(Elster) (ab 15:18),6
16:44 (+2),RB 18523,Lübbenau(Spreewald) (ab 15:45),8
16:44,RE 18523,Lübbenau(Spreewald) (ab 15:45),8
16:44,RE 21907,Berlin Hbf (ab 16:37),3
16:46 (+39),ICE 838,Frankfurt(Main)Hbf (ab 13:02),6
16:47 (+2),RE 3311,Stralsund Hbf (ab 13:10),4
16:51,RE 62022,Elstal (ab 16:05),3
16:59,RE 21909,Berlin Hbf (ab 16:52),3
17:04,RE 62027,Elsterwerda (ab 15:29),8
17:08,RB 18522,Berlin Hbf (ab 17:00),3
17:08 (+1),RE 3314,Luckenwalde (ab 16:35),6
17:10,ICE 935,Ostseebad Binz (ab 13:24),5
17:15,ICE 1006,München Hbf (ab 13:17),7
17:15,RE 3156,Rathenow (ab 16:02),4
17:21,RB 62073,Wustermark (ab 16:39),5
17:22 (+10),ICE 506,München Hbf (ab 12:48),6
17:23,RE 4363,Rostock Hbf (ab 14:37),4
17:24 (+1),IC 2174,Dresden Hbf (ab 15:35),7
17:26,RE 21913,Berlin Hbf (ab 17:19),3
17:37,DRF 1325,Köln Hbf (ab 12:14),7
17:37 (+16),FLX 1325,Köln Hbf (ab 12:14),5
17:40 (+5),ICE 1603,Berlin Gesundbrunnen (ab 17:26),5
17:40 (+2),RE 3353,Schwedt(Oder) (ab 16:04),4
17:43,RB 18525,Lübbenau(Spreewald) (ab 16:44),8
17:43,RE 18525,Lübbenau(Spreewald) (ab 16:44),8
17:43,RE 26117,Jüterbog (ab 17:02),
17:43 (+3),RE 3179,Jüterbog (ab 17:02),6
17:44,RE 21915,Berlin Hbf (ab 17:37),3
17:49,RE 62024,Elstal (ab 17:07),3
17:53,DRF 1242,Stuttgart Hbf (ab 12:14),7
17:53,FLX 1242,Stuttgart Hbf (ab 12:14),8
17:55 (+1),ICE 803,Berlin Hbf (ab 17:50),4
17:58 (+5),ICE 706,München Hbf (ab 13:12),6
17:58 (+3),RE 21917,Berlin Hbf (ab 17:52),3
18:02,ICE 1709,Berlin Hbf (ab 17:57),5
18:05,RE 62029,Baruth(Mark) (ab 17:21),8
18:08,RB 18524,Berlin Hbf (ab 18:00),3
18:10,RE 3354,Lutherstadt Wittenberg Hbf (ab 16:52),6
18:11,ICE 1045,Bremen Hbf (ab 15:15),4
18:11,ICE 2849,Ulm Hbf (ab 06:38),4
18:13,RE 3176,Stendal Hbf (ab 16:30),5
18:15,ICE 1506,München Hbf (ab 14:21),7
18:21,RB 62075,Wustermark (ab 17:39),
18:22 (+19),ICE 2822,Nürnberg Hbf (ab 09:31),6
18:22 (+19),ICE 598,München Hbf (ab 10:45),6
18:23 (+7),RE 3515,Stralsund Hbf (ab 15:02),4
18:29,RE 21918,Flughafen BER (ab 18:16),8
18:29,RE 21921,Berlin Hbf (ab 18:22),3
18:33 (+1),ICE 605,Hamburg-Altona (ab 15:34),5
18:34 (+1),IC 2273,Rostock Hbf (ab 16:20),3
18:40 (+2),ICE 1105,Berlin Gesundbrunnen (ab 18:26),5
18:41 (+2),RE 3159,Falkenberg(Elster) (ab 17:18),6
18:43,RB 18527,Lübbenau(Spreewald) (ab 17:44),8
18:43,RE 18527,Lübbenau(Spreewald) (ab 17:44),8
18:44,RE 21923,Berlin Hbf (ab 18:37),3
18:47 Ausfall,RE 3313,Stralsund Hbf (ab 15:10),4
18:51,RE 62026,Elstal (ab 18:05),3
18:56 (+8),ICE 9591,Paris Est (ab 11:07),6
18:58,RE 21922,Flughafen BER (ab 18:46),8
18:59,RE 21925,Berlin Hbf (ab 18:52),3
19:04,RE 62031,Elsterwerda (ab 17:29),8
19:08,RB 18526,Berlin Hbf (ab 19:00),3
19:08 (+2),RE 3316,Luckenwalde (ab 18:35),6
19:10,ICE 937,Ostseebad Binz (ab 15:24),5
19:13 (+1),RE 21924,Flughafen BER (ab 19:01),8
19:15,ICE 1004,München Hbf (ab 15:17),7
19:15,RE 3158,Rathenow (ab 18:02),4
19:21 (+3),RB 62077,Wustermark (ab 18:39),5
19:22,ICE 504,München Hbf (ab 14:48),6
19:23 (+2),RE 4365,Rostock Hbf (ab 16:37),4
19:24 (+4),IC 2172,Dresden Hbf (ab 17:35),7
19:29,RB 21926,Flughafen BER (ab 19:16),8
19:29,RE 21929,Berlin Hbf (ab 19:22),3
19:32,ICE 2819,Berlin Gesundbrunnen (ab 19:17),5
19:32,ICE 697,Berlin Gesundbrunnen (ab 19:17),5
19:39,RE 3355,Schwedt(Oder) (ab 18:04),4
19:40 (+7),ICE 1605,Hamburg-Altona (ab 04:36),5
19:40 (+7),ICE 1705,Hamburg-Altona (ab 04:36),
19:42,RE 3181,Jüterbog (ab 19:02),6
19:43,RB 18529,Lübbenau(Spreewald) (ab 18:44),8
19:43,RE 18529,Lübbenau(Spreewald) (ab 18:44),8
19:44,RE 21931,Berlin Hbf (ab 19:37),3
19:49 (+2),RE 62028,Elstal (ab 19:07),3
19:53,FLX 1344,Basel Bad Bf (ab 12:30),7
19:57,ICE 805,Berlin Gesundbrunnen (ab 19:42),4
19:58,ICE 90,Nürnberg Hbf (ab 16:26),6
19:58,RB 21930,Flughafen BER (ab 19:46),8
19:59,RE 21933,Berlin Hbf (ab 19:52),3
20:01 (+8),FLX 1247,Hamburg Hbf (ab 17:21),5
20:05,RE 62033,Baruth(Mark) (ab 19:21),8
20:08,RB 18528,Berlin Hbf (ab 20:00),3
20:09,ICE 1130,Saarbrücken Hbf (ab 13:27),4
20:09 (+1),RE 3356,Lutherstadt Wittenberg Hbf (ab 18:52),6
20:13,RB 21932,Flughafen BER (ab 20:01),8
20:13 (+8),RE 3178,Stendal Hbf (ab 18:32),5
20:15,ICE 1504,München Hbf (ab 16:21),7
20:22,ICE 596,München Hbf (ab 12:45),7
20:22,RE 3517,Stralsund Hbf (ab 17:02),4
20:24,RB 62079,Wustermark (ab 19:39),6
20:29,RB 21934,Flughafen BER (ab 20:16),8
20:29,RE 21937,Berlin Hbf (ab 20:22),3
20:33 (+2),ICE 607,Hamburg-Altona (ab 17:34),5
20:34,IC 2275,Rostock Hbf (ab 18:20),3
20:40 (+4),ICE 1107,Berlin Gesundbrunnen (ab 20:26),5
20:41 (+1),RE 3161,Falkenberg(Elster) (ab 19:18),6
20:43,RB 18531,Lübbenau(Spreewald) (ab 19:44),8
20:43 (+1),RE 18531,Lübbenau(Spreewald) (ab 19:44),8
20:44,RB 21939,Berlin Hbf (ab 20:37),3
20:46,ICE 834,Frankfurt(Main)Hbf (ab 17:02),6
20:46,RE 3315,Stralsund Hbf (ab 17:10),4
20:51 (+1),RE 62030,Elstal (ab 20:06),3
20:57,IC 60408,Berlin Hbf (ab 20:53),4
20:57,NJ 408,Berlin Hbf (ab 20:53),4
20:58,RB 21938,Flughafen BER (ab 20:46),8
20:59,RB 18530,Berlin Hbf (ab 20:52),3
20:59,RE 20,Groß Köris (ab 06:52),
21:04 (+3),RE 62035,Elsterwerda (ab 19:29),8
21:08 (+1),ICE 939,Ostseebad Binz (ab 17:15),5
21:08 (+9),RE 3318,Luckenwalde (ab 20:35),6
21:15,ICE 1002,München Hbf (ab 17:19),7
21:15,RE 3160,Rathenow (ab 20:04),4
21:21,RB 62081,Wustermark (ab 20:39),5
21:22,ICE 502,München Hbf (ab 16:47),6
21:23,RE 4367,Rostock Hbf (ab 18:37),4
21:32 (+2),ICE 699,Berlin Gesundbrunnen (ab 21:18),5
21:34,DRF 1329,Köln Hbf (ab 16:14),3
21:34 (+30),FLX 1329,Köln Hbf (ab 16:14),3
21:39 (+16),ICE 1703,Hamburg-Altona (ab 18:34),5
21:39 (+16),ICE 2839,Hannover Hbf (ab 05:27),5
21:39,RE 3357,Schwedt(Oder) (ab 20:04),4
21:42 (+4),RE 3183,Jüterbog (ab 21:02),6
21:49 (+1),RE 62032,Elstal (ab 21:07),3
21:53,FLX 1246,Stuttgart Hbf (ab 16:14),7
21:58,ICE 702,München Hbf (ab 17:08),6
21:59,RB 21949,Berlin Hbf (ab 21:52),
22:05,RE 62037,Baruth(Mark) (ab 21:20),8
22:09,RE 3358,Lutherstadt Wittenberg Hbf (ab 20:52),6
22:14,RB 21951,Berlin Hbf (ab 22:07),
22:15,ICE 1502,München Hbf (ab 18:20),6
22:21,RB 62083,Wustermark (ab 21:39),5
22:22 (+4),ICE 594,München Hbf (ab 14:45),6
22:23,RE 3519,Stralsund Hbf (ab 19:02),4
22:29,RB 21953,Berlin Hbf (ab 22:22),
22:33 (+13),ICE 609,Hamburg-Altona (ab 19:34),5
22:44,RE 21955,Berlin Hbf (ab 22:37),
22:46 (+4),ICE 832,Frankfurt(Main)Hbf (ab 19:02),6
22:47,RE 3317,Stralsund Hbf (ab 19:10),4
22:53,RB 56814,Schwerin Hbf (ab 20:14),5
22:53,RE 3185,Jüterbog (ab 22:04),6
22:59,RB 21957,Berlin Hbf (ab 22:52),
23:04,RE 62039,Elsterwerda (ab 21:30),8
23:14,RB 21959,Berlin Hbf (ab 23:07),
23:21,RB 62085,Wustermark (ab 22:38),6
23:22 (+4),ICE 500,München Hbf (ab 18:46),7
23:29 (+11),ICE 705,Hamburg-Altona (ab 20:36),5
23:29,RB 21961,Berlin Hbf (ab 23:22),3
23:34 (+1),ICE 1000,München Hbf (ab 19:18),8
23:35 (+2),ICE 905,Berlin Gesundbrunnen (ab 23:20),3
23:41,RE 3359,Schwedt(Oder) (ab 22:04),4
23:43,RB 21960,Blankenfelde(Teltow-Fläming) (ab 23:09),
23:44,RB 21963,Berlin Hbf (ab 23:37),
23:49 (+1),RE 62036,Elstal (ab 23:07),3
23:59,RB 21965,Berlin Hbf (ab 23:52),
