Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:23,00:23,RE 60912,Berlin Hbf (an 00:36),
00:23,00:23,RE 62038,Berlin Hbf (an 00:36),5
00:23,00:23,RE 92038,Berlin Gesundbrunnen (an 00:35),
00:29 (+20),00:49,ICE 947,Berlin Ostbahnhof (an 00:53),5
01:14 (+4),01:18,ICE 1707,Berlin Ostbahnhof (an 01:40),6
01:38,01:38,RB 62087,Berlin Hbf (an 01:49),
02:36,02:36,RB 62089,Berlin Hbf (an 02:47),5
03:33,03:33,RB 62091,Berlin Hbf (an 03:44),
04:24 (+2),04:26,ICE 646,Köln Hbf (an 09:33),4
04:35,04:35,RE 62040,Elsterwerda (an 06:29),5
04:48 (+2),04:50,ICE 1706,Hamburg Hbf (an 07:11),4
04:54,04:54,RE 3144,Berlin Südkreuz (an 05:15),6
05:06,05:06,RE 3145,Stendal Hbf (an 06:13),4
05:07,05:07,RE 3102,Cottbus Hbf (an 06:56),5
05:22,05:22,RE 62000,Elsterwerda (an 07:15),5
05:28 (+3),05:31,RB 18240,Berlin Gesundbrunnen (an 05:40),5
05:45 (+1),05:46,ICE 946,Köln Hbf (an 10:35),3
05:54,05:54,RE 3164,Berlin Südkreuz (an 06:13),6
05:56,05:56,RE 3103,Hennigsdorf(b Berlin) (an 06:23),3
05:57,05:57,ICE 2820,Frankfurt(Main)Hbf (an 20:09),4
05:57 (+15),06:12,ICE 608,Hamburg Hbf (an 08:15),4
06:01,06:01,RB 62051,Berlin Südkreuz (an 06:21),6
06:06 (+2),06:08,RE 3167,Stendal Hbf (an 07:13),4
06:07 (+1),06:08,RE 3104,Cottbus Hbf (an 07:57),6
06:11 (+3),06:14,ICE 240,Amsterdam Centraal (an 11:59),3
06:22,06:22,RE 62002,Elsterwerda (an 08:31),5
06:28 (+8),06:36,RB 18242,Berlin Gesundbrunnen (an 06:40),5
06:30,06:30,ICE 1272,Berlin Ostbahnhof (an 07:02),6
06:37 (+1),06:38,RE 62005,Elstal (an 06:49),3
06:48 (+2),06:50,ICE 1604,Berlin Gesundbrunnen (an 10:31),
06:48 (+2),06:50,ICE 1704,Hamburg Hbf (an 09:18),3
06:48 (+2),06:50,ICE 2810,Celle (an 14:27),3
06:54,06:54,RE 3146,Berlin Südkreuz (an 07:15),6
06:56,06:56,RE 3105,Hennigsdorf(b Berlin) (an 07:23),3
07:01 (+2),07:03,RB 62053,Berlin Südkreuz (an 07:21),6
07:07,07:07,RE 3106,Cottbus Hbf (an 08:56),6
07:11 (+2),07:13,ICE 1548,Köln Hbf (an 12:16),
07:17,07:17,ICE 1605,München Hbf (an 23:43),
07:22,07:22,RE 62004,Elsterwerda (an 09:14),5
07:30 (+4),07:34,RB 18244,Berlin Gesundbrunnen (an 07:48),5
07:33 (+7),07:40,ICE 649,Berlin Ostbahnhof (an 08:03),6
07:41,07:41,RE 62007,Elstal (an 07:53),3
07:46 (+1),07:47,ICE 944,Köln Hbf (an 12:33),4
07:49 (+1),07:50,ICE 606,Hamburg-Altona (an 10:24),4
07:54 (+6),08:00,RE 3166,Berlin Südkreuz (an 08:13),6
07:56 (+29),08:25,RE 3107,Hennigsdorf(b Berlin) (an 08:23),3
07:59 (+4),08:03,ICE 851,Berlin Ostbahnhof (an 08:28),5
08:01,08:01,RB 62055,Berlin Südkreuz (an 08:21),6
08:06 (+10),08:16,RE 3169,Stendal Hbf (an 09:30),4
08:07 (+5),08:12,RE 3108,Cottbus Hbf (an 09:55),6
08:08,08:08,ICE 2525,Leipzig Hbf (an 09:46),5
08:10 (+3),08:13,ICE 148,Amsterdam Centraal (an 14:01),3
08:21,08:21,DRF 1320,Köln Hbf (an 13:41),3
08:21 (+1),08:22,FLX 1320,Köln Hbf (an 13:41),3
08:22,08:22,RE 62006,Elsterwerda (an 10:31),5
08:27 (+8),08:35,RB 18246,Berlin Gesundbrunnen (an 08:40),6
08:37,08:37,RE 62009,Elstal (an 08:49),3
08:42 (+5),08:47,ICE 1702,Hamburg Hbf (an 11:12),3
08:54,08:54,RE 3148,Berlin Südkreuz (an 09:15),6
08:56,08:56,RE 3109,Hennigsdorf(b Berlin) (an 09:23),3
09:01,09:01,RB 62057,Berlin Südkreuz (an 09:21),6
09:06 (+26),09:32,ICE 541,Berlin Ostbahnhof (an 09:41),5
09:07,09:07,RE 3110,Cottbus Hbf (an 10:55),6
09:17 (+7),09:24,ICE 1901,Berlin Hbf (an 09:34),6
09:22,09:22,RE 62008,Baruth(Mark) (an 10:36),5
09:25,09:25,ICE 676,Berlin Ostbahnhof (an 09:51),6
09:28,09:28,RB 18248,Berlin Gesundbrunnen (an 09:40),5
09:43,09:43,RE 62011,Elstal (an 09:55),3
09:46 (+9),09:55,ICE 942,Köln Hbf (an 14:32),5
09:47,09:47,ICE 741,Berlin Hbf (an 10:01),6
09:49 (+1),09:50,ICE 2534,Hamburg-Altona (an 12:26),4
09:49 (+1),09:50,ICE 2806,Hamburg-Altona (an 12:26),4
09:54,09:54,RE 3168,Jüterbog (an 10:54),6
09:56,09:56,RE 3111,Hennigsdorf(b Berlin) (an 10:23),3
10:00,10:00,RB 62059,Berlin Südkreuz (an 10:22),6
10:05 Ausfall,--:--,RE 3112,Cottbus Hbf (an 11:55),6
10:06,10:06,RE 3171,Stendal Hbf (an 11:30),4
10:08 (+22),10:30,ICE 2527,Leipzig Hbf (an 11:45),5
10:11 (+11),10:22,ICE 146,Amsterdam Centraal (an 16:00),3
10:19 (+3),10:22,RE 62010,Elsterwerda (an 12:31),6
10:28,10:28,RB 18250,Berlin Gesundbrunnen (an 10:40),5
10:37,10:37,RE 62013,Elstal (an 10:49),3
10:49 (+4),10:53,ICE 1700,Hamburg Hbf (an 13:12),3
10:54,10:54,RE 3150,Berlin Südkreuz (an 11:15),6
