Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
04:17,04:17,RB 18301,Blankenfelde(Teltow-Fläming) (an 04:51),22
04:41,04:41,RB 18201,Ludwigsfelde (an 05:24),22
04:47,04:47,RB 18300,Eberswalde Hbf (an 05:27),15
04:53,04:53,RB 61101,Templin Stadt (an 06:18),15
05:17,05:17,RB 18303,Blankenfelde(Teltow-Fläming) (an 05:51),22
05:41,05:41,RB 18203,Ludwigsfelde (an 06:24),22
05:47,05:47,RB 18302,Eberswalde Hbf (an 06:27),16
05:53,05:53,RB 61103,Templin Stadt (an 07:18),15
05:58,05:58,RB 61102,Berlin Ostkreuz (an 06:01),20
06:17,06:17,RB 18305,Blankenfelde(Teltow-Fläming) (an 06:51),22
06:38,06:38,RB 5153,Kostrzyn (an 07:45),15
06:47,06:47,RB 18304,Eberswalde Hbf (an 07:27),15
06:53,06:53,RB 61105,Templin Stadt (an 08:18),15
06:58,06:58,RB 61104,Berlin Ostkreuz (an 07:01),22
07:17,07:17,RB 18307,Blankenfelde(Teltow-Fläming) (an 07:51),22
07:47,07:47,RB 18306,Eberswalde Hbf (an 08:27),16
07:53,07:53,RB 61107,Templin Stadt (an 09:18),15
07:58,07:58,RB 61106,Berlin Ostkreuz (an 08:01),20
08:17,08:17,RB 18309,Blankenfelde(Teltow-Fläming) (an 08:51),22
08:41,08:41,RB 18209,Ludwigsfelde (an 09:24),22
08:47,08:47,RB 18308,Eberswalde Hbf (an 09:27),16
08:53,08:53,RB 61109,Templin Stadt (an 10:18),15
08:58,08:58,RB 61108,Berlin Ostkreuz (an 09:01),20
09:17,09:17,RB 18311,Blankenfelde(Teltow-Fläming) (an 09:51),22
09:41,09:41,RB 18211,Ludwigsfelde (an 10:24),22
09:47,09:47,RB 18310,Eberswalde Hbf (an 10:27),16
09:53,09:53,RB 61111,Templin Stadt (an 11:18),15
09:58,09:58,RB 61110,Berlin Ostkreuz (an 10:01),20
10:17,10:17,RB 18313,Blankenfelde(Teltow-Fläming) (an 10:51),22
10:41,10:41,RB 18213,Ludwigsfelde (an 11:24),22
10:47,10:47,RB 18312,Eberswalde Hbf (an 11:27),16
10:53,10:53,RB 61113,Nassenheide (an 11:30),
10:58,10:58,RB 61112,Berlin Ostkreuz (an 11:01),20
11:47,11:47,RB 18314,Eberswalde Hbf (an 12:27),16
11:53,11:53,RB 61115,Nassenheide (an 12:30),
12:17,12:17,RB 18317,Blankenfelde(Teltow-Fläming) (an 12:51),22
12:47,12:47,RB 18316,Eberswalde Hbf (an 13:27),
12:53,12:53,RB 61117,Templin Stadt (an 14:18),15
13:17,13:17,RB 18319,Blankenfelde(Teltow-Fläming) (an 13:51),22
13:41,13:41,RB 18219,Ludwigsfelde (an 14:24),22
13:45,13:45,RB 61198,Berlin Ostkreuz (an 13:48),17
13:47,13:47,RB 18318,Eberswalde Hbf (an 14:27),16
13:53,13:53,RB 61119,Templin Stadt (an 15:18),15
13:58,13:58,RB 61118,Berlin Ostkreuz (an 14:01),20
14:14,14:14,RB 61234,Berlin Ostkreuz (an 14:17),17
14:17,14:17,RB 18321,Blankenfelde(Teltow-Fläming) (an 14:51),22
14:41,14:41,RB 18221,Ludwigsfelde (an 15:24),22
14:45,14:45,RB 61200,Berlin Ostkreuz (an 14:48),17
14:47,14:47,RB 18320,Eberswalde Hbf (an 15:27),16
14:53,14:53,RB 12,Oranienburg (an 15:21),
14:53,14:53,RB 61121,Nassenheide (an 15:30),
14:58,14:58,RB 61120,Berlin Ostkreuz (an 15:01),20
15:14,15:14,RB 61236,Berlin Ostkreuz (an 15:17),17
15:17,15:17,RB 18323,Blankenfelde(Teltow-Fläming) (an 15:51),22
15:47,15:47,RB 18322,Eberswalde Hbf (an 16:27),16
15:53,15:53,RB 61123,Nassenheide (an 16:30),
16:17,16:17,RB 18325,Blankenfelde(Teltow-Fläming) (an 16:51),22
16:41,16:41,RB 18225,Ludwigsfelde (an 17:24),22
16:45,16:45,RB 61204,Berlin Ostkreuz (an 16:48),17
16:47,16:47,RB 18324,Eberswalde Hbf (an 17:27),16
16:53,16:53,RB 61125,Templin Stadt (an 18:18),15
16:58,16:58,RB 61124,Berlin Ostkreuz (an 17:01),20
17:14,17:14,RB 61240,Berlin Ostkreuz (an 17:17),17
17:17,17:17,RB 18327,Blankenfelde(Teltow-Fläming) (an 17:51),22
17:41,17:41,RB 18227,Ludwigsfelde (an 18:24),22
17:47,17:47,RB 18326,Eberswalde Hbf (an 18:27),16
