Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:26,00:26,RB 21962,Flughafen BER (ab 23:42),4
00:37,00:37,RE 3745,Senftenberg (ab 22:26),4
00:52,00:52,RE 3742,Dessau Hbf (ab 23:23),1
01:00,01:00,RE 3141,Cottbus Hbf (ab 23:03),3
04:34,04:34,RE 3702,Bad Belzig (ab 03:41),2
05:12,05:12,RE 94716,Frankfurt(Oder) (ab 03:38),4
05:14,05:14,RE 3102,Hennigsdorf(b Berlin) (ab 04:33),1
05:24,05:24,RE 3707,Lübbenau(Spreewald) (ab 03:53),4
05:34,05:34,RE 3704,Dessau Hbf (ab 04:05),2
05:46,05:46,RE 3103,Cottbus Hbf (ab 04:00),4
05:47,05:47,RE 94713,Berlin-Wannsee (ab 05:39),1
06:11,06:11,RE 94718,Eisenhüttenstadt (ab 04:21),4
06:14,06:14,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),1
06:24,06:24,RE 3709,Senftenberg (ab 04:11),4
06:27,06:27,EC 430,Przemysl Glowny (ab 18:49),3
06:32,06:32,RE 94760,Frankfurt(Oder) (ab 05:08),4
06:34,06:34,RE 3706,Dessau Hbf (ab 05:05),2
06:46,06:46,RE 3105,Cottbus Hbf (ab 04:57),3
07:11,07:11,RE 94720,Frankfurt(Oder) (ab 05:42),4
07:14,07:14,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),1
07:24,07:24,RE 3711,Senftenberg (ab 05:11),4
07:34,07:34,RE 3708,Dessau Hbf (ab 06:05),2
07:46,07:46,RE 3107,Cottbus Hbf (ab 06:07),3
07:47,07:47,RE 94717,Berlin-Wannsee (ab 07:39),1
08:01,08:01,RB 18146,Berlin Ostbahnhof (ab 07:39),4
08:24,08:24,RE 3713,Senftenberg (ab 06:14),4
08:25,08:25,RE 94759,Potsdam Hbf (ab 08:10),1
08:34,08:34,RE 3710,Dessau Hbf (ab 07:05),2
08:46,08:46,RE 3109,Cottbus Hbf (ab 07:03),3
08:47,08:47,RE 94719,Berlin-Wannsee (ab 08:39),1
08:59,08:59,RB 18147,Potsdam Griebnitzsee (ab 08:46),1
09:01,09:01,RB 18148,Berlin Ostbahnhof (ab 08:39),4
09:14,09:14,RE 3110,Hennigsdorf(b Berlin) (ab 08:35),1
09:24,09:24,RE 3715,Senftenberg (ab 07:14),4
09:34,09:34,RE 3712,Dessau Hbf (ab 08:05),2
09:46,09:46,RE 3111,Cottbus Hbf (ab 08:04),3
09:47,09:47,RE 94721,Berlin-Wannsee (ab 09:39),1
09:49,09:49,RB 73810,Berlin Zoologischer Garten (ab 09:47),4
09:59,09:59,RB 18149,Potsdam Griebnitzsee (ab 09:46),1
10:01,10:01,RB 18150,Berlin Ostbahnhof (ab 09:39),4
10:13,10:13,RE 3112,Hennigsdorf(b Berlin) (ab 09:35),1
10:24,10:24,RE 3717,Senftenberg (ab 08:14),4
10:32,10:32,RE 94768,Frankfurt(Oder) (ab 09:08),4
10:34,10:34,RE 3714,Dessau Hbf (ab 09:05),2
10:46,10:46,RE 3113,Cottbus Hbf (ab 09:03),3
11:11,11:11,RE 94728,Frankfurt(Oder) (ab 09:38),4
11:14,11:14,RE 3114,Hennigsdorf(b Berlin) (ab 10:35),1
11:24,11:24,RE 3719,Senftenberg (ab 09:14),4
11:34,11:34,RE 3716,Dessau Hbf (ab 10:05),2
11:46,11:46,RE 3115,Cottbus Hbf (ab 10:03),3
11:47,11:47,RE 94725,Berlin-Wannsee (ab 11:39),1
12:14,12:14,RE 3116,Hennigsdorf(b Berlin) (ab 11:35),1
12:24,12:24,RE 3721,Senftenberg (ab 10:14),4
12:25,12:25,RE 94767,Potsdam Hbf (ab 12:10),1
12:34,12:34,RE 3718,Dessau Hbf (ab 11:05),2
12:46,12:46,RE 3117,Cottbus Hbf (ab 11:03),3
13:11,13:11,RE 94732,Frankfurt(Oder) (ab 11:38),4
13:14,13:14,RE 3118,Hennigsdorf(b Berlin) (ab 12:35),1
13:24,13:24,RE 3723,Senftenberg (ab 11:14),4
13:34,13:34,RE 3720,Dessau Hbf (ab 12:05),2
