Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:24 (+81),01:45,ICE 592,Berlin Hbf (an 00:30),6
00:30 (+45),01:15,ICE 700,Berlin Gesundbrunnen (an 00:43),6
00:51,00:51,RE 3363,Halle(Saale)Hbf (an 03:12),
04:29,04:29,ICE 1706,Hamburg Hbf (an 07:11),7
04:38,04:38,RB 62094,Berlin-Spandau (an 04:59),
04:55,04:55,RE 62040,Elsterwerda (an 06:29),
05:06,05:06,RE 62003,Elstal (an 05:53),8
05:10,05:10,RE 3302,Berlin Hbf (an 05:18),6
05:17,05:17,RE 3144,Falkenberg(Elster) (an 06:44),4
05:31,05:31,ICE 2458,Hamburg Hbf (an 08:15),
05:31,05:31,ICE 608,Hamburg Hbf (an 08:15),6
05:31,05:31,RB 21814,Berlin Hbf (an 05:39),8
05:35 (+16),05:51,ICE 2825,München Hbf (an 13:15),5
05:35 (+15),05:50,ICE 593,München Hbf (an 13:15),5
05:38,05:38,RB 62050,Wustermark (an 06:19),7
05:42 (+1),05:43,ICE 1501,München Hbf (an 09:41),5
05:44,05:44,RE 3167,Schorndorf (an 17:09),7
05:45,05:45,RB 18501,Berlin Hbf (an 05:52),8
05:45,05:45,RE 18501,Berlin Hbf (an 05:52),
05:46,05:46,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),4
05:51,05:51,RE 62000,Elsterwerda (an 07:15),3
05:58,05:58,ICE 701,München Hbf (an 10:42),5
06:00,06:00,RE 21818,Berlin Hbf (an 06:08),
06:07,06:07,RE 62005,Elstal (an 06:49),8
06:12,06:12,RE 3342,Berlin Hbf (an 06:18),6
06:15,06:15,RE 21820,Berlin Hbf (an 06:23),
06:15,06:15,RE 3164,Jüterbog (an 06:54),5
06:16,06:16,RB 18500,Lübbenau(Spreewald) (an 07:17),
06:16,06:16,RE 20,Cottbus Hbf (an 22:43),
06:19,06:19,RJ 251,Villach Hbf (an 18:27),4
06:19,06:19,RJX 251,Villach Hbf (an 18:27),4
06:23,06:23,RB 62051,Rangsdorf (an 06:38),3
06:26,06:26,ICE 1604,Berlin Gesundbrunnen (an 10:31),6
06:26,06:26,ICE 1704,Hamburg Hbf (an 09:18),7
06:26,06:26,ICE 1714,Köln Hbf (an 18:25),
06:26,06:26,ICE 904,Berlin Gesundbrunnen (an 06:37),6
06:31,06:31,RB 21822,Berlin Hbf (an 06:39),8
06:35,06:35,ICE 503,München Hbf (an 11:07),5
06:38,06:38,RB 62052,Berlin-Spandau (an 06:59),8
06:42 (+10),06:52,ICE 1003,München Hbf (an 10:45),5
06:43,06:43,RE 3147,Rathenow (an 07:52),6
06:45,06:45,RB 18503,Berlin Hbf (an 06:53),
06:49,06:49,ICE 938,Bergen auf Rügen (an 10:45),
06:49,06:49,RE 3,Dresden-Neustadt (an 22:17),
06:49,06:49,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),4
06:54,06:54,RE 62002,Elsterwerda (an 08:31),3
07:00,07:00,RE 21826,Berlin Hbf (an 07:08),8
07:06,07:06,RE 62007,Elstal (an 07:53),8
07:10,07:10,RE 3304,Berlin Hbf (an 07:18),6
07:13,07:13,ICE 2834,Paris Est (an 14:52),5
07:13,07:13,ICE 9590,Paris Est (an 14:52),5
07:15,07:15,RB 21828,Berlin Hbf (an 07:23),
07:16 (+121),09:17,IC 60409,Berlin Hbf (an 07:22),7
07:16 (+121),09:17,NJ 409,Berlin Hbf (an 07:22),7
07:16,07:16,RB 18502,Lübbenau(Spreewald) (an 08:15),3
07:17,07:17,RE 3146,Falkenberg(Elster) (an 08:44),4
