Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:24,00:24,RE 3319,Berlin Hbf (an 00:30),6
00:29,00:29,RE 3366,Eberswalde Hbf (an 01:04),10
00:41,00:41,RB 56816,Berlin Südkreuz (an 00:53),
00:41,00:41,RE 56816,Berlin Südkreuz (an 00:53),6
04:14,04:14,RB 18241,Berlin-Spandau (an 04:28),
04:41,04:41,RE 3369,Berlin Südkreuz (an 04:53),6
04:54,04:54,RE 4350,Rostock Hbf (an 07:21),9
04:54,04:54,RE 5,Freilassing (an 23:36),
05:06,05:06,RE 4351,Berlin Südkreuz (an 05:23),6
05:14,05:14,RB 18243,Berlin-Spandau (an 05:28),
05:16 (+1),05:17,RB 56801,Schwerin Hbf (an 07:48),9
05:16,05:16,RE 56801,Schwerin Hbf (an 07:48),9
05:24,05:24,RE 3,Singen(Hohentwiel) (an 23:33),
05:24,05:24,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),
05:26 (+1),05:27,ICE 1501,München Hbf (an 09:41),7
05:32 (+1),05:33,RE 3302,Stralsund Hbf (an 08:45),9
05:41 (+1),05:42,ICE 279,Interlaken Ost (an 15:59),
05:54 (+1),05:55,RE 3504,Stralsund Hbf (an 08:51),10
06:06,06:06,RE 3503,Sargans (an 22:24),6
06:11,06:11,RE 3376,Eberswalde Hbf (an 06:41),
06:14,06:14,RB 18245,Berlin-Spandau (an 06:28),
06:18,06:18,ICE 2523,Leipzig Hbf (an 07:45),
06:24,06:24,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),6
06:32,06:32,RE 3342,Angermünde (an 07:23),10
06:54 (+8),07:02,RE 4352,Rostock Hbf (an 09:21),10
07:06 (+2),07:08,RE 4353,Berlin Südkreuz (an 07:23),6
07:11 (+1),07:12,IC 2432,Norddeich Mole (an 14:20),7
07:14,07:14,RB 18247,Berlin-Spandau (an 07:28),
07:16,07:16,RB 56803,Schwerin Hbf (an 09:48),
07:16,07:16,RE 56803,Schwerin Hbf (an 09:48),
07:24,07:24,RE 3343,Berlin Südkreuz (an 07:39),6
07:26 (+2),07:28,ICE 1503,München Hbf (an 11:43),7
07:33,07:33,RE 3304,Stralsund Hbf (an 10:44),9
07:41 (+1),07:42,ICE 371,Basel SBB (an 15:48),
07:44 (+1),07:45,IC 2274,Rostock Hbf (an 09:37),8
07:54,07:54,RE 3506,St. Gallen(CH) (an 23:34),10
08:06 (+57),09:03,RE 3505,Sargans (an 23:24),6
08:17 (+5),08:22,IC 2173,Wien Franz-Josefs-Bahnhof (an 16:27),6
08:24,08:24,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),6
08:26 (+4),08:30,ICE 1005,München Hbf (an 12:46),7
08:32 (+1),08:33,RE 3344,Schwedt(Oder) (an 09:55),9
08:54,08:54,RE 4354,Rostock Hbf (an 11:21),10
09:03 Ausfall,--:--,ICE 936,Ostseebad Binz (an 12:29),8
09:06 (+3),09:09,RE 4355,Berlin Südkreuz (an 09:23),6
09:14,09:14,RB 18251,Berlin-Spandau (an 09:27),
09:16,09:16,RB 56805,Schwerin Hbf (an 11:48),
09:16,09:16,RE 56805,Schwerin Hbf (an 11:48),
09:24,09:24,RE 3345,Luckenwalde (an 10:27),6
09:26 (+2),09:28,ICE 1505,München Hbf (an 13:43),7
09:32 (+1),09:33,RE 3306,Stralsund Hbf (an 12:44),9
09:41 Ausfall,--:--,ICE 373,Chur (an 20:22),
09:44 (+3),09:47,IC 2272,Rostock Hbf (an 11:37),9
09:54,09:54,RE 3508,Stralsund Hbf (an 12:51),9
10:06 (+47),10:53,RE 3507,Berlin Südkreuz (an 10:24),6
10:17 Ausfall,--:--,IC 2175,Dresden Hbf (an 12:28),6
10:24 (+3),10:27,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),6
10:28 (+33),11:01,ICE 1007,München Hbf (an 14:45),7
10:32 (+1),10:33,RE 3346,Schwedt(Oder) (an 11:55),9
10:54 (+20),11:14,RE 4356,Rostock Hbf (an 13:21),10
10:59 (+4),11:03,ICE 839,Berlin Südkreuz (an 11:12),6
11:03 (+1),11:04,ICE 934,Ostseebad Binz (an 14:29),8
11:06 (+8),11:14,RE 4357,Berlin Südkreuz (an 11:23),6
11:14,11:14,RB 18255,Werder(Havel) (an 12:17),5
11:16,11:16,RB 56807,Schwerin Hbf (an 13:48),
11:16,11:16,RE 56807,Schwerin Hbf (an 13:48),
11:24 (+1),11:25,RE 3347,Berlin Südkreuz (an 11:39),6
11:26 (+5),11:31,ICE 1507,München Hbf (an 15:43),7
11:32 (+5),11:37,RE 3308,Stralsund Hbf (an 14:44),9
11:44 (+4),11:48,IC 2270,Rostock Hbf (an 13:37),9
11:54 (+5),11:59,RE 3510,Stralsund Hbf (an 14:51),9
12:06 (+7),12:13,RE 3509,Berlin Südkreuz (an 12:23),6
12:17 (+3),12:20,IC 2177,Dresden Hbf (an 14:28),6
12:24 (+1),12:25,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),6
12:26 (+1),12:27,ICE 1009,München Hbf (an 16:45),7
12:32 (+1),12:33,RE 3348,Schwedt(Oder) (an 13:55),9
12:54 (+10),13:04,RE 4358,Rostock Hbf (an 15:21),10
12:57 (+5),13:02,ICE 691,München Hbf (an 21:15),7
13:03 (+6),13:09,ICE 932,Ostseebad Binz (an 16:41),8
13:06 (+13),13:19,RE 4359,Berlin Südkreuz (an 13:23),6
13:14,13:14,RB 18259,Werder(Havel) (an 14:17),5
13:16,13:16,RB 56809,Schwerin Hbf (an 15:48),9
13:16,13:16,RE 56809,Schwerin Hbf (an 15:48),
13:24,13:24,RE 3349,Berlin Südkreuz (an 13:39),6
13:26 (+8),13:34,ICE 1509,München Hbf (an 17:43),7
13:32 (+1),13:33,RE 3310,Stralsund Hbf (an 16:44),9
13:45,13:45,IC 2178,Rostock Hbf (an 15:35),9
13:54 (+2),13:56,RE 3512,Stralsund Hbf (an 16:51),9
14:06 (+9),14:15,RE 3511,Berlin Südkreuz (an 14:23),9
14:12,14:12,RE 73812,Brandenburg Hbf (an 15:33),
14:17 (+3),14:20,IC 2179,Dresden Hbf (an 16:28),6
14:24 (+1),14:25,RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),6
14:26 (+1),14:27,ICE 1101,München Hbf (an 18:43),7
14:32 (+1),14:33,RE 3350,Schwedt(Oder) (an 15:55),9
14:54,14:54,RE 4360,Rostock Hbf (an 17:21),10
15:04 (+25),15:29,ICE 930,Ostseebad Binz (an 18:40),7
15:06 (+1),15:07,RE 4361,Berlin Südkreuz (an 15:23),6
15:10,15:10,RE 3336,Angermünde (an 16:01),8
15:14,15:14,RB 18263,Berlin-Spandau (an 15:28),
15:14,15:14,RB 93263,Werder(Havel) (an 16:17),
15:16,15:16,RB 56811,Schwerin Hbf (an 17:48),9
15:16,15:16,RE 56811,Schwerin Hbf (an 17:48),
15:23,15:23,RE 3624,Perleberg (an 17:51),
15:24 (+1),15:25,RE 3351,Lutherstadt Wittenberg Hbf (an 17:06),6
15:26 (+4),15:30,ICE 1601,München Hbf (an 19:43),7
15:32 (+1),15:33,RE 3312,Stralsund Hbf (an 18:44),9
15:44 (+1),15:45,IC 2176,Rostock Hbf (an 17:37),9
15:54,15:54,RE 3514,Stralsund Hbf (an 18:51),10
16:01 (+2),16:03,ICE 1163,Stuttgart Hbf (an 20:57),7
16:06 (+4),16:10,RE 3513,Berlin Südkreuz (an 16:24),6
16:11,16:11,RE 3330,Angermünde (an 17:02),10
16:15,16:15,RB 18265,Werder(Havel) (an 17:17),5
16:17 (+2),16:19,IC 2271,Dresden Hbf (an 18:28),6
16:24 (+8),16:32,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),6
16:26 (+9),16:35,ICE 1103,München Hbf (an 20:46),7
16:32 (+1),16:33,RE 3352,Schwedt(Oder) (an 17:55),9
16:54 (+10),17:04,RE 4362,Rostock Hbf (an 19:21),10
16:57 (+21),17:18,ICE 2849,Stuttgart Hbf (an 23:11),10
16:57 (+21),17:18,ICE 695,Stuttgart Hbf (an 23:11),7
17:03 (+4),17:07,ICE 838,Stralsund Hbf (an 19:46),10
17:06 (+17),17:23,RE 4363,Berlin Südkreuz (an 17:23),6
17:14,17:14,RB 18267,Werder(Havel) (an 18:17),5
17:16,17:16,RB 56813,Schwerin Hbf (an 19:48),
17:16,17:16,RE 56813,Schwerin Hbf (an 19:48),
17:19,17:19,RE 3338,Angermünde (an 18:06),8
17:24 (+2),17:26,RE 3353,Lutherstadt Wittenberg Hbf (an 19:06),6
17:26 (+14),17:40,ICE 1603,München Hbf (an 21:43),7
17:32 (+2),17:34,RE 3314,Stralsund Hbf (an 20:44),9
17:44 (+4),17:48,IC 2174,Rostock Hbf (an 19:37),9
17:54 (+13),18:07,RE 3516,Stralsund Hbf (an 20:51),9
18:06 (+13),18:19,RE 3515,Berlin Südkreuz (an 18:23),6
18:09,18:09,RE 3332,Angermünde (an 19:01),7
18:17 (+6),18:23,IC 2273,Dresden Hbf (an 20:28),6
18:23 (+1),18:24,RB 3630,Perleberg (an 20:51),
18:24 (+15),18:39,RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),6
18:26 (+25),18:51,ICE 1105,München Hbf (an 23:20),7
18:32 (+1),18:33,RE 3354,Schwedt(Oder) (an 19:55),10
