Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:56,00:56,RE 3363,Jüterbog (an 01:41),3
05:03,05:03,RE 3302,Stralsund Hbf (an 08:45),4
05:22,05:22,RE 3144,Falkenberg(Elster) (an 06:44),3
05:37,05:37,RE 3167,Stendal Hbf (an 07:13),4
05:51,05:51,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),3
06:05,06:05,RE 3342,Angermünde (an 07:23),
06:20,06:20,RE 3164,Jüterbog (an 06:54),3
06:37,06:37,RE 3147,Berlin-Spandau (an 07:04),
06:54,06:54,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),3
07:03,07:03,RB 18236,Berlin Ostkreuz (an 23:19),4
07:03,07:03,RE 3304,Stralsund Hbf (an 10:44),4
07:22,07:22,RE 3146,Falkenberg(Elster) (an 08:44),3
07:37,07:37,RE 3169,Stendal Hbf (an 09:30),4
07:51,07:51,RE 3343,Luckenwalde (an 08:27),3
08:05,08:05,RE 3344,Angermünde (an 09:23),
08:20,08:20,RE 3166,Jüterbog (an 08:54),3
08:37,08:37,RE 3149,Berlin-Spandau (an 09:04),
08:54,08:54,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),3
09:03,09:03,RE 3306,Stralsund Hbf (an 12:44),4
09:37,09:37,RE 3171,Stendal Hbf (an 11:30),4
10:05,10:05,RE 3346,Schwedt(Oder) (an 11:55),4
10:20,10:20,RE 3168,Jüterbog (an 10:54),3
10:37,10:37,RE 3151,Rathenow (an 11:54),4
10:54,10:54,RB 18237,Flughafen BER (an 23:05),3
10:54,10:54,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),3
11:03,11:03,RE 3308,Stralsund Hbf (an 14:44),4
11:22,11:22,RE 3150,Falkenberg(Elster) (an 12:44),3
11:51,11:51,RE 3347,Luckenwalde (an 12:27),3
12:06 (+10),12:16,RE 3348,Schwedt(Oder) (an 13:55),4
12:20 (+5),12:25,RE 3170,Jüterbog (an 12:54),3
12:37,12:37,RB 18137,Rathenow (an 13:54),4
12:37 (+2),12:39,RE 3153,Rathenow (an 13:54),4
12:54,12:54,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),3
13:03,13:03,RE 3310,Stralsund Hbf (an 16:44),4
13:22,13:22,RE 3152,Falkenberg(Elster) (an 14:44),3
13:37,13:37,RE 3175,Stendal Hbf (an 15:30),4
13:51,13:51,RE 3349,Luckenwalde (an 14:27),3
14:05,14:05,RE 3350,Schwedt(Oder) (an 15:55),4
14:37,14:37,RB 18138,Flughafen BER (an 23:36),4
14:37,14:37,RE 3155,Berlin-Spandau (an 15:04),
14:54,14:54,RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),3
15:03,15:03,RE 3312,Stralsund Hbf (an 18:44),4
15:37,15:37,RE 3177,Stendal Hbf (an 17:30),4
15:51,15:51,RE 3351,Lutherstadt Wittenberg Hbf (an 17:06),3
16:05,16:05,RE 3352,Schwedt(Oder) (an 17:55),4
16:37,16:37,RE 3157,Berlin-Spandau (an 17:04),
16:54,16:54,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),3
17:03,17:03,RE 3314,Stralsund Hbf (an 20:44),4
17:37,17:37,RE 26117,Stendal Hbf (an 19:30),
17:37,17:37,RE 3179,Stendal Hbf (an 19:30),4
17:51,17:51,RE 3353,Lutherstadt Wittenberg Hbf (an 19:06),3
18:05,18:05,RE 3354,Angermünde (an 19:23),
18:37,18:37,RE 3159,Berlin-Spandau (an 19:04),
18:54,18:54,RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),3
19:03,19:03,RE 3,Dresden-Neustadt (an 22:17),
19:03,19:03,RE 3316,Stralsund Hbf (an 22:49),
19:22,19:22,RE 3158,Falkenberg(Elster) (an 20:44),3
19:37,19:37,RE 3181,Stendal Hbf (an 21:13),4
20:05,20:05,RE 3356,Angermünde (an 21:23),
20:37,20:37,RE 3161,Berlin-Spandau (an 21:04),
20:53,20:53,RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),3
21:03,21:03,RE 3318,Pasewalk (an 23:19),
21:38,21:38,RE 3183,Stendal Hbf (an 23:13),
22:05,22:05,RE 3358,Schwedt(Oder) (an 23:56),4
22:54,22:54,RE 3317,Lutherstadt Wittenberg Hbf (an 00:08),3
22:59,22:59,RE 3185,Stendal Hbf (an 00:18),
23:49 (+9),23:58,RE 3359,Hennigsdorf(b Berlin) (an 16:27),
