Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:10 (+99),01:49,ICE 947,Berlin Ostbahnhof (an 00:36),6
01:05,01:05,RE 3165,Rathenow (an 01:54),3
01:14 (+5),01:19,ICE 1707,Berlin Ostbahnhof (an 01:40),6
01:41 (+11),01:52,ICE 274,Berlin Ostbahnhof (an 02:07),6
04:35,04:35,RE 62040,Elsterwerda (an 06:29),5
04:39 (+1),04:40,ICE 646,Köln Hbf (an 09:33),4
04:46,04:46,ICE 277,Chur (an 14:22),3
04:48,04:48,ICE 1706,Hamburg Hbf (an 07:11),4
04:48,04:48,ICE 2802,Hamburg Hbf (an 07:11),4
04:54,04:54,RE 3144,Trebbin (an 05:38),6
05:06,05:06,RE 4,Wuppertal Hbf (an 23:05),
05:07,05:07,RE 3102,Cottbus Hbf (an 06:56),5
05:22,05:22,RE 62000,Elsterwerda (an 07:15),5
05:28,05:28,RB 18240,Berlin Gesundbrunnen (an 05:40),
05:28,05:28,RB 21,Berlin Gesundbrunnen (an 05:40),
05:46 (+1),05:47,ICE 946,Köln Hbf (an 10:35),3
05:54,05:54,RE 3164,Jüterbog (an 06:54),6
05:56,05:56,RE 3103,Hennigsdorf(b Berlin) (an 06:23),3
05:57,05:57,ICE 2810,Hamburg Hbf (an 08:15),4
05:57,05:57,ICE 608,Hamburg Hbf (an 08:15),4
06:01,06:01,RB 62051,Rangsdorf (an 06:38),6
06:03,06:03,RB 62050,Wustermark (an 06:19),3
06:06,06:06,RE 3167,Stendal Hbf (an 07:13),4
06:07,06:07,RE 3104,Cottbus Hbf (an 07:57),6
06:22,06:22,RE 62002,Elsterwerda (an 08:31),5
06:27,06:27,ICE 240,Amsterdam Centraal (an 11:59),3
06:28,06:28,RB 18242,Berlin Gesundbrunnen (an 06:40),
06:30 (+4),06:34,ICE 1272,Berlin Ostbahnhof (an 07:02),6
06:30,06:30,RB 18245,Potsdam Hbf (an 07:23),
06:37,06:37,RE 62005,Elstal (an 06:49),3
06:46,06:46,ICE 279,Interlaken Ost (an 15:59),4
06:48,06:48,ICE 1604,Berlin Gesundbrunnen (an 10:31),
06:48,06:48,ICE 1704,Hamburg Hbf (an 09:18),3
06:54,06:54,RE 3146,Trebbin (an 07:38),6
06:56,06:56,RE 3105,Hennigsdorf(b Berlin) (an 07:23),3
07:01,07:01,RB 62053,Rangsdorf (an 07:38),6
07:03,07:03,RB 62052,Wustermark (an 07:18),3
07:06,07:06,RE 3147,Rathenow (an 07:52),4
07:07,07:07,RE 3106,Cottbus Hbf (an 08:56),6
