Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
13:23 (+2),RB 61058,Wensickendorf (ab 13:02),Berlin-Karow
13:53,RB 61018,Groß Schönebeck (ab 13:12),Berlin-Karow
14:23 (+1),RB 61060,Wensickendorf (ab 14:02),Berlin-Karow
15:23 (+1),RB 61062,Wensickendorf (ab 15:02),Berlin-Karow
15:53 (+1),RB 61022,Groß Schönebeck (ab 15:12),Berlin-Karow
16:23 (+1),RB 61064,Wensickendorf (ab 16:02),Berlin-Karow
16:53 (+1),RB 61024,Groß Schönebeck (ab 16:12),Berlin-Karow
17:23 (+1),RB 61066,Wensickendorf (ab 17:02),Berlin-Karow
17:53 (+5),RB 61026,Groß Schönebeck (ab 17:12),Berlin-Karow
18:23 (+2),RB 61068,Wensickendorf (ab 18:02),Berlin-Karow
20:53 (+1),RB 61032,Klosterfelde (ab 20:27),Berlin-Karow
