Ankunft,Zugnr.,von (Abfahrt),Ankunftsbhf.
00:08,ICE 947,Köln Hbf (ab 19:27),Berlin-Spandau
00:21,RB 92052,Wustermark (ab 00:02),Berlin-Spandau
00:35,RE 92030,Berlin Hbf (ab 00:25),Berlin-Spandau
00:57,RE 89744,Gevelsberg West (ab 00:08),Berlin-Spandau
01:03,RE 3165,Berlin Hbf (ab 00:53),Berlin-Spandau
01:12 (+3),ICE 1707,Hamburg-Altona (ab 22:34),Berlin-Spandau
01:27,RE 26846,Gevelsberg West (ab 00:38),Berlin-Spandau
01:32,RB 62087,Wustermark (ab 01:16),Berlin-Spandau
01:57,RB 56642,Gevelsberg West (ab 01:08),Berlin-Spandau
02:08,RE 62088,Berlin Hbf (ab 01:57),Berlin-Spandau
02:34,RB 62089,Wustermark (ab 02:16),Berlin-Spandau
02:57,RE 26848,Aachen Hbf (Bus) (ab 01:36),Berlin-Spandau
03:14,RE 62090,Berlin Hbf (ab 03:03),Berlin-Spandau
03:31,RB 62091,Wustermark (ab 03:15),Berlin-Spandau
04:09,RE 62092,Berlin Hbf (ab 03:57),Berlin-Spandau
04:33,RE 62040,Wustermark (ab 04:16),Berlin-Spandau
04:35,RE 62001,Berlin Hbf (ab 04:25),Berlin-Spandau
04:38 (+1),ICE 646,Berlin Ostbahnhof (ab 04:09),Berlin-Spandau
04:47,ICE 1706,Berlin Südkreuz (ab 04:29),Berlin-Spandau
05:20,RE 62000,Elstal (ab 05:07),Berlin-Spandau
05:28,RB 18243,Berlin Gesundbrunnen (ab 05:14),Berlin-Spandau
05:37,RE 28505,Gevelsberg West (ab 04:48),Berlin-Spandau
05:38,RE 62003,Berlin Hbf (ab 05:25),Berlin-Spandau
05:45 (+1),ICE 946,Berlin Ostbahnhof (ab 05:15),Berlin-Spandau
05:52,RE 3164,Stendal Hbf (ab 04:48),Berlin-Spandau
05:54,RE 3103,Cottbus Hbf (ab 04:00),Berlin-Spandau
05:56,ICE 608,Berlin Südkreuz (ab 05:31),Berlin-Spandau
05:57,RE 89868,Gevelsberg West (ab 05:08),Berlin-Spandau
