Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:16,00:16,RE 3366,Blönsdorf (an 23:02),
00:43,00:43,RE 3363,Jüterbog (an 01:41),2
04:42,04:42,RB 62094,Wustermark (an 05:18),4
04:50,04:50,RE 3369,Berlin Südkreuz (an 04:53),2
04:50,04:50,RE 62040,Elsterwerda (an 06:29),
05:05,05:05,IR 682,Schwerin Hbf (an 07:48),3
05:05,05:05,RE 56301,Schwerin Hbf (an 07:48),
05:10,05:10,RE 62003,Elstal (an 05:53),4
05:12,05:12,RE 3144,Falkenberg(Elster) (an 06:44),2
05:15,05:15,RB 92002,Stralsund Rügendamm (an 08:44),3
05:15,05:15,RE 3302,Stralsund Rügendamm (an 08:44),3
05:35,05:35,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),1
05:41,05:41,RE 3504,Oranienburg (an 06:13),
05:42,05:42,RB 62050,Wustermark (an 06:19),4
05:46,05:46,RE 62000,Elsterwerda (an 07:15),1
05:48,05:48,RE 3167,Schorndorf (an 17:09),3
05:50,05:50,RB 18501,Dresden-Neustadt (an 17:47),4
06:10,06:10,RE 3164,Jüterbog (an 06:54),2
06:11,06:11,RB 18500,Dresden-Neustadt (an 13:47),1
06:11,06:11,RE 20,Cottbus Hbf (an 22:43),
06:12,06:12,RE 62005,Elstal (an 06:49),4
06:16 (+2),06:18,RE 3342,Schwedt(Oder) (an 07:55),3
06:17,06:17,RB 62051,Rangsdorf (an 06:38),1
06:18,06:18,RE 3503,Berlin Südkreuz (an 06:23),2
06:20,06:20,RE 21820,Berlin Hbf (an 06:23),4
06:36,06:36,RB 21822,Berlin Hbf (an 06:39),4
06:41 (+1),06:42,RE 4352,Rostock Hbf (an 09:29),3
06:42,06:42,RB 62052,Wustermark (an 07:18),4
06:43 (+1),06:44,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),2
06:47 (+1),06:48,RE 3147,Rathenow (an 07:52),3
06:48,06:48,RE 62002,Elsterwerda (an 08:31),1
06:50,06:50,RB 18503,Berlin Hbf (an 06:53),4
07:05,07:05,RE 21826,Berlin Hbf (an 07:08),4
07:10 (+1),07:11,RE 62007,Elstal (an 07:53),4
07:11,07:11,RB 18502,Lübbenau(Spreewald) (an 08:15),1
07:12 (+16),07:28,RE 3146,Falkenberg(Elster) (an 08:44),2
07:12,07:12,RE 4320,Bad Kleinen (an 23:59),2
07:15,07:15,RB 92004,Stralsund Rügendamm (an 10:43),3
07:15 (+2),07:17,RE 3304,Stralsund Rügendamm (an 10:43),3
07:17 (+12),07:29,RB 62053,Rangsdorf (an 07:38),1
07:17 (+3),07:20,RE 4353,Berlin Südkreuz (an 07:23),2
07:35 (+5),07:40,RE 3343,Luckenwalde (an 08:27),1
07:40,07:40,RE 3506,Fürstenberg(Havel) (an 08:46),3
07:43,07:43,RB 62054,Berlin-Spandau (an 07:59),
07:46,07:46,RE 62004,Elsterwerda (an 09:14),1
07:49,07:49,RE 3169,Schorndorf (an 17:39),3
07:50,07:50,RB 18505,Dresden-Neustadt (an 20:47),4
08:10,08:10,RE 3166,Jüterbog (an 08:54),2
08:11,08:11,RB 18504,Lübbenau(Spreewald) (an 09:15),1
08:12,08:12,RE 62009,Elstal (an 08:49),4
08:16,08:16,RE 3344,Schwedt(Oder) (an 09:55),3
08:17,08:17,RB 62055,Berlin Südkreuz (an 08:21),1
08:17,08:17,RJX 760,Berlin Südkreuz (an 08:21),1
08:19,08:19,RE 3505,Sargans (an 23:24),2
08:41 (+3),08:44,RE 4354,Rostock Hbf (an 11:29),3
08:42,08:42,RB 62056,Berlin-Spandau (an 08:59),
08:43,08:43,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),2
08:47,08:47,RE 3149,Schorndorf (an 12:39),3
08:48,08:48,RE 62006,Elsterwerda (an 10:31),1
08:50,08:50,RB 18507,Berlin Hbf (an 08:53),4
09:10,09:10,RE 62011,Elstal (an 09:55),4
09:11,09:11,RB 18506,Lübbenau(Spreewald) (an 10:15),
09:12,09:12,RE 3148,Falkenberg(Elster) (an 10:44),2
