Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:23,00:23,RE 60912,Berlin Hbf (an 00:36),
00:23,00:23,RE 62038,Berlin Hbf (an 00:36),5
00:29 (+43),01:12,ICE 947,Berlin Ostbahnhof (an 00:53),5
01:14 (+4),01:18,ICE 1707,Berlin Ostbahnhof (an 01:40),6
01:41 (+32),02:13,ICE 274,Berlin Ostbahnhof (an 02:07),6
02:36,02:36,RB 62089,Berlin Hbf (an 02:47),5
04:24,04:24,ICE 646,Köln Hbf (an 09:33),4
04:30,04:30,RB 18241,Werder(Havel) (an 05:27),4
04:35,04:35,RE 62040,Doberlug-Kirchhain (an 06:14),5
04:46 (+1),04:47,ICE 277,Chur (an 14:22),3
04:48,04:48,ICE 1706,Hamburg Hbf (an 07:11),4
04:54,04:54,RE 3144,Herzberg(Elster) (an 06:31),6
04:55,04:55,RE 3101,Hennigsdorf(b Berlin) (an 05:23),3
05:06,05:06,RE 3145,Stendal Hbf (an 06:13),4
05:06,05:06,RE 4,München Hbf (an 08:35),
05:07 (+1),05:08,RE 3102,Cottbus Hbf (an 06:56),5
05:22,05:22,RE 62000,Elsterwerda (an 07:15),5
05:28,05:28,RB 18240,Berlin Gesundbrunnen (an 05:40),5
05:30,05:30,RB 18243,Werder(Havel) (an 06:17),4
05:40,05:40,RE 62003,Elstal (an 05:53),3
05:45 (+29),06:14,ICE 946,Köln Hbf (an 10:35),3
05:54 (+1),05:55,RE 3164,Jüterbog (an 06:54),6
05:56,05:56,RE 3103,Hennigsdorf(b Berlin) (an 06:23),3
05:57 (+19),06:16,ICE 2828,Bamberg (an 14:40),4
05:57 (+20),06:17,ICE 608,Hamburg Hbf (an 08:15),
06:01,06:01,RB 62051,Rangsdorf (an 06:38),6
06:06 (+1),06:07,RE 3167,Stendal Hbf (an 07:13),4
06:07,06:07,RE 3104,Cottbus Hbf (an 07:57),6
06:11,06:11,ICE 240,Amsterdam Centraal (an 11:59),3
06:22,06:22,RE 62002,Elsterwerda (an 08:31),5
06:28,06:28,RB 18242,Berlin Gesundbrunnen (an 06:40),5
06:30 (+43),07:13,ICE 1272,Frankfurt(M) Flughafen Fernbahnhof (an 23:46),6
06:30,06:30,RB 18245,Werder(Havel) (an 07:21),4
06:37 (+37),07:14,RE 62005,Elstal (an 06:49),3
06:46,06:46,ICE 279,Interlaken Ost (an 15:59),4
06:48,06:48,ICE 1604,Berlin Gesundbrunnen (an 10:31),
06:54,06:54,RE 3146,Herzberg(Elster) (an 08:31),6
06:56,06:56,RE 3105,Hennigsdorf(b Berlin) (an 07:23),4
07:01,07:01,RB 62053,Rangsdorf (an 07:38),6
07:06,07:06,RE 3147,Rathenow (an 07:52),4
07:07,07:07,RE 3106,Cottbus Hbf (an 08:56),6
07:17 (+1),07:18,ICE 1605,München Hbf (an 00:34),
07:17 (+1),07:18,ICE 2465,Berlin Hbf (an 07:34),6
07:22 (+23),07:45,RE 62004,Elsterwerda (an 09:14),5
07:30,07:30,RB 18244,Berlin Gesundbrunnen (an 07:48),5
07:30,07:30,RB 18247,Werder(Havel) (an 08:17),4
07:33 (+3),07:36,ICE 649,Berlin Ostbahnhof (an 08:03),6
07:41 (+1),07:42,RE 62007,Elstal (an 07:53),3
07:46 (+1),07:47,ICE 944,Köln Hbf (an 12:33),3
07:49 (+4),07:53,ICE 606,Hamburg-Altona (an 10:24),4
07:54 (+4),07:58,RE 3166,Jüterbog (an 08:54),6
07:56,07:56,RE 3107,Hennigsdorf(b Berlin) (an 08:23),3
07:59 (+4),08:03,ICE 851,Berlin Ostbahnhof (an 08:28),5
08:01 (+1),08:02,RB 62055,Berlin Südkreuz (an 08:21),6
08:06 (+3),08:09,RE 3169,Stendal Hbf (an 09:30),4
08:07 (+2),08:09,RE 3108,Cottbus Hbf (an 09:55),6
08:08 (+1),08:09,ICE 2525,Leipzig Hbf (an 09:46),5
08:10 (+2),08:12,ICE 148,Amsterdam Centraal (an 14:01),3
08:18,08:18,DRF 1322,Köln Hbf (an 13:41),3
08:18 (+1),08:19,FLX 1322,Köln Hbf (an 13:41),3
08:22,08:22,RE 62006,Elsterwerda (an 10:31),5
08:27 (+2),08:29,RB 18246,Berlin Gesundbrunnen (an 08:40),6
08:37,08:37,RE 62009,Elstal (an 08:49),3
08:42 (+2),08:44,ICE 1702,Hamburg Hbf (an 11:12),3
08:42 (+2),08:44,ICE 2462,Hamburg Hbf (an 11:12),3
08:46 (+1),08:47,ICE 371,Basel SBB (an 15:48),4
08:54,08:54,RE 3148,Herzberg(Elster) (an 10:31),6
08:56,08:56,RE 3109,Hennigsdorf(b Berlin) (an 09:23),3
09:01,09:01,RB 62057,Berlin Südkreuz (an 09:21),6
09:03,09:03,RB 62056,Wustermark (an 09:18),3
09:06 (+33),09:39,ICE 541,Berlin Ostbahnhof (an 09:41),5
09:06,09:06,RE 3149,Rathenow (an 09:54),4
09:07,09:07,RE 3110,Cottbus Hbf (an 10:55),6
09:17 (+4),09:21,ICE 1901,Berlin Hbf (an 09:34),6
09:22,09:22,RE 62008,Baruth(Mark) (an 10:36),5
09:25,09:25,ICE 676,Berlin Ostbahnhof (an 09:51),6
09:28 (+1),09:29,RB 18248,Berlin Gesundbrunnen (an 09:40),5
09:43,09:43,RE 62011,Elstal (an 09:55),3
09:46 (+5),09:51,ICE 942,Köln Hbf (an 14:32),4
09:47,09:47,ICE 741,Berlin Hbf (an 10:01),6
09:49,09:49,ICE 2534,Hamburg-Altona (an 12:26),3
09:54 (+3),09:57,RE 3168,Berlin Südkreuz (an 10:13),6
09:56,09:56,RE 3111,Hennigsdorf(b Berlin) (an 10:23),3
10:00 (+3),10:03,RB 62059,Berlin Südkreuz (an 10:22),6
10:05 (+1),10:06,RE 3112,Cottbus Hbf (an 11:55),6
