Abfahrt,Zugnr.,nach (Ankunft),Gleis
06:33 (+197),ICE 904,Berlin Gesundbrunnen (an 06:37),5
06:36 (+54),ICE 1003,München Hbf (an 10:45),4
06:37,ICE 1704,Hamburg Hbf (an 09:18),7
06:37,RE 3105,Hennigsdorf(b Berlin) (an 07:23),14
06:37 (+1),RE 94755,Frankfurt(Oder) (an 07:47),
06:40,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),2 A - D
06:43 (+1),IC 2432,Norddeich Mole (an 14:20),13
06:44,RE 62002,Elsterwerda (an 08:31),2 D - G
06:46,RE 3706,Lübbenau(Spreewald) (an 08:03),11
06:46 (+1),RE 4352,Rostock Hbf (an 09:21),5
06:48,RB 62052,Berlin-Spandau (an 06:59),7
06:54 (+1),RE 3147,Rathenow (an 07:52),7
06:57 Ausfall,ICE 1548,Köln Hbf (an 12:13),14
06:58 (+1),ICE 938,Ostseebad Binz (an 10:33),6
06:59 (+1),RE 94715,Frankfurt(Oder) (an 08:20),
07:00,RB 18502,Lübbenau(Spreewald) (an 08:15),1
07:01,RE 92078,Berlin-Wannsee (an 07:20),
07:01 (+1),RE 94720,Berlin-Wannsee (an 07:20),
07:06 (+1),ICE 595,München Hbf (an 15:14),4
07:09,RE 3146,Falkenberg(Elster) (an 08:44),2
07:14,RB 62053,Berlin Südkreuz (an 07:21),1
07:14,RE 4353,Berlin Südkreuz (an 07:23),4
07:14,RE 5,Biberach(Riß) (an 08:07),
07:15 (+21),RE 3711,Dessau Hbf (an 08:53),13
07:20,ICE 2595,Frankfurt(Main)Hbf (an 12:26),
07:22 (+1),RE 3304,Stralsund Hbf (an 10:44),6
07:24,RE 62007,Elstal (an 07:53),7
07:24,RE 75851,Potsdam Hbf (an 07:51),
07:26,RE 3106,Cottbus Hbf (an 08:56),12
07:28 (+2),RJ 171,Praha hl.n. (an 11:25),3
07:29 (+1),ICE 944,Köln Hbf (an 12:33),14
07:32,RE 3343,Luckenwalde (an 08:27),2
07:36,IC 2274,Rostock Hbf (an 09:37),
07:36 (+3),ICE 1503,München Hbf (an 11:43),4
07:37 (+12),RE 3107,Hennigsdorf(b Berlin) (an 08:23),14
07:37,RE 94757,Berlin Ostkreuz (an 07:51),
07:38 (+1),ICE 606,Hamburg-Altona (an 10:24),6
07:43,RE 62004,Elsterwerda (an 09:14),2
07:46 (+1),RE 3506,Stralsund Hbf (an 10:51),6
07:46,RE 3708,Senftenberg (an 09:41),11
07:48,RB 62054,Berlin-Spandau (an 07:59),
07:52 (+1),ICE 371,Basel SBB (an 15:48),
07:54,RE 3169,Stendal Hbf (an 09:30),7
07:59,RE 93718,Berlin Ostbahnhof (an 08:09),
08:00,RB 18504,Lübbenau(Spreewald) (an 09:15),2
08:01,RE 33682,Berlin-Wannsee (an 08:20),
08:07 (+1),ICE 148,Amsterdam Centraal (an 14:01),7
08:07,RE 3166,Jüterbog (an 08:54),2
08:08 (+1),FLX 1322,Köln Hbf (an 13:41),6
08:14,RB 62055,Berlin Südkreuz (an 08:21),1
08:15 (+15),RE 3713,Dessau Hbf (an 09:53),13
08:16,RE 3505,Sargans (an 23:24),3
08:18 (+1),ICE 642,Köln Hbf (an 13:34),14
08:23 (+8),FLX 1337,Basel Bad Bf (an 17:11),1
08:23 (+1),RE 3344,Schwedt(Oder) (an 09:55),6
08:24,RE 75853,Potsdam Hbf (an 08:51),
08:25,RE 62009,Elstal (an 08:49),7 A - D
08:26 (+1),IC 2173,Wien Franz-Josefs-Bahnhof (an 16:27),4
08:26,RE 3108,Cottbus Hbf (an 09:55),12
08:27 (+11),ICE 1702,Hamburg Hbf (an 11:12),5
08:27 (+7),ICE 2462,Hamburg Hbf (an 11:12),
08:29 (+55),ICE 2525,Leipzig Hbf (an 09:46),
08:36 (+14),ICE 1005,München Hbf (an 12:46),4
08:36 (+14),ICE 2863,München Hbf (an 12:46),4
08:37 (+1),RE 3109,Hennigsdorf(b Berlin) (an 09:23),14
08:37 (+1),RE 94759,Berlin Ostbahnhof (an 08:46),
08:40,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),2 A - D
08:44,RE 62006,Elsterwerda (an 10:31),2 D - G
08:46,RE 3710,Senftenberg (an 10:41),11
08:46 (+1),RE 4354,Rostock Hbf (an 11:21),5
08:48,RB 62056,Wustermark (an 09:18),7
08:54 (+1),RE 3149,Rathenow (an 09:54),7
08:55,ICE 841,Berlin Ostbahnhof (an 09:03),11
08:58,ICE 936,Ostseebad Binz (an 12:29),6
08:59,RE 93720,Berlin Ostbahnhof (an 09:09),
08:59,RE 94719,Berlin Ostbahnhof (an 09:09),
09:00 Ausfall,ICE 1052,Köln Hbf (an 14:19),
09:00,RB 18506,Lübbenau(Spreewald) (an 10:15),1
09:01,RE 33684,Berlin-Wannsee (an 09:20),
09:01 (+1),RE 94724,Berlin-Wannsee (an 09:20),
09:05 (+1),ICE 597,München Hbf (an 17:16),4
09:09 (+5),RE 3148,Falkenberg(Elster) (an 10:44),2
09:14 (+4),RB 62057,Berlin Südkreuz (an 09:21),1
09:14,RE 4355,Berlin Südkreuz (an 09:23),4
09:15 (+6),RE 3715,Dessau Hbf (an 10:53),14
09:20 (+1),ICE 797,Göttingen (an 11:51),13
09:22,RE 3306,Stralsund Hbf (an 12:44),6
09:24,RE 75855,Potsdam Hbf (an 09:51),
09:24 (+2),RE 94766,Berlin-Wannsee (an 09:41),
09:26 (+8),RE 3110,Cottbus Hbf (an 10:55),11
09:27,ICE 1104,Berlin Gesundbrunnen (an 09:31),5
09:27 (+4),RE 62011,Elstal (an 09:55),7
09:28 (+17),RJ 173,Praha hl.n. (an 13:25),3
09:31 (+2),ICE 942,Köln Hbf (an 14:32),14
09:32,RE 3345,Luckenwalde (an 10:27),2
09:36 (+2),ICE 1505,München Hbf (an 13:43),4
09:37,RB 94761,Berlin Ostbahnhof (an 09:46),
09:37 (+29),RE 3111,Hennigsdorf(b Berlin) (an 10:23),14
09:37,RE 94761,Berlin Ostbahnhof (an 09:46),
09:38 (+8),IC 2272,Rostock Hbf (an 11:37),5
09:38 (+1),ICE 2534,Hamburg-Altona (an 12:26),
09:43 (+1),RE 62008,Baruth(Mark) (an 10:36),1
09:46,RE 3508,Stralsund Hbf (an 12:51),6
09:46,RE 3712,Senftenberg (an 11:41),12
09:47,RB 62058,Berlin-Spandau (an 09:59),7
09:54 (+1),ICE 373,Chur (an 20:22),
09:54 (+1),RE 3171,Stendal Hbf (an 11:30),7
09:55 (+3),ICE 146,Amsterdam Centraal (an 16:01),14
09:59,RE 93722,Berlin Ostbahnhof (an 10:09),
09:59,RE 94721,Berlin Ostbahnhof (an 10:09),
10:00,RB 18508,Lübbenau(Spreewald) (an 11:15),2
10:01,RE 33686,Berlin-Wannsee (an 10:20),
10:01 (+1),RE 94726,Berlin-Wannsee (an 10:20),
10:06 (+4),FLX 1234,Hamburg Hbf (an 12:34),5
10:07 (+4),RE 3168,Jüterbog (an 10:54),2
10:14 (+1),RB 62059,Berlin Südkreuz (an 10:22),1
10:14 (+2),RE 3507,Berlin Südkreuz (an 10:24),4
10:15 (+22),RE 3717,Potsdam-Rehbrücke (an 10:43),14
10:22,RB 21857,Flughafen BER (an 10:45),1
10:23 (+1),RE 3346,Schwedt(Oder) (an 11:55),6
10:24,RE 75857,Potsdam Hbf (an 10:51),
10:25,RE 62013,Elstal (an 10:49),7 A - D
10:26,IC 2175,Dresden Hbf (an 12:28),4
10:26,ICE 1604,Berlin Gesundbrunnen (an 10:31),5
10:26,RE 3112,Cottbus Hbf (an 11:55),12
10:28,ICE 843,Berlin Ostbahnhof (an 10:34),11
10:29 (+1),ICE 2527,Leipzig Hbf (an 11:45),
10:35 (+10),ICE 640,Köln Hbf (an 15:34),14
10:36 (+11),ICE 1007,München Hbf (an 14:45),4
10:37,RB 21859,Berlin Südkreuz (an 10:44),
10:37 (+13),RE 3113,Hennigsdorf(b Berlin) (an 11:23),13
10:37 (+1),RE 94763,Berlin Ostbahnhof (an 10:46),
10:38,ICE 1700,Hamburg Hbf (an 13:12),7
10:40 (+1),RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),2 A - D
10:42 (+59),ICE 996,Berlin Ostbahnhof (an 10:49),11
10:44,RE 62010,Elsterwerda (an 12:31),2 D - G
10:46 (+10),RE 3714,Senftenberg (an 12:41),12
10:46 (+1),RE 4356,Rostock Hbf (an 13:21),5
10:48,RB 62060,Berlin-Spandau (an 10:59),7
10:52,RB 21861,Flughafen BER (an 11:14),1
10:54,RE 3151,Rathenow (an 11:54),7
10:57 Ausfall,ICE 1546,Aachen Hbf (an 17:09),
10:59,RE 93724,Berlin Ostbahnhof (an 11:09),
11:00,RB 18510,Lübbenau(Spreewald) (an 12:15),1
11:01,RE 33688,Berlin-Wannsee (an 11:20),
11:05 (+1),ICE 599,München Hbf (an 19:12),4
11:09,RE 3150,Falkenberg(Elster) (an 12:44),2
11:14,RB 62061,Berlin Südkreuz (an 11:21),1
11:14 (+2),RE 4357,Berlin Südkreuz (an 11:23),4
11:15 (+2),RE 3719,Dessau Hbf (an 12:53),13
11:22,RB 21865,Berlin Südkreuz (an 11:29),
11:22 (+7),RE 3308,Stralsund Hbf (an 14:44),6
11:24,RE 92646,Potsdam Hbf (an 11:51),
11:26,RE 3114,Cottbus Hbf (an 12:55),11
11:27,ICE 1102,Berlin Gesundbrunnen (an 11:31),5
11:27 (+2),RE 62015,Elstal (an 11:53),7
11:28 (+1),RJ 175,Sturovo (an 21:24),3
11:32 (+1),ICE 940,Köln Hbf (an 16:33),14
11:32,RE 3347,Luckenwalde (an 12:27),2
11:33,ICE 543,Berlin Ostbahnhof (an 11:40),12
11:36 (+2),ICE 1507,München Hbf (an 15:43),4
11:37 (+39),ICE 2532,Hamburg-Altona (an 14:24),
11:37,RB 21867,Berlin Südkreuz (an 11:44),
11:37 (+3),RE 3115,Hennigsdorf(b Berlin) (an 12:23),14
11:38 (+3),IC 2270,Rostock Hbf (an 13:37),5
11:42,RE 62012,Baruth(Mark) (an 12:36),2 A - D
11:46 (+1),RE 3510,Stralsund Hbf (an 14:51),6
11:46 (+1),RE 3716,Senftenberg (an 13:41),12
11:47 (+2),RB 62062,Berlin-Spandau (an 11:59),7
11:51 (+21),ICE 2555,Basel SBB (an 19:48),
11:52,EC 47,Warszawa Wschodnia (an 17:15),
11:52,ICE 1162,Berlin Gesundbrunnen (an 11:56),5
11:52,RB 21869,Berlin Südkreuz (an 11:59),
11:55,ICE 141,Berlin Ostbahnhof (an 12:13),12
11:55 (+2),RE 3173,Stendal Hbf (an 13:30),7
11:57 (+2),FLX 1239,Stuttgart Hbf (an 18:24),4
12:00,RB 18512,Lübbenau(Spreewald) (an 13:15),
12:01,RE 33690,Berlin-Wannsee (an 12:20),
12:01,RE 94730,Berlin-Wannsee (an 12:20),
12:06,DRF 1324,Köln Hbf (an 17:43),6
12:06 (+6),FLX 1324,Köln Hbf (an 17:43),7
12:07 (+1),ICE 144,Amsterdam Centraal (an 18:00),5
12:07,RE 3170,Berlin Südkreuz (an 12:13),2
12:14 (+1),RB 62063,Berlin Südkreuz (an 12:21),1
12:14 (+4),RE 3509,Berlin Südkreuz (an 12:23),4
12:15 (+1),RE 3721,Dessau Hbf (an 13:53),13
12:22,RB 21873,Berlin Südkreuz (an 12:29),
12:23 (+1),RE 3348,Schwedt(Oder) (an 13:55),6
12:24,RB 94772,Potsdam Hbf (an 12:51),
12:24 (+1),RE 62017,Elstal (an 12:49),7 D - G
12:24,RE 94772,Potsdam Hbf (an 12:51),
12:26 (+4),IC 2177,Dresden Hbf (an 14:28),4
12:26 (+4),RE 3116,Cottbus Hbf (an 13:55),12
12:27,ICE 1602,Berlin Gesundbrunnen (an 12:31),5
12:29 (+29),ICE 2529,Leipzig Hbf (an 13:45),
12:30 (+1),ICE 1908,Hamburg Hbf (an 15:12),8
12:33,ICE 845,Berlin Ostbahnhof (an 12:41),11
12:36 (+2),ICE 1009,München Hbf (an 16:45),4
12:37,RB 21875,Berlin Südkreuz (an 12:44),
12:37,RE 3117,Hennigsdorf(b Berlin) (an 13:23),13
12:40,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),2 A - D
12:43 (+1),ICE 548,Köln Hbf (an 17:35),14
12:44,RE 62014,Elsterwerda (an 14:31),2 D - G
12:46,RE 3718,Senftenberg (an 14:41),12
12:46,RE 4358,Rostock Hbf (an 15:21),5
12:48,RB 62064,Berlin-Spandau (an 12:59),6
12:49 (+2),FLX 1341,Basel Bad Bf (an 21:09),4
12:52,EC 57,Przemysl Glowny (an 22:43),
12:52,RB 21877,Berlin Südkreuz (an 12:59),
12:54,RE 3153,Berlin-Spandau (an 13:04),7
12:56 Ausfall,IC 2035,Berlin Ostbahnhof (an 13:04),11
12:58 Ausfall,ICE 1050,Aachen Hbf (an 19:10),
12:59,RE 93728,Berlin Ostbahnhof (an 13:09),
13:00,RB 18514,Lübbenau(Spreewald) (an 14:15),1
13:01,RE 33692,Berlin-Wannsee (an 13:20),
13:05 (+16),ICE 2913,München Hbf (an 21:15),4
13:05 (+16),ICE 691,München Hbf (an 21:15),4
13:09,RE 3152,Berlin Südkreuz (an 13:15),2
13:14,RB 62065,Berlin Südkreuz (an 13:21),1
13:14 (+3),RE 4359,Berlin Südkreuz (an 13:23),4
13:15 (+1),RE 3723,Dessau Hbf (an 14:53),13
13:19,RB 21881,Berlin Südkreuz (an 13:26),
13:22 (+6),RE 3310,Stralsund Hbf (an 16:44),6
13:24,RE 94774,Potsdam Hbf (an 13:51),
13:26,RE 3118,Cottbus Hbf (an 14:55),11
13:27,ICE 1100,Berlin Gesundbrunnen (an 13:31),5
13:27,RE 62019,Elstal (an 14:00),7
13:28 (+5),RJ 383,Praha hl.n. (an 17:25),3
13:29 (+18),ICE 848,Köln Hbf (an 18:33),14
13:32,RE 3349,Luckenwalde (an 14:27),2
13:33 (+37),ICE 545,Berlin Ostbahnhof (an 13:40),12
13:36 (+4),ICE 1509,München Hbf (an 17:43),4
13:37,RB 21883,Berlin Südkreuz (an 13:44),
13:37,RE 3119,Hennigsdorf(b Berlin) (an 14:23),14
13:37,RE 94769,Berlin Ostkreuz (an 13:51),
13:38 (+5),IC 2178,Rostock Hbf (an 15:35),5
13:38 (+2),ICE 2530,Hamburg-Altona (an 16:23),
13:43 (+4),RE 62016,Baruth(Mark) (an 14:36),2 A - D
13:46 (+1),RE 3512,Stralsund Hbf (an 16:51),5
13:46 (+1),RE 3720,Senftenberg (an 15:41),12
13:47,RB 62066,Wustermark (an 14:18),7
13:52,EC 49,Warszawa Wschodnia (an 19:15),
13:52,RB 21885,Berlin Südkreuz (an 13:59),
13:54 (+1),ICE 377,Freiburg(Breisgau) Hbf (an 21:01),
13:54,RE 3175,Stendal Hbf (an 15:30),7
13:55,ICE 143,Berlin Ostbahnhof (an 14:02),2
13:56,DRF 1321,Berlin Ostbahnhof (an 14:05),12
13:56 (+9),FLX 1321,Berlin Ostbahnhof (an 14:05),12
13:59,RE 93730,Berlin Ostbahnhof (an 14:09),
13:59,RE 94729,Berlin Ostkreuz (an 14:14),
14:00,RB 18516,Berlin Südkreuz (an 14:08),
14:01,RE 92654,Berlin-Wannsee (an 14:20),
14:01 (+2),RE 94734,Berlin-Wannsee (an 14:20),
14:07 (+1),ICE 142,Amsterdam Centraal (an 20:01),5
14:07 (+2),RE 3172,Jüterbog (an 14:54),2
14:08 (+257),FLX 1238,Hamburg Hbf (an 16:34),6
14:14 (+1),RB 62067,Berlin Südkreuz (an 14:21),1
14:14,RE 3511,Berlin Südkreuz (an 14:23),4
14:15 (+1),RE 3725,Dessau Hbf (an 15:53),13
14:21,RE 62021,Elstal (an 14:49),7 A - D
14:22,RB 21889,Berlin Südkreuz (an 14:29),
14:23 (+1),RE 3350,Schwedt(Oder) (an 15:55),6
14:24,RE 73835,Potsdam Hbf (an 14:51),
14:24,RE 94776,Potsdam Hbf (an 14:51),
14:26 (+6),IC 2179,Dresden Hbf (an 16:28),4
14:26 (+18),ICE 1600,Berlin Gesundbrunnen (an 14:31),5
14:26 (+18),ICE 2928,Berlin Gesundbrunnen (an 14:31),5
14:26 (+1),RE 3120,Cottbus Hbf (an 15:55),11
14:29 (+7),ICE 2531,Leipzig Hbf (an 15:45),
14:30 (+8),ICE 1906,Hamburg Hbf (an 17:12),7
14:31 (+9),ICE 847,Berlin Ostbahnhof (an 14:39),12
14:34 (+3),ICE 546,Köln Hbf (an 19:35),14
14:36 (+8),ICE 1101,München Hbf (an 18:43),4
14:37 (+2),RE 3121,Hennigsdorf(b Berlin) (an 15:23),14
14:37 (+1),RE 94771,Berlin Ostbahnhof (an 14:46),
14:40 (+8),RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),2 A - D
14:41,RB 62018,Elsterwerda (an 16:28),2 D - G
14:41,RE 62018,Elsterwerda (an 16:28),2 D - G
14:42 (+7),ICE 992,Berlin Ostbahnhof (an 14:49),11
14:46 (+1),RE 3722,Senftenberg (an 16:41),12
14:46 (+1),RE 4360,Rostock Hbf (an 17:21),5
14:48,RB 62068,Berlin-Spandau (an 14:59),7
14:52,EC 231,Gdynia Glowna (an 20:51),
14:54 (+1),RE 3155,Berlin-Spandau (an 15:04),7
14:57 Ausfall,ICE 1544,Aachen Hbf (an 20:52),
14:59,RE 93732,Berlin Ostbahnhof (an 15:09),
15:00,RB 18518,Lübbenau(Spreewald) (an 16:15),
15:01,RE 33696,Berlin-Wannsee (an 15:20),
15:01 (+1),RE 94736,Berlin-Wannsee (an 15:20),
15:05 Ausfall,IC 2034,Norddeich (an 22:14),13
15:05 (+2),ICE 693,München Hbf (an 23:15),4
15:09,RE 3154,Berlin Südkreuz (an 15:15),2
15:14,RB 62069,Berlin Südkreuz (an 15:21),1
15:14,RE 4361,Berlin Südkreuz (an 15:23),4
15:15 (+1),RE 3727,Dessau Hbf (an 16:53),14
15:20 (+2),ICE 2585,Stuttgart Hbf (an 22:04),
15:22 (+1),RE 3312,Stralsund Hbf (an 18:44),6
15:24,RE 92642,Potsdam Hbf (an 15:51),
15:24 (+1),RE 94778,Potsdam Hbf (an 15:51),
15:26,RE 3122,Cottbus Hbf (an 16:55),12
15:27 (+24),ICE 1008,Berlin Gesundbrunnen (an 15:31),5
15:27 (+20),RE 62023,Elstal (an 15:55),7
15:28 (+45),RJ 177,Wien Hbf (an 23:49),3
15:32 (+10),ICE 846,Köln Hbf (an 20:32),14
15:32,RE 3351,Berlin Südkreuz (an 15:39),2
15:33 (+23),ICE 547,Berlin Ostbahnhof (an 15:40),11
15:36 (+1),ICE 1601,München Hbf (an 19:43),4
15:37 (+5),RE 3123,Hennigsdorf(b Berlin) (an 16:23),14
15:37 (+5),RE 94773,Berlin Ostbahnhof (an 15:46),
15:38 (+1),IC 2176,Rostock Hbf (an 17:37),5
15:38 (+24),ICE 2528,Hamburg-Altona (an 18:23),
15:41,RE 62020,Baruth(Mark) (an 16:36),2
15:46,RE 3514,Stralsund Hbf (an 18:51),6
15:46 (+3),RE 3724,Senftenberg (an 17:41),12
15:47 (+5),RB 62070,Berlin-Spandau (an 15:59),7
15:51 (+25),ICE 2559,Karlsruhe Hbf (an 21:59),
15:52,EC 247,Warszawa Wschodnia (an 21:19),
15:54 (+12),RE 3177,Stendal Hbf (an 17:30),7
15:55 (+1),ICE 145,Berlin Ostbahnhof (an 16:02),2
15:57 (+26),FLX 1243,Stuttgart Hbf (an 22:31),5
15:58,DRF 1328,Köln Hbf (an 21:40),13
15:58 (+12),FLX 1328,Köln Hbf (an 21:40),13
15:59,RE 93734,Berlin Ostbahnhof (an 16:09),
16:00,RB 18520,Lübbenau(Spreewald) (an 17:15),2
16:01,RE 92478,Berlin-Wannsee (an 16:20),
16:07,ICE 140,Amsterdam Centraal (an 22:01),5
16:07,RE 3174,Berlin Südkreuz (an 16:13),2
16:09 (+2),ICE 374,Berlin Gesundbrunnen (an 16:13),
16:12,ICE 1163,Stuttgart Hbf (an 20:57),4
16:14 (+7),RB 62071,Berlin Südkreuz (an 16:21),1
16:15 (+1),RE 3729,Dessau Hbf (an 17:53),14
16:16 (+5),RE 3513,Berlin Südkreuz (an 16:24),3
16:21,RB 21905,Flughafen BER (an 16:45),
16:23 (+5),RE 3352,Schwedt(Oder) (an 17:55),6
16:24,RB 94780,Potsdam Hbf (an 16:51),
16:24,RE 73839,Potsdam Hbf (an 16:51),
16:24,RE 75859,Potsdam Hbf (an 16:51),
16:25 (+3),RE 62025,Elstal (an 16:49),7 A - D
16:26 (+3),IC 2271,Dresden Hbf (an 18:28),4
16:26 (+6),ICE 1508,Berlin Gesundbrunnen (an 16:31),5
16:26,RE 3124,Cottbus Hbf (an 17:55),12
16:29 (+3),ICE 2533,Leipzig Hbf (an 17:45),
16:30 (+33),ICE 2861,Berlin Ostbahnhof (an 16:39),11
16:30 (+35),ICE 849,Berlin Ostbahnhof (an 16:39),11
16:33 (+3),ICE 544,Köln Hbf (an 21:35),14
16:36 (+3),ICE 1103,München Hbf (an 20:46),4
16:36 (+4),ICE 2865,München Hbf (an 20:46),4
16:37,RE 21907,Berlin Südkreuz (an 16:44),
16:37,RE 3125,Hennigsdorf(b Berlin) (an 17:23),14
16:37 (+1),RE 94775,Berlin Ostbahnhof (an 16:46),
16:38 (+1),ICE 1904,Hamburg-Altona (an 19:24),7
16:38 (+1),ICE 2464,Hamburg-Altona (an 19:24),
16:40,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),2 A - D
16:44,RE 62022,Elsterwerda (an 18:31),2 D - G
16:46 (+2),RE 3726,Senftenberg (an 18:41),11
16:46 (+4),RE 4362,Rostock Hbf (an 19:21),5
16:48 (+2),RB 62072,Berlin-Spandau (an 16:59),7
16:52,EC 55,Krakow Glowny (an 23:44),
16:52,RE 21909,Berlin Südkreuz (an 16:59),
16:54,RE 3157,Berlin-Spandau (an 17:04),5
16:58 Ausfall,ICE 1542,Köln Hbf (an 22:17),
16:58 Ausfall,ICE 838,Stralsund Hbf (an 19:46),6
16:59,RE 93736,Berlin Ostbahnhof (an 17:09),
17:00,RB 18522,Cottbus Hbf (an 18:48),1
17:01,RE 94740,Berlin-Wannsee (an 17:20),
17:05 (+3),ICE 695,Stuttgart Hbf (an 23:11),4
17:09 (+1),ICE 844,Köln Hbf (an 22:33),13
17:09,RE 3156,Berlin Südkreuz (an 17:15),2
17:14,RB 62073,Berlin Südkreuz (an 17:21),1
17:14 (+1),RE 4363,Berlin Südkreuz (an 17:23),4
17:15 (+3),RE 3731,Dessau Hbf (an 18:53),14
17:19,RE 21913,Berlin Südkreuz (an 17:26),
