Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:10 (+35),00:45,ICE 947,Berlin Ostbahnhof (an 00:36),6
00:23,00:23,RE 60912,Berlin Hbf (an 00:36),
00:23,00:23,RE 62038,Berlin Hbf (an 00:36),5
01:05,01:05,RE 3165,Rathenow (an 01:54),3
01:14 (+3),01:17,ICE 1707,Berlin Ostbahnhof (an 01:40),6
01:33 (+18),01:51,RE 73796,Magdeburg Hbf (an 03:01),
01:33,01:33,RE 91367,Brandenburg Hbf (an 02:14),
01:41 (+29),02:10,ICE 274,Berlin Ostbahnhof (an 02:07),6
02:36 (+3),02:39,RB 62089,Berlin Hbf (an 02:47),
04:35,04:35,RE 62040,Elsterwerda (an 06:29),5
04:39 (+4),04:43,ICE 646,Köln Hbf (an 09:33),4
04:46,04:46,ICE 277,Chur (an 14:22),3
04:48,04:48,ICE 1706,Hamburg Hbf (an 07:11),4
05:06,05:06,RE 3145,Stendal Hbf (an 06:13),
05:06,05:06,RE 4,Bützow (an 23:21),
05:07,05:07,RE 3102,Cottbus Hbf (an 06:56),5
05:22,05:22,RE 62000,Elsterwerda (an 07:15),5
05:28,05:28,RB 18240,Berlin Gesundbrunnen (an 05:40),5
05:46 (+1),05:47,ICE 946,Köln Hbf (an 10:35),3
05:54 (+5),05:59,RE 3164,Berlin Hbf (an 06:05),6
05:56 (+3),05:59,RE 3103,Hennigsdorf(b Berlin) (an 06:23),3
05:57,05:57,ICE 608,Hamburg Hbf (an 08:15),4
06:01,06:01,RB 62051,Berlin Hbf (an 06:12),6
06:06,06:06,RE 3167,Stendal Hbf (an 07:13),4
06:07,06:07,RE 3104,Cottbus Hbf (an 07:57),6
06:22,06:22,RE 62002,Elsterwerda (an 08:31),5
06:27,06:27,ICE 240,Amsterdam Centraal (an 11:59),3
06:28,06:28,RB 18242,Berlin Gesundbrunnen (an 06:40),5
06:30 (+9),06:39,ICE 1272,Berlin Ostbahnhof (an 07:02),6
06:37,06:37,RE 62005,Elstal (an 06:49),3
06:46 (+1),06:47,ICE 279,Interlaken Ost (an 15:59),4
06:48,06:48,ICE 1604,Berlin Gesundbrunnen (an 10:31),
06:48,06:48,ICE 1704,Hamburg Hbf (an 09:18),3
07:01,07:01,RB 62053,Rangsdorf (an 07:38),6
07:06,07:06,RE 3106,Cottbus Hbf (an 08:56),
07:22,07:22,RE 62004,Elsterwerda (an 09:14),5
07:30,07:30,RB 18244,Berlin Gesundbrunnen (an 07:48),5
07:33 (+19),07:52,ICE 649,Berlin Ostbahnhof (an 08:03),6
07:41,07:41,RE 62007,Elstal (an 07:53),3
07:49,07:49,ICE 606,Hamburg-Altona (an 10:24),4
07:54,07:54,RE 3166,Jüterbog (an 08:54),6
07:56,07:56,RE 3107,Hennigsdorf(b Berlin) (an 08:23),3
07:59 (+18),08:17,ICE 851,Berlin Ostbahnhof (an 08:28),5
07:59 (+3),08:02,ICE 944,Köln Hbf (an 12:33),4
08:01,08:01,RB 62055,Berlin Südkreuz (an 08:21),6
08:06,08:06,RE 3169,Stendal Hbf (an 09:30),4
08:07,08:07,RE 3108,Cottbus Hbf (an 09:55),6
08:08 (+4),08:12,ICE 2465,München Hbf (an 13:08),
08:08 (+5),08:13,ICE 505,München Hbf (an 13:08),5
08:12,08:12,ICE 1131,Saarbrücken Hbf (an 14:17),4
08:15 (+54),09:09,FLX 1332,Hamburg Hbf (an 10:34),4
08:22,08:22,RE 62006,Elsterwerda (an 10:31),5
08:25 (+1),08:26,ICE 148,Amsterdam Centraal (an 14:01),3
08:28,08:28,RB 18246,Berlin Gesundbrunnen (an 08:40),5
08:37,08:37,RE 62009,Elstal (an 08:49),3
08:40 (+27),09:07,ICE 1702,Hamburg Hbf (an 11:12),4
08:46 (+3),08:49,ICE 371,Basel SBB (an 15:48),4
08:50,08:50,DRF 1322,Köln Hbf (an 13:41),3
08:50 (+3),08:53,FLX 1322,Köln Hbf (an 13:41),3
08:54 (+3),08:57,RE 3148,Herzberg(Elster) (an 10:31),6
08:56 (+1),08:57,RE 3109,Hennigsdorf(b Berlin) (an 09:23),3
08:59 (+21),09:20,ICE 541,Berlin Ostbahnhof (an 09:28),5
09:01,09:01,RB 62057,Berlin Südkreuz (an 09:21),6
09:03,09:03,RB 62056,Wustermark (an 09:18),3
09:06,09:06,RE 3149,Rathenow (an 09:54),4
09:07 (+3),09:10,RE 3110,Cottbus Hbf (an 10:55),6
09:17 (+7),09:24,ICE 1901,Berlin Hbf (an 09:34),6
09:17 (+15),09:32,ICE 2845,Berlin Ostbahnhof (an 09:42),6
09:17 (+15),09:32,ICE 676,Berlin Ostbahnhof (an 09:42),6
09:22,09:22,RE 62008,Baruth(Mark) (an 10:36),5
09:32 (+15),09:47,ICE 741,Berlin Ostbahnhof (an 10:02),6
09:43 (+3),09:46,RE 62011,Elstal (an 09:55),3
09:49 (+4),09:53,ICE 604,Hamburg-Altona (an 12:24),4
